setting,g,base_rate_parameter,regime,budget_fraction,method,groups,coefficient_mse,coefficient_mse_se,gradient_mse,gradient_mse_se,conditional_bias_sq,conditional_bias_sq_se,gradient_bias_sq,gradient_bias_sq_se,expected_cost,expected_cost_se,expected_query_count,expected_query_count_se,complete_group_probability,complete_group_probability_se,schedule_cpu_seconds,schedule_cpu_seconds_se,schedule_wall_seconds,schedule_wall_seconds_se,expected_completion_cpu_seconds,expected_completion_cpu_seconds_se,total_algorithm_cpu_seconds,total_algorithm_cpu_seconds_se,realized_success_fraction,realized_success_fraction_se,true_probability_mean,true_probability_mean_se
g16_base0.05_shifted,16,0.05,shifted,0.5,rr_fixed,256,43.07801725243465,0.6435716089756557,0.9348140982763893,0.03108566436372466,4.040860727345562e-31,1.0809046797578933e-32,6.631388220392765e-33,3.178023379918992e-34,8.0,5.909613325609543e-17,9.046081279949494,0.030482880246805615,0.24523715214957964,0.001327413800055361,0.00021057812500038797,6.316852932527199e-07,0.00021232022845651954,7.881626301425585e-07,0.00517990457647443,1.6889336986255764e-05,0.005390482701474818,1.694971115082712e-05,0.850341796875,0.005530509245808694,0.8481355611932409,0.0014790763592118397
g16_base0.05_shifted,16,0.05,shifted,0.5,rr_model,256,51.95403339129915,1.427230482974461,1.1231507337440176,0.045602464770089175,4.075493462079843e-31,1.073303845792647e-32,7.301828615942379e-33,3.245361007723259e-34,8.0,6.641353179864175e-17,9.00902854735438,0.03491088111319464,0.1864099730369593,0.003198658958445748,0.005191718749999935,7.680706736651988e-06,0.005226739282079507,9.682893548780269e-06,0.005161228418768881,1.887855881059197e-05,0.010352947168768816,2.10246915726679e-05,0.850341796875,0.005530509245808694,0.8481355611932409,0.0014790763592118397
g16_base0.05_shifted,16,0.05,shifted,0.75,whole_group_cv,256,4.503658646545862,0.06958970822834541,0.10402620963571599,0.00525613633587151,4.6172439960429875e-31,1.1487955040848653e-32,8.657789172336225e-33,4.317428919506662e-34,12.0,6.257237638880692e-17,12.0,0.0,0.75,0.0,1.7304687500718785e-06,7.491849573090301e-08,2.2960903152124956e-06,1.3245005789673318e-07,0.0005473828124994071,1.7946951691579817e-06,0.000549113281249479,1.7937847567858639e-06,0.850341796875,0.005530509245808694,0.8481355611932409,0.0014790763592118397
g16_base0.05_shifted,16,0.05,shifted,0.75,rr_fixed,256,14.570424375983086,0.2634356863870122,0.3220912422808382,0.011924690558544337,3.0898029784005025e-31,8.179037472332426e-33,6.0648850748813214e-33,3.111149771519814e-34,12.0,1.0612509697577954e-16,12.737981544743057,0.02431201751902474,0.45621477070898026,0.0018688434765543511,0.0002123125000002002,1.1243802759095451e-06,0.00021488909624167718,1.509800664752698e-06,0.007078416318743444,1.404474525063787e-05,0.007290728818743644,1.4145567917862984e-05,0.850341796875,0.005530509245808694,0.8481355611932409,0.0014790763592118397
g16_base0.05_shifted,16,0.05,shifted,0.75,rr_model,256,21.16565334616613,0.7367756169792459,0.4632594865825097,0.021537500730816964,3.2957421052576614e-31,9.354046345717478e-33,5.96149941764575e-33,3.022924536152233e-34,12.0,1.0635258940613297e-16,12.827801419453682,0.03095577932142584,0.32981863204781914,0.005231271022187868,0.0051928398437502965,7.607524205339991e-06,0.005226915905950591,9.525699175103579e-06,0.007124630320867699,1.7188931898425698e-05,0.012317470164617997,1.917980762812286e-05,0.850341796875,0.005530509245808694,0.8481355611932409,0.0014790763592118397
g16_base0.2_calibrated,16,0.2,calibrated,0.25,whole_group_cv,256,25.50315457667879,0.5122982820670828,0.6101249875203896,0.02699312089939676,7.152629217973842e-32,4.665817968846378e-33,1.3742300706281465e-33,1.6336525977283375e-34,4.0,2.2528630347724226e-17,4.0,0.0,0.25,0.0,3.1601562502647784e-06,1.2983501939800412e-07,3.6279107007430866e-06,1.4251312227833155e-07,0.0005361767578123747,2.151072087237269e-06,0.0005393369140626394,2.1551485666061424e-06,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_calibrated,16,0.2,calibrated,0.25,rr_fixed,256,26.37386807782601,0.9066688901786273,0.6448362500974415,0.03440400316130706,1.2081844898157385e-31,5.8761718249810825e-33,2.6316523428056547e-33,2.246904453215658e-34,4.0,3.3342952797114305e-17,5.270747661829377,0.024211072785755596,0.1122261584432121,0.0006493305837270993,0.00022365234375010257,8.859266863690493e-07,0.00022574886315851472,1.02792971119531e-06,0.0032363561383642065,1.307618951455103e-05,0.003460008482114309,1.3259411032893483e-05,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_calibrated,16,0.2,calibrated,0.25,rr_model,256,21.356137944984454,0.6144196081946895,0.5135291180634088,0.024507382426723404,1.54687370996513e-31,7.141536042014406e-33,2.8119134393886113e-33,1.9483733834108682e-34,4.0,3.2096474940185516e-17,4.592128745475353,0.019658933654333795,0.1159177796987142,0.0019415004671046688,0.005180949218749897,7.547194587207786e-06,0.005209723181906156,9.106158805408633e-06,0.0028854137917462986,1.0585615038702804e-05,0.008066363010496196,1.3232046218923231e-05,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_calibrated,16,0.2,calibrated,0.5,whole_group_cv,256,8.501051525559596,0.17076609402236093,0.20337499584012986,0.008997706966465588,4.708108781823039e-32,2.178198162475452e-33,8.71529129784988e-34,6.613960660316013e-35,8.0,4.505726069544845e-17,8.0,0.0,0.5,0.0,1.9882812498928093e-06,6.050300334888417e-08,2.5420213205507025e-06,8.564787642830809e-08,0.0005434433593748816,2.1695867696506616e-06,0.0005454316406247744,2.169772544260394e-06,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_calibrated,16,0.2,calibrated,0.5,rr_fixed,256,7.319730107988685,0.30043359717771845,0.17928315630839592,0.011073750082128563,1.05082978094535e-31,5.0490166256088776e-33,1.9838238750957642e-33,1.4943398030145186e-34,8.0,6.276520389178999e-17,9.434611468462485,0.02919327711605051,0.26250072064122065,0.0013432818348570491,0.00021105468750021172,7.253003347736283e-07,0.0002128603264281992,9.114624799363663e-07,0.005369583646871569,1.610619927845247e-05,0.005580638334371781,1.6111179908549415e-05,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_calibrated,16,0.2,calibrated,0.5,rr_model,256,6.444107051804677,0.2396474868810954,0.1557326663807173,0.00880643948055961,1.1500743003097907e-31,5.8241693562619406e-33,2.1689477906766575e-33,1.8410262149803942e-34,8.0,6.503455397866077e-17,9.104432455046537,0.0351435749586276,0.23276230796974376,0.0038838041532970632,0.005175738281249842,7.2609360816701125e-06,0.005204306826271932,8.76204481267578e-06,0.00520057317149095,1.8867119210390722e-05,0.010376311452740792,2.0436742587765807e-05,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_calibrated,16,0.2,calibrated,0.75,whole_group_cv,256,2.833683841853199,0.05692203134078698,0.0677916652800433,0.0029992356554885287,1.7455426459491076e-31,9.11709638385774e-33,3.0495536898272238e-33,2.392856751466288e-34,12.0,6.218492760847781e-17,12.0,0.0,0.75,0.0,1.7968750002095302e-06,7.664030408534351e-08,2.3043849068926647e-06,1.0435099858799506e-07,0.0005507099609373886,2.200278771246944e-06,0.0005525068359375981,2.197742305142537e-06,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_calibrated,16,0.2,calibrated,0.75,rr_fixed,256,1.830939701082195,0.10386678328225532,0.04548209887847619,0.0036701143326338848,1.0103971971690112e-31,6.761466908144171e-33,1.735812287346576e-33,1.3829726244762515e-34,12.0,1.1123978024676787e-16,12.984254309964149,0.023643835659316652,0.4756328226799806,0.001912720153166456,0.0002103906249997789,7.022039174018276e-07,0.0002129203076037811,9.80460984376138e-07,0.007189884976956325,1.410227307928071e-05,0.007400275601956104,1.420787358533141e-05,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_calibrated,16,0.2,calibrated,0.75,rr_model,256,1.6574221275762582,0.10309151217711114,0.04092528941762872,0.0033874776392269668,1.0843164058329818e-31,5.964257858813286e-33,1.9004858766924078e-33,1.6251499061624125e-34,12.0,1.1961509653963006e-16,13.005627326575295,0.03183440556755787,0.37343335853356974,0.005884753967870701,0.005174167968749893,7.19155552392418e-06,0.005201928037422476,8.672981408371167e-06,0.0072013577537958975,1.8080581777078677e-05,0.01237552572254579,1.955583732848337e-05,0.249755859375,0.007060109337712955,0.25080320642973714,0.0031151230625545458
g16_base0.2_overconfident,16,0.2,overconfident,0.25,whole_group_cv,256,28.120514275029898,0.4528438514632833,0.7503682811875927,0.03191129766468196,8.411404992563187e-32,4.935327770760777e-33,1.4634354136712729e-33,1.188341589986301e-34,4.0,2.198569199977461e-17,4.0,0.0,0.25,0.0,2.921875000061469e-06,1.3054124108349535e-07,3.3834512578323483e-06,1.3040804114373212e-07,0.0005302509765626254,1.49741051123689e-06,0.0005331728515626868,1.4964919600588741e-06,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_overconfident,16,0.2,overconfident,0.25,rr_fixed,256,36.224266664081824,0.9092118906245295,0.9418790717943252,0.042071993923501624,1.6070691456728845e-31,6.814805780391612e-33,2.7757549145940725e-33,1.7066216128995857e-34,4.0,3.3433435874726584e-17,5.259441007982964,0.023110520931793825,0.11189964254688164,0.0006158107720427027,0.00022307812499985924,1.0712545723226454e-06,0.0002252724389109062,1.2592896106991596e-06,0.003236491785897931,1.255052406681022e-05,0.0034595699108977904,1.2593928383229896e-05,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_overconfident,16,0.2,overconfident,0.25,rr_model,256,28.98835461326216,0.6892618585508863,0.7664506922256916,0.03425279541064833,2.0589678377862163e-31,9.283554210144142e-33,3.7900375996806465e-33,3.1521137994723968e-34,4.0,3.641769114551595e-17,4.581219198756877,0.01816421533717807,0.11917836324375287,0.0017835518237516368,0.005189531250000073,7.115100783582559e-06,0.005217196106968913,8.304133959589548e-06,0.0028864041656472177,1.0003090158157638e-05,0.00807593541564729,1.225719898100455e-05,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_overconfident,16,0.2,overconfident,0.5,whole_group_cv,256,9.3735047583433,0.1509479504877611,0.2501227603958642,0.010637099221560654,6.026242319151506e-32,2.5174882800711442e-33,1.0960953080686104e-33,8.236578931637459e-35,8.0,4.397138399954922e-17,8.0,0.0,0.5,0.0,1.968750000191921e-06,6.522843532518116e-08,2.5162862584693357e-06,8.088624714258596e-08,0.0005376503906251856,1.559754744999359e-06,0.0005396191406253775,1.5587779993466198e-06,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_overconfident,16,0.2,overconfident,0.5,rr_fixed,256,10.834914619942717,0.3109874523298011,0.2812489365893117,0.014032030871992406,1.2966703721956923e-31,4.9615846113377e-33,2.488379396099005e-33,1.6145050284448695e-34,8.0,6.51273942171884e-17,9.42867627203613,0.027564741402717273,0.26219942025866316,0.0012570579637959588,0.00021189843750013537,9.200530090475346e-07,0.00021404699327831622,1.1251609541066714e-06,0.005385881991170257,1.5316992930654094e-05,0.005597780428670393,1.5361929561147973e-05,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_overconfident,16,0.2,overconfident,0.5,rr_model,256,9.780452536066207,0.29021006002685557,0.2567551971721974,0.01302185827435586,1.5426910716805643e-31,6.080102904545107e-33,2.750321270101423e-33,1.7486929096520114e-34,8.0,6.740685525570943e-17,9.08244811402342,0.03142516754219694,0.2393977505852572,0.0035651253153894855,0.005184523437499866,6.9428159938489605e-06,0.005212557623963221,8.163625823734357e-06,0.005208230214659213,1.717128588659562e-05,0.010392753652159078,1.8525961321199873e-05,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_overconfident,16,0.2,overconfident,0.75,whole_group_cv,256,3.124501586114433,0.05031598349592037,0.08337425346528805,0.0035456997405202183,2.1303071833675865e-31,1.0445410324905469e-32,3.771954477348668e-33,3.3008669733126672e-34,12.0,6.447470522070651e-17,12.0,0.0,0.75,0.0,1.8593749998851994e-06,6.298068828567145e-08,2.254044375149533e-06,5.8589346227001436e-08,0.0005450498046877458,1.6429663031839307e-06,0.000546909179687631,1.6441384574420302e-06,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_overconfident,16,0.2,overconfident,0.75,rr_fixed,256,3.110437458352266,0.11382850886749318,0.08142271598237451,0.004861622369031243,1.1889052665086255e-31,4.490541648145276e-33,2.013229359129867e-33,1.2633465333334796e-34,12.0,1.0589711583819324e-16,12.970017684165587,0.022614145737218327,0.4742919858151847,0.0017965274352626003,0.00021083984374994924,8.020580298296341e-07,0.00021296083650668152,1.0236370242663246e-06,0.007213319702834623,1.3824567988281196e-05,0.007424159546584572,1.3892091897382274e-05,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_overconfident,16,0.2,overconfident,0.75,rr_model,256,3.187927027017886,0.1430844163435394,0.08290081744487189,0.005582226704223906,1.2837787647248688e-31,4.9573583447410936e-33,2.2207087050056565e-33,1.4038771885938913e-34,12.0,1.2221355558491314e-16,12.968467968789788,0.027066534781511758,0.3837985536257119,0.0053887868990201366,0.005183636718749801,6.931281675741238e-06,0.0052113147867203224,8.101185118868496e-06,0.007212567551979902,1.5773044342588618e-05,0.012396204270729703,1.7437361292203314e-05,0.35205078125,0.0073201326428809456,0.3568765546207516,0.001893080187777303
g16_base0.2_shifted,16,0.2,shifted,0.25,whole_group_cv,256,39.54894405239507,0.3472463849523203,1.1086132209707285,0.04668005291859177,1.1945676870598598e-31,4.608293786769164e-33,2.1127094262444807e-33,1.186708713105296e-34,4.0,2.0639050067766325e-17,4.0,0.0,0.25,0.0,3.1054687500420286e-06,1.6569041641559483e-07,3.645520337158814e-06,1.8538165735866595e-07,0.000533441406250286,1.7128994501999017e-06,0.000536546875000328,1.726482993794042e-06,0.6845703125,0.007104219927897134,0.6903679785263677,0.0024159109602983147
