setting,g,base_rate_parameter,regime,budget_fraction,baseline,groups,coefficient_mse_difference,coefficient_mse_difference_se,coefficient_mse_ratio_of_means,gradient_mse_difference,gradient_mse_difference_se,gradient_mse_ratio_of_means,expected_cost_difference,expected_cost_difference_se,expected_cost_ratio_of_means,total_algorithm_cpu_seconds_difference,total_algorithm_cpu_seconds_difference_se,total_algorithm_cpu_seconds_ratio_of_means
g16_base0.95_overconfident,16,0.95,overconfident,0.25,whole_group_cv,256,3.6139688980992566,1.2054750779351238,1.1041640559467056,0.043288519501439554,0.04254135260457154,1.0492667257962127,-2.0122792321330962e-16,3.304431496949327e-17,1.0,0.007596022475629963,1.4891603707066426e-05,15.147248541403329
g16_base0.95_overconfident,16,0.95,overconfident,0.25,rr_fixed,256,-6.872338651937724,0.7526554093221122,0.8478941084511386,-0.17690152382483554,0.02450081496261066,0.8390115931452576,1.0408340855860843e-17,3.6618693638353797e-17,1.0,0.0048308630804991,1.0085336039878064e-05,2.462973491735878
g16_base0.95_overconfident,16,0.95,overconfident,0.5,whole_group_cv,256,1.3154874414915598,0.574697089537163,1.1137473879684883,0.01271541314271967,0.02035289660534864,1.0434142895092844,-4.3021142204224816e-16,6.558386647998748e-17,1.0,0.009848719518697514,2.039984737786027e-05,19.12196104873573
g16_base0.95_overconfident,16,0.95,overconfident,0.5,rr_fixed,256,-0.1417425633809539,0.3115646463343225,0.9891153305828949,-0.010416424953792823,0.009188845511866871,0.9670384318075226,-6.938893903907228e-18,7.679149136713009e-17,1.0,0.004973973361011881,1.0237406769408589e-05,1.918009611238709
g16_base0.95_overconfident,16,0.95,overconfident,0.75,whole_group_cv,256,0.011634414442360907,0.287447186201098,1.0030180088648986,-0.005393614803001029,0.00980133978965696,0.9447536736877987,-1.1379786002407855e-15,1.0049589829957088e-16,1.0,0.011817857442943712,2.0202057610757606e-05,22.457600770196095
g16_base0.95_overconfident,16,0.95,overconfident,0.75,rr_fixed,256,0.38143888022481653,0.1622128406135556,1.1094455761222883,0.007005534495422385,0.004837421667598782,1.0821962876826983,-6.245004513516506e-17,1.1138820236031162e-16,1.0,0.005046198963485186,9.987483287320698e-06,1.689144328081536
g16_base0.95_shifted,16,0.95,shifted,0.25,whole_group_cv,256,83.69022628748213,2.669526686950559,3.1278966091785274,1.8132528566584447,0.08241729470277384,3.2285087235438947,-1.8214596497756474e-16,3.6704156123301174e-17,1.0,0.007827632008218278,4.133463104303145e-05,14.856682824166466
g16_base0.95_shifted,16,0.95,shifted,0.25,rr_fixed,256,-6.653717155361156,2.123119975976724,0.9486888752731399,-0.18117216839182926,0.06976872093818795,0.935481996456092,3.9898639947466563e-17,3.967083399906018e-17,1.0,0.004987640793696875,2.62289028009668e-05,2.464846110423108
g16_base0.95_shifted,16,0.95,shifted,0.5,whole_group_cv,256,38.98869978779168,1.2595476827259189,3.973964550761312,0.8472837110466751,0.03931921632790133,4.123964428541631,-4.614364446098307e-16,7.089340367086719e-17,1.0,0.010150657932077688,5.3462636092802966e-05,18.738334412647585
g16_base0.95_shifted,16,0.95,shifted,0.5,rr_fixed,256,8.667540821803044,0.9383503312794852,1.1995696035344432,0.17026237055343132,0.030090247372618166,1.1795558196033231,3.469446951953614e-17,7.387400056231429e-17,1.0,0.005129627518245945,2.6481275576141563e-05,1.9171063333837215
g16_base0.95_shifted,16,0.95,shifted,0.75,whole_group_cv,256,17.352063917163242,0.6163009979076678,4.970721510570602,0.38177773118886393,0.02028138470059408,5.222883207692066,-9.853229343548264e-16,1.0199900996046659e-16,1.0,0.01219397032672516,6.256663205444326e-05,22.017327762974773
g16_base0.95_shifted,16,0.95,shifted,0.75,rr_fixed,256,6.8785168904419525,0.444496130645548,1.4634010728107292,0.14630943390204265,0.015516071552735492,1.4489738412001831,3.469446951953614e-17,1.1358378410142309e-16,1.0,0.005198519606584781,2.6104466035436678e-05,1.686215487811596
g4_base0.05_calibrated,4,0.05,calibrated,0.25,whole_group_cv,256,-0.6055972581681791,0.13930294565392942,0.7978022360134757,-0.25753078923336337,0.0653055735244494,0.7708437495962868,-5.854691731421724e-17,8.057095678264285e-18,1.0,0.000477729236148825,2.086346465635668e-06,7.595231992563544
g4_base0.05_calibrated,4,0.05,calibrated,0.25,rr_fixed,256,-0.3912727529556904,0.12605762600778544,0.8592923386367329,-0.13599183683057472,0.05105023682565944,0.8643179043740151,-5.204170427930421e-18,1.025931223746122e-17,1.0,0.0002088575764993547,1.6480118010502374e-06,1.6119342706711395
g4_base0.05_calibrated,4,0.05,calibrated,0.5,whole_group_cv,256,-0.29677194415197516,0.06570307496502609,0.7027399511204586,-0.1256335309493522,0.030946674885736512,0.6646260166052097,-1.222980050563649e-16,1.5432616945256768e-17,1.0,0.0005290647560197317,2.1093638032086443e-06,7.78322119201944
g4_base0.05_calibrated,4,0.05,calibrated,0.5,rr_fixed,256,-0.16702826818372465,0.060451302637534204,0.8077072113897648,-0.06070389147311628,0.024707099722557233,0.8039771481451121,-1.9949319973733282e-17,1.673779468199399e-17,1.0,0.00020917954796098706,1.5831780135161795e-06,1.5257335466885964
g4_base0.05_calibrated,4,0.05,calibrated,0.75,whole_group_cv,256,-0.13873599506299633,0.028136517233618423,0.583107472052759,-0.05654669556896637,0.0128289029764149,0.5471521719367572,-3.2612801348363973e-16,2.7257908244742502e-17,1.0,0.0005784359226392276,2.0508428875395923e-06,7.950951542969397
g4_base0.05_calibrated,4,0.05,calibrated,0.75,rr_fixed,256,-0.04917704842747336,0.018006581954369456,0.7978142291645417,-0.017681545277515677,0.006910415770710875,0.7944100511750368,-3.122502256758253e-17,2.973835968850853e-17,1.0,0.00021152960569630798,1.5762055217947978e-06,1.469937222068263
g4_base0.05_overconfident,4,0.05,overconfident,0.25,whole_group_cv,256,0.19339568648666214,0.31094577344883034,1.0353074132510973,0.11183941992658497,0.13345599979552702,1.061316464247566,-5.117434254131581e-17,8.399028204852736e-18,1.0,0.0004734986757124923,1.74206444684604e-06,7.487151052012604
g4_base0.05_overconfident,4,0.05,overconfident,0.25,rr_fixed,256,-0.41611555760403196,0.2252982801548557,0.9316385599803948,-0.06859054651399561,0.07698291463704368,0.9657800181187929,3.469446951953614e-18,9.906435265331447e-18,1.0,0.00020615301218435047,1.3818446996557088e-06,1.6057339629891605
g4_base0.05_overconfident,4,0.05,overconfident,0.5,whole_group_cv,256,0.06464924977963199,0.15006540112925768,1.03540820097609,0.041363113470621146,0.0629381564717907,1.0680325381682299,-8.760353553682876e-17,1.6561305873519967e-17,1.0,0.000528328150509443,1.9344472451766015e-06,7.717258829422283
g4_base0.05_overconfident,4,0.05,overconfident,0.5,rr_fixed,256,-0.1796627519778514,0.11131719324963237,0.9132122283549405,-0.03092296938521391,0.037626577807911704,0.9545435109525071,4.163336342344337e-17,1.8167320215233512e-17,1.0,0.00020796753174848306,1.4646061450130361e-06,1.5212049514375634
g4_base0.05_overconfident,4,0.05,overconfident,0.75,whole_group_cv,256,-0.006683850088330848,0.07308919080062648,0.9890178258203283,0.006239768752478218,0.03068327499876879,1.0307888311731237,-3.0531133177191805e-16,2.6644899064666677e-17,1.0,0.000578341746151333,2.186610239586231e-06,7.889025289752641
g4_base0.05_overconfident,4,0.05,overconfident,0.75,rr_fixed,256,0.014004334735896004,0.05018480684427679,1.023820103457998,0.014078959938953221,0.01831254934227582,1.0722649463988567,-3.9898639947466563e-17,2.9748477105067585e-17,1.0,0.00021097114754261876,1.7788575087455606e-06,1.467451741396166
g4_base0.05_shifted,4,0.05,shifted,0.25,whole_group_cv,256,14.554321324208967,0.6807066162184657,3.928683524286202,4.679530390166642,0.3015978811127782,3.692966978577449,-6.505213034913027e-17,8.471775674780677e-18,1.0,0.0004750297623098324,1.716435520439245e-06,7.474086332672474
g4_base0.05_shifted,4,0.05,shifted,0.25,rr_fixed,256,-1.3225258822895696,0.6328055246756112,0.9365586249564516,-0.31221984862975244,0.2406178792446242,0.9536038609547143,-1.3444106938820255e-17,9.728494943651491e-18,1.0,0.00020521122584821858,1.5777000735396249e-06,1.5979477699299494
g4_base0.05_shifted,4,0.05,shifted,0.5,whole_group_cv,256,6.885844096318424,0.31559378085212275,5.156798047768928,2.2096545695105076,0.14078505749845271,4.8148230443756095,-1.0928757898653885e-16,1.653465223091117e-17,1.0,0.0005295081563010094,1.8356084980391983e-06,7.702469184063416
g4_base0.05_shifted,4,0.05,shifted,0.5,rr_fixed,256,-0.5312755814206118,0.29590213800296694,0.9414484982622493,-0.12170428351677656,0.11605391079644178,0.958185663224925,-8.673617379884035e-19,1.7958171039778056e-17,1.0,0.00020922881807488553,1.4514424283243346e-06,1.5240135779136759
g4_base0.05_shifted,4,0.05,shifted,0.75,whole_group_cv,256,3.1354757357115752,0.15495598007095635,6.678405973786663,1.0220244938087242,0.06977387137288499,6.293373875756781,-2.463307335887066e-16,2.7876911116429496e-17,1.0,0.0005754470074881162,1.8539023542149348e-06,7.82920247630442
g4_base0.05_shifted,4,0.05,shifted,0.75,rr_fixed,256,0.30874404163301394,0.12795072895846074,1.0913739380032397,0.11978424360524086,0.053278519039550304,1.1093603989803658,4.683753385137379e-17,3.1962176779114624e-17,1.0,0.00020896636629504122,1.4331203858298416e-06,1.4636038946578256
g4_base0.2_calibrated,4,0.2,calibrated,0.25,whole_group_cv,256,-0.4362757540156964,0.1714231498746882,0.9126279107382614,-0.1585974499902747,0.07970209690449521,0.9154365339232055,-8.109832250191573e-17,7.606172988773826e-18,1.0,0.00047338284746648566,1.7367843452301824e-06,7.658571920407287
g4_base0.2_calibrated,4,0.2,calibrated,0.25,rr_fixed,256,-0.6249796819563307,0.12183024084038686,0.8793943957942696,-0.17820922955988527,0.057931701942978225,0.9059629562815101,-9.974659986866641e-18,9.549131309190553e-18,1.0,0.00020167937558083137,1.3527171109992535e-06,1.5883343350084156
g4_base0.2_calibrated,4,0.2,calibrated,0.5,whole_group_cv,256,-0.2106641786882326,0.08195028931486013,0.8734320948034837,-0.08095261074847598,0.037809544747470024,0.8705092669533503,-1.6653345369377348e-16,1.5052574313296774e-17,1.0,0.0005280516092043447,1.8199607519044963e-06,7.900169054990387
g4_base0.2_calibrated,4,0.2,calibrated,0.5,rr_fixed,256,-0.23405721224277948,0.05582969480280405,0.8613264692837568,-0.06554985039290429,0.027064030039421316,0.8924986973289848,-3.903127820947816e-17,1.829346822392087e-17,1.0,0.00020284789250163066,1.3361942364577193e-06,1.504934550674376
g4_base0.2_calibrated,4,0.2,calibrated,0.75,whole_group_cv,256,-0.11820199766507736,0.04295335440136776,0.7869512606129461,-0.055431114909451074,0.016324375826619036,0.7339993496125867,-3.3480163086352377e-16,2.5750967227344478e-17,1.0,0.0005756273426623828,1.7546026133016601e-06,8.037614008384987
g4_base0.2_calibrated,4,0.2,calibrated,0.75,rr_fixed,256,-0.03735102988563324,0.023534269996156168,0.9211938805656046,-0.016020585557713813,0.010486147666382867,0.9051905145487638,-6.938893903907228e-18,2.9391090912996744e-17,1.0,0.0002043314022001759,1.4771353326892617e-06,1.4509741864029537
g4_base0.2_overconfident,4,0.2,overconfident,0.25,whole_group_cv,256,0.1341982212501761,0.1720020886859793,1.0215416130963506,-0.11604473678244809,0.06962079909537816,0.9545072177676023,-6.678685382510707e-17,9.333398995407751e-18,1.0,0.00047559057282711665,2.916805093071905e-06,7.579989279924237
g4_base0.2_overconfident,4,0.2,overconfident,0.25,rr_fixed,256,-1.1270747901400542,0.1720038947352886,0.8495426754107768,-0.31458987752033635,0.07965280073249977,0.885578032132758,8.673617379884035e-19,1.0097427731628653e-17,1.0,0.0002007345753845061,1.5332191614544776e-06,1.5782619727218155
g4_base0.2_overconfident,4,0.2,overconfident,0.5,whole_group_cv,256,0.06457644104592469,0.08527626039484225,1.0310975964180025,-0.057889903653639316,0.034239920621977206,0.9319166162966948,-1.2576745200831851e-16,1.80394724241799e-17,1.0,0.0005329871673037123,5.07364111242341e-06,7.840534170395117
g4_base0.2_overconfident,4,0.2,overconfident,0.5,rr_fixed,256,-0.4406694978450809,0.08118553286475301,0.8293182277165516,-0.11672214077157188,0.03687442073348627,0.871608582971463,6.071532165918825e-18,1.9871081815149258e-17,1.0,0.00020355409273352257,1.7019701516210177e-06,1.4997043018704073
g4_base0.2_overconfident,4,0.2,overconfident,0.75,whole_group_cv,256,-0.0005235649961956683,0.04314048429464269,0.9992436120966139,-0.042426954667381334,0.017969355835295554,0.8503070249728873,-3.0010716134398763e-16,2.856500307013557e-17,1.0,0.0005812879775138067,5.8380712279687685e-06,7.994663732525828
g4_base0.2_overconfident,4,0.2,overconfident,0.75,rr_fixed,256,-0.06742707714288697,0.028145666286506936,0.9111743469657633,-0.015512850068735888,0.013764648750495486,0.9395239727990651,1.3877787807814457e-17,3.156258393362873e-17,1.0,0.0002063641248386009,1.3457417415943922e-06,1.4505488080665911
g4_base0.2_shifted,4,0.2,shifted,0.25,whole_group_cv,256,6.69882694397695,0.5665698976888597,1.8553974508449058,2.060682927267001,0.24122614667066067,1.6154442918831522,-5.0306980803327406e-17,9.27330513581049e-18,1.0,0.00047563941561930246,1.682974621158398e-06,7.538349911319124
g4_base0.2_shifted,4,0.2,shifted,0.25,rr_fixed,256,-1.5223537635434572,0.4520517495949993,0.9051636308060492,-0.4392303672975104,0.19067012161497227,0.9248947554905282,4.336808689942018e-19,1.0545723108929954e-17,1.0,0.0002013828748322958,1.4134178412059894e-06,1.5803496999409765
g4_base0.2_shifted,4,0.2,shifted,0.5,whole_group_cv,256,3.243673334430256,0.2792347957258793,2.2425891539741722,1.0023699111856033,0.11815812450440609,1.8981044565833924,-1.0061396160665481e-16,1.8627877472938987e-17,1.0,0.0005317542538277578,1.9802144913259e-06,7.78643446731467
g4_base0.2_shifted,4,0.2,shifted,0.5,rr_fixed,256,-0.4340205511878251,0.22621363608586342,0.9309775703861062,-0.10304520450750285,0.09390315161528427,0.9536147943398394,8.673617379884035e-18,1.9269046765132423e-17,1.0,0.00020563987420023767,1.5404993776916694e-06,1.5084183036760934
g4_base0.2_shifted,4,0.2,shifted,0.75,whole_group_cv,256,1.5885838381808794,0.13392690135849264,2.8256681644382757,0.4718680114427937,0.05307926445889374,2.268354404696749,-2.7582103268031233e-16,2.7714515633129783e-17,1.0,0.0005804531333752138,2.092841905805307e-06,7.9430895310732215
g4_base0.2_shifted,4,0.2,shifted,0.75,rr_fixed,256,0.16838037451775806,0.099569840737032,1.0735175751359483,0.05615204427581285,0.03828549126435577,1.0712817676568125,-1.5612511283791264e-17,3.1511506157043447e-17,1.0,0.0002096197124541834,1.5449118634743649e-06,1.4612754741638487
g4_base0.5_calibrated,4,0.5,calibrated,0.25,whole_group_cv,256,-0.3967979258724804,0.06939974767990371,0.9259719100296335,-0.17413962449972445,0.050068195517164425,0.9142923532040577,-7.155734338404329e-17,8.522251537896666e-18,1.0,0.00047366849720032497,1.8154905216403652e-06,7.629533249501757
g4_base0.5_calibrated,4,0.5,calibrated,0.25,rr_fixed,256,-0.8802373587548724,0.1073028692853194,0.8493657057362486,-0.259060848121958,0.0525833033658444,0.8776114118419962,-6.938893903907228e-18,1.0292042894454821e-17,1.0,0.00019957747652128322,1.5407260112615862e-06,1.577582630887247
g4_base0.5_calibrated,4,0.5,calibrated,0.5,whole_group_cv,256,-0.19532901096179034,0.03430164188961524,0.8906760898597863,-0.08322802592642256,0.024121602843618195,0.8771110549344852,-1.5265566588595902e-16,1.691880783037278e-17,1.0,0.0005271536964550703,1.8839844130222018e-06,7.863037927758813
g4_base0.5_calibrated,4,0.5,calibrated,0.5,rr_fixed,256,-0.316206568867925,0.047262059318694226,0.8342365704610281,-0.08830481990142028,0.0225119492734064,0.8705851011755605,-2.168404344971009e-17,1.9365798281424905e-17,1.0,0.00019956710391456293,1.3813342146313183e-06,1.4934928674396717
g4_base0.5_calibrated,4,0.5,calibrated,0.75,whole_group_cv,256,-0.10602628414679999,0.01734428723662299,0.8219740953457298,-0.04399591179941694,0.012403807142920317,0.8051157241309983,-3.0010716134398763e-16,2.919267372732457e-17,1.0,0.0005779053680086396,2.0637360942536988e-06,8.061671064077935
g4_base0.5_calibrated,4,0.5,calibrated,0.75,rr_fixed,256,-0.051557891241975816,0.016989039235426936,0.904716205271718,-0.012544502320229672,0.008059548360278971,0.9354383285748412,-1.214306433183765e-17,3.142149774356649e-17,1.0,0.00020350984542323296,1.6799324035043775e-06,1.4460661475946013
g4_base0.5_overconfident,4,0.5,overconfident,0.25,whole_group_cv,256,-0.08366748864374489,0.08851337949912427,0.9872454760911775,-0.08335822136385226,0.06264595503297965,0.9690245016333431,-7.632783294297951e-17,8.548218989355988e-18,1.0,0.00047553501713266114,2.574285626969317e-06,7.521244627016858
g4_base0.5_overconfident,4,0.5,overconfident,0.25,rr_fixed,256,-1.310261362377482,0.13554277225394024,0.8317248525694859,-0.44702805174444216,0.06801985181456793,0.8536623693666806,-1.3010426069826053e-17,1.0576905100700355e-17,1.0,0.00020126718363630067,1.7734771463319486e-06,1.5797054026357447
g4_base0.5_overconfident,4,0.5,overconfident,0.5,whole_group_cv,256,-0.041496496265767444,0.04395236621209349,0.9810224474643533,-0.04230931944859577,0.031203029884175053,0.9528342051678184,-1.5525775109992423e-16,1.711497874761206e-17,1.0,0.0005309071014444238,2.999344696232365e-06,7.765672796364576
g4_base0.5_overconfident,4,0.5,overconfident,0.5,rr_fixed,256,-0.4737161553886892,0.0607486684419585,0.8191114691435488,-0.15190911766644932,0.02873205725137834,0.8490919688732611,-2.949029909160572e-17,1.7499966384210213e-17,1.0,0.00019924652248291526,1.6749162440864068e-06,1.4858115710395572
g4_base0.5_overconfident,4,0.5,overconfident,0.75,whole_group_cv,256,-0.032202573119610216,0.0243378522759606,0.9558184850658428,-0.024109286659872144,0.018288867938517788,0.9193699863550375,-3.139849491518021e-16,2.6984433529947265e-17,1.0,0.0005839831454760642,3.3987654515500942e-06,7.955010304228284
g4_base0.5_overconfident,4,0.5,overconfident,0.75,rr_fixed,256,-0.08982431440283542,0.023608856103632888,0.8857911284811067,-0.013067538394100079,0.012500759567832585,0.9546218081278703,-2.6020852139652106e-17,3.080553096803274e-17,1.0,0.00020694386561391677,1.8460741880395822e-06,1.4488971283301222
g4_base0.5_shifted,4,0.5,shifted,0.25,whole_group_cv,256,1.1357541512512626,0.271470823739655,1.1201920463898913,0.2876083301363145,0.09781278605891641,1.0666026723764273,-5.767955557622884e-17,8.645979338041729e-18,1.0,0.00047335637938287426,1.6443662571273253e-06,7.58922993513177
g4_base0.5_shifted,4,0.5,shifted,0.25,rr_fixed,256,-2.071197765650145,0.26288481781006257,0.8363523534023838,-0.7630977604842575,0.12071571311668976,0.8578690367897095,1.691355389077387e-17,1.0237397640526345e-17,1.0,0.0001995092970175462,1.3897780131151152e-06,1.5771419431157536
g4_base0.5_shifted,4,0.5,shifted,0.5,whole_group_cv,256,0.5591541145978267,0.13502091476408445,1.177518727640484,0.14144225743445427,0.04881800409950169,1.0982631378683398,-1.1102230246251565e-16,1.6761837366084873e-17,1.0,0.0005283952777054463,1.9044844299191151e-06,7.824883506190523
g4_base0.5_shifted,4,0.5,shifted,0.5,rr_fixed,256,-0.755595952432364,0.13175234370379937,0.8307577298661435,-0.27329293846594055,0.05746881370171009,0.8526054120040284,3.469446951953614e-17,1.9035208768765855e-17,1.0,0.00020014906477181004,1.4986460806619308e-06,1.4933813398814386
g4_base0.5_shifted,4,0.5,shifted,0.75,whole_group_cv,256,0.2851247500428477,0.06690446296182645,1.271561890675645,0.07292172131792618,0.02759427674949158,1.1519811112767473,-3.0184188481996443e-16,2.599839308461916e-17,1.0,0.0005779031817940546,1.8562521000341697e-06,7.9848782861289225
g4_base0.5_shifted,4,0.5,shifted,0.75,rr_fixed,256,-0.11212198365064818,0.05564917334198323,0.9225243853880952,-0.01965109581004306,0.0204998798769132,0.9656677820293174,-1.0408340855860843e-17,2.9997549952999376e-17,1.0,0.00020527496388864948,1.4621524579387424e-06,1.4507925917336615
g4_base0.8_calibrated,4,0.8,calibrated,0.25,whole_group_cv,256,-0.568691929875991,0.1346873292422805,0.885637131519791,-0.2192149039841216,0.06087679230069804,0.8874167182648914,-6.678685382510707e-17,8.418675902007217e-18,1.0,0.00047328173400544815,1.4948718462634919e-06,7.525914246765083
g4_base0.8_calibrated,4,0.8,calibrated,0.25,rr_fixed,256,-0.860888067087894,0.129746889780757,0.8364851874613586,-0.2977661137553952,0.07021253395364124,0.8530048535699776,-1.214306433183765e-17,9.974696958739212e-18,1.0,0.00020294482937112748,1.267813948769048e-06,1.5919168956893734
g4_base0.8_calibrated,4,0.8,calibrated,0.5,whole_group_cv,256,-0.27808540302404505,0.06679577742451526,0.8322326586598142,-0.10748085893601066,0.029898854951451028,0.8344015721175485,-1.2750217548429532e-16,1.7263271630371868e-17,1.0,0.0005280010137969726,1.718057220915742e-06,7.764162514744085
g4_base0.8_calibrated,4,0.8,calibrated,0.5,rr_fixed,256,-0.3511792379163774,0.060401417495408234,0.7970835881975521,-0.12170851419953166,0.03177478065708465,0.8165030881783394,-1.5612511283791264e-17,1.7910547349592613e-17,1.0,0.0002030827311979967,1.4493178075844556e-06,1.5039562891002183
g4_base0.8_calibrated,4,0.8,calibrated,0.75,whole_group_cv,256,-0.15322171394727863,0.036618322906742495,0.7226866354186304,-0.05921823498043908,0.015681610852784092,0.7262829853107348,-2.8622937353617317e-16,2.581870293752644e-17,1.0,0.0005778476046757826,1.8253202984306615e-06,7.934279604233389
g4_base0.8_calibrated,4,0.8,calibrated,0.75,rr_fixed,256,-0.059086447485973685,0.023968387923596218,0.8710991115856959,-0.013389082315413945,0.01029512174580992,0.9214805164652231,2.42861286636753e-17,3.238854991416097e-17,1.0,0.0002084164687485049,1.3492499989768793e-06,1.460321165363102
g4_base0.8_overconfident,4,0.8,overconfident,0.25,whole_group_cv,256,0.23432635509192729,0.25092123288765716,1.0353631505317247,-0.04151909488366914,0.08613080545636033,0.983904926040202,-5.637851296924623e-17,8.221521419690897e-18,1.0,0.00047496753698061765,1.652885643860868e-06,7.677009937510952
g4_base0.8_overconfident,4,0.8,overconfident,0.25,rr_fixed,256,-1.2394189454229656,0.19420452967555946,0.846985909768674,-0.39644861579407703,0.07853796528860507,0.8649028469876304,9.540979117872439e-18,1.006113225403868e-17,1.0,0.00020304461594109838,1.3928647813158394e-06,1.5918672684913782
g4_base0.8_overconfident,4,0.8,overconfident,0.5,whole_group_cv,256,0.11389780192428223,0.12415944288877237,1.0515663521472112,-0.026028100770450008,0.04222844361647574,0.9697302500374413,-1.1622647289044608e-16,1.6577419864269713e-17,1.0,0.0005286812517824185,1.8048408969268594e-06,7.896076656287171
g4_base0.8_overconfident,4,0.8,overconfident,0.5,rr_fixed,256,-0.4807625483018798,0.0944160569124902,0.8285087015607464,-0.15477854722759843,0.03607966411729123,0.8434401345087003,0.0,1.827095665330967e-17,1.0,0.00020424274678177738,1.452494865591263e-06,1.5092032894589953
g4_base0.8_overconfident,4,0.8,overconfident,0.75,whole_group_cv,256,0.01222128150093332,0.05553232293263111,1.016599273074285,-0.03278691122865557,0.02007942148105827,0.8856099858738732,-3.0878077872387166e-16,2.899249164113634e-17,1.0,0.0005802762138324139,2.0307962483984846e-06,8.104460209044978
g4_base0.8_overconfident,4,0.8,overconfident,0.75,rr_fixed,256,-0.08435337732914434,0.03102460753995972,0.8987146100382596,-0.02712885129280683,0.010966497710760578,0.9034443051430061,1.3877787807814457e-17,3.1753440299990837e-17,1.0,0.0002098814424261341,1.5423825768384802e-06,1.4642650011714267
g4_base0.8_shifted,4,0.8,shifted,0.25,whole_group_cv,256,4.842388664759563,0.40689949984133744,1.5895335640366053,1.4149202011390152,0.1818674777178819,1.4274100265626497,-7.806255641895632e-17,8.464285078466588e-18,1.0,0.00047565457054713037,1.9345390770932956e-06,7.637010372955785
g4_base0.8_shifted,4,0.8,shifted,0.25,rr_fixed,256,-2.195919572182256,0.3248280122241225,0.8560264247157587,-0.7203849158386485,0.15434772627647222,0.8677162872173255,-1.1275702593849246e-17,1.0313662601198024e-17,1.0,0.00020304038593836366,1.7107741456332525e-06,1.5897516321622842
g4_base0.8_shifted,4,0.8,shifted,0.5,whole_group_cv,256,2.359499083471783,0.20193686981710268,1.8617671981660056,0.6930387436514189,0.08954831965569368,1.628046106616925,-1.5005358067199381e-16,1.6718747398803164e-17,1.0,0.0005288292132952646,1.980372634731482e-06,7.865647924718668
g4_base0.8_shifted,4,0.8,shifted,0.5,rr_fixed,256,-0.7864756751033134,0.1605843112767134,0.8663354734315364,-0.26930869379339156,0.07615561061036036,0.8696366475901787,-1.3877787807814457e-17,1.9099575635764483e-17,1.0,0.00020303378364186692,1.6655642113135736e-06,1.5040300138943654
g4_base0.8_shifted,4,0.8,shifted,0.75,whole_group_cv,256,1.1703730610448368,0.1076824743075685,2.2823769935204243,0.3554467592913672,0.04823564203912128,1.9663397118595827,-3.2439329000766293e-16,2.76138422765317e-17,1.0,0.0005789834702540761,2.18368368582719e-06,8.047596713696988
g4_base0.8_shifted,4,0.8,shifted,0.75,rr_fixed,256,-0.006338590432384182,0.07377047165756613,0.9969662682599508,-0.007430977284246014,0.03465997994347473,0.9898304100024297,-1.0408340855860843e-17,3.0298174906407794e-17,1.0,0.00020734206811012584,1.6043375780418872e-06,1.45690718258628
g4_base0.95_calibrated,4,0.95,calibrated,0.25,whole_group_cv,256,-0.6478593469232115,0.13848029449718927,0.7576113815304489,-0.18497140939247975,0.052529408936351836,0.7828458333009928,-6.678685382510707e-17,8.260185874787257e-18,1.0,0.0004752340276416783,1.6086191435351108e-06,7.622028689112114
g4_base0.95_calibrated,4,0.95,calibrated,0.25,rr_fixed,256,-0.13770238474852234,0.08585005561213101,0.9363271784565407,-0.09936245429106194,0.0372412253655821,0.8703159487372617,-7.806255641895632e-18,9.839349204971333e-18,1.0,0.00020465459224725408,1.4508848113175652e-06,1.5978020889552227
g4_base0.95_calibrated,4,0.95,calibrated,0.5,whole_group_cv,256,-0.31101467392428794,0.06596613384052279,0.6509130377097052,-0.08993507733482899,0.02438943597462339,0.6832519656989283,-1.3444106938820255e-16,1.619236196231307e-17,1.0,0.0005278274013548042,1.7946249229258853e-06,7.830644765294057
g4_base0.95_calibrated,4,0.95,calibrated,0.5,rr_fixed,256,-0.029312874207244065,0.03939589307704617,0.9518858250956598,-0.034300119434909265,0.016240012465624246,0.8497569816587197,-1.9949319973733282e-17,1.791474726695591e-17,1.0,0.00020574940021663742,1.445369626451172e-06,1.5152088619445816
g4_base0.95_calibrated,4,0.95,calibrated,0.75,whole_group_cv,256,-0.16309436681817385,0.026410530471266565,0.4508222101468257,-0.045183331574688866,0.010726987904360599,0.5225979045025927,-2.931682674400804e-16,2.6782507255899555e-17,1.0,0.0005773545613327567,1.916396042577096e-06,8.024178676042908
g4_base0.95_calibrated,4,0.95,calibrated,0.75,rr_fixed,256,0.004125785040433658,0.009344036662915677,1.0317957468290027,-0.000761627841160663,0.002463615357266332,0.9848349216671899,-2.0816681711721685e-17,3.1162222138766655e-17,1.0,0.0002104795542167651,1.5692578663413617e-06,1.4687006578318924
g4_base0.95_overconfident,4,0.95,overconfident,0.25,whole_group_cv,256,0.3081692990683286,0.3307112819214803,1.0493067207959832,0.28347205156699,0.17516746582028234,1.1304736638895008,-6.071532165918825e-17,7.569283693801884e-18,1.0,0.0004727491896001038,1.8381006353360096e-06,7.649293584840329
g4_base0.95_overconfident,4,0.95,overconfident,0.25,rr_fixed,256,-0.29550955080760044,0.18260121110782804,0.9568833685976165,0.03598957561225401,0.0876631890763692,1.0148709845936723,8.673617379884035e-19,9.400172721180396e-18,1.0,0.00020547413372767502,1.3899733989076804e-06,1.6072420333154698
