split,mechanism,n,pi_min,pi_max,pi_mean,numerator_alpha2,numerator_alpha1,numerator_alpha0,denominator_alpha2,denominator_alpha1,denominator_alpha0,denominator_P_alpha2,denominator_P_alpha1,denominator_P_alpha0,b_U_norm,b_E_norm,b_U_dot_b_E,mu_U_dot_mu_E,Q_U_dot_Q_E,b_U_relative,b_E_relative,derivative_alpha2,derivative_alpha1,derivative_alpha0,derivative_P_alpha2,derivative_P_alpha1,derivative_P_alpha0,rho_Q_0,rho_Q_1,rho_P_0,rho_P_1
diagnostic,edit,256,0.1,0.8714285714285714,0.4028532947359055,3.610628344949257e-05,-9.43437502092102e-05,9.44455871075178e-05,0.0018168755411893268,0.002466749033662858,0.001094685524216611,0.002289607420540302,0.001947335393352864,0.0005711419669230587,0.006008850426620101,0.009718311947427795,-4.71718751046051e-05,0.000973667696676432,0.001233374516831429,0.12557722495026236,0.40664814817283934,2.604759920273825e-07,-2.641417027269876e-07,-3.362502983855211e-07,2.86321194244236e-07,-3.9124300666206716e-07,-2.378009095818464e-07,0.293728540789677,0.08205028060057849,0.40664814817283934,0.08677945765095194
diagnostic,length,256,0.1875,0.7375,0.392431640625,4.971535465161278e-06,-5.084072466787533e-06,5.830772008486832e-06,0.002452040229600533,0.001898716560542282,0.0005004705064084492,0.002289607420540302,0.001947335393352864,0.0005711419669230587,0.0022296940294940196,0.0024146991548610838,-2.5420362333937666e-06,0.000973667696676432,0.000949358280271141,0.04659772982059782,0.10103945469446206,2.1905886937792446e-08,-2.3618361325123164e-08,-1.3615411695330741e-08,2.1321777017138927e-08,-2.102145262782035e-08,-1.4258195851357972e-08,0.10793785559866251,0.03433248099535791,0.10103945469446206,0.03448616815430241
diagnostic,edit_length,256,0.14375000000000002,0.7293882978723405,0.3976424676804527,6.097826565687917e-06,-1.402763167565624e-05,1.967752703252794e-05,0.0021156511079253692,0.0022227257542471075,0.000770430131705935,0.002289607420540302,0.001947335393352864,0.0005711419669230587,0.002469377768930448,0.004435935868847513,-7.01381583782812e-06,0.000973667696676432,0.0011113628771235538,0.05160681088056,0.1856150652745569,4.323137064865785e-08,-7.38656650869525e-08,-5.4545056234491696e-08,4.399228307108014e-08,-8.314217450575137e-08,-4.633051399060592e-08,0.1598154010376526,0.04795314339866212,0.1856150652745569,0.04943001821119788
reporting,edit,256,0.1,0.9,0.4075789660007302,1.9793342764926958e-05,-4.1068223095671325e-05,5.8601887443454094e-05,0.0014534195521852906,0.0021929308622006365,0.001206490742200109,0.0017036452258320687,0.0018830513569026133,0.0007629864798177815,0.004448970978206866,0.0076551869633245465,-2.0534111547835662e-05,0.0009415256784513067,0.0010964654311003182,0.10778789545520479,0.2771388310619189,1.0309479063608023e-07,-1.2258528840439994e-07,-1.7805831852149458e-07,1.0723756316148098e-07,-1.6946954569550088e-07,-1.4168486263958803e-07,0.22039097443428635,0.0877028177253284,0.2771388310619189,0.09263663648794421
reporting,length,256,0.21250000000000002,0.6875,0.38046875,4.562338971053021e-06,-4.52239492479654e-06,5.821323466196437e-06,0.001816200188260207,0.0018572012270372381,0.0006759958126559693,0.0017036452258320687,0.0018830513569026133,0.0007629864798177815,0.002135963241971411,0.0024127418979651423,-2.26119746239827e-06,0.0009415256784513067,0.0009286006135186191,0.051749266009950036,0.08734789528455658,1.6686756049001965e-08,-1.4977133469761086e-08,-1.386848911673976e-08,1.629567511304787e-08,-1.2872933959901051e-08,-1.4412377236006538e-08,0.09279805271609559,0.03670973378013985,0.08734789528455658,0.036708527590599886
reporting,edit_length,256,0.1625,0.6583333333333334,0.3940238580003651,4.713092171463702e-06,-4.097162075960528e-06,1.224883684716918e-05,0.0016208429916427414,0.0020501676541975645,0.0009294976125402587,0.0017036452258320687,0.0018830513569026133,0.0007629864798177815,0.002170965723235561,0.003499833831365309,-2.048581037980264e-06,0.0009415256784513067,0.0010250838270987822,0.052597292173675106,0.1267036143705505,1.630348555763169e-08,-3.0945266876903685e-08,-2.892047147340533e-08,1.585510521885217e-08,-3.4543293623427735e-08,-2.619126811512069e-08,0.11479508280850052,0.052880804562386884,0.1267036143705505,0.05438412616479793
