split,mechanism,alpha,method,sample_size,target,squared_bias,trace_variance,exact_mse,mc_mean_squared_error,mc_standard_error
diagnostic,edit_length,0.1,oracle_ipw,64,full_alpha1_population_gradient,0.0018545820106376472,0.0001545973116978287,0.002009179322335476,0.0020032007134177564,1.5588781012983254e-05
diagnostic,edit_length,0.15000000000000002,unweighted,64,full_alpha1_population_gradient,0.0013841865709936052,0.0001847751084776663,0.0015689616794712716,0.0015603720559019356,1.477275088183525e-05
diagnostic,edit_length,0.15000000000000002,oracle_ipw,64,full_alpha1_population_gradient,0.0016542413613403694,0.00015615303351923225,0.0018103943948596017,0.0018058077527618476,1.467400225222427e-05
diagnostic,edit_length,0.2,unweighted,64,full_alpha1_population_gradient,0.0012188288296724103,0.00018622803114765952,0.0014050568608200698,0.0013977218136285712,1.3774288695918917e-05
diagnostic,edit_length,0.2,oracle_ipw,64,full_alpha1_population_gradient,0.001465348749145795,0.0001588214113564273,0.0016241701605022225,0.0016208594991458391,1.3852855972942087e-05
diagnostic,edit_length,0.25,unweighted,64,full_alpha1_population_gradient,0.0010640493438908445,0.0001884413818232998,0.0012524907257141444,0.0012462898113054896,1.2830754670533953e-05
diagnostic,edit_length,0.25,oracle_ipw,64,full_alpha1_population_gradient,0.0012879041740539215,0.0001626024452094137,0.0014505066192633353,0.0014483559525697305,1.3108090891435675e-05
diagnostic,edit_length,0.30000000000000004,unweighted,64,full_alpha1_population_gradient,0.000919848113648904,0.00019141516050458717,0.001111263274153491,0.0011060760489326916,1.1933905218296418e-05
diagnostic,edit_length,0.30000000000000004,oracle_ipw,64,full_alpha1_population_gradient,0.001121907636064749,0.0001674961350781916,0.0012894037711429405,0.0012882971130335214,1.2421501628647429e-05
diagnostic,edit_length,0.35000000000000003,unweighted,64,full_alpha1_population_gradient,0.0007862251389465911,0.00019514936719152183,0.000981374506138113,0.000977080526510177,1.107520813583564e-05
diagnostic,edit_length,0.35000000000000003,oracle_ipw,64,full_alpha1_population_gradient,0.0009673591351782783,0.000173502480962761,0.0011408616161410392,0.0011406829805372125,1.1774659843119449e-05
diagnostic,edit_length,0.4,unweighted,64,full_alpha1_population_gradient,0.0006631804197839049,0.00019964400188410367,0.0008628244216680086,0.0008593032440379458,1.0246068321362543e-05
diagnostic,edit_length,0.4,oracle_ipw,64,full_alpha1_population_gradient,0.0008242586713945096,0.00018062148286312178,0.0010048801542576313,0.0010055135550808033,1.1149653010081844e-05
diagnostic,edit_length,0.45,unweighted,64,full_alpha1_population_gradient,0.0005507139561608448,0.00020489906458233273,0.0007556130207431776,0.000752744201515998,9.438107188602277e-06
diagnostic,edit_length,0.45,oracle_ipw,64,full_alpha1_population_gradient,0.0006926062447134418,0.00018885314077927382,0.0008814593854927157,0.0008827888366642942,1.0529771062835514e-05
diagnostic,edit_length,0.5,unweighted,64,full_alpha1_population_gradient,0.00044882574807741205,0.00021091455528620865,0.0006597403033636207,0.0006574033989443335,8.643513475274707e-06
diagnostic,edit_length,0.5,oracle_ipw,64,full_alpha1_population_gradient,0.0005724018551350759,0.0001981974547112178,0.0007705993098462937,0.0007725088252876851,9.90012364588201e-06
diagnostic,edit_length,0.55,unweighted,64,full_alpha1_population_gradient,0.0003575157955336056,0.0002176904739957317,0.0005752062695293373,0.0005732808363229523,7.855509589453158e-06
diagnostic,edit_length,0.55,oracle_ipw,64,full_alpha1_population_gradient,0.0004636455026594115,0.00020865442465895293,0.0006722999273183644,0.0006746735209509755,9.248227274369536e-06
diagnostic,edit_length,0.6000000000000001,unweighted,64,full_alpha1_population_gradient,0.0002767840985294268,0.0002252268207109023,0.000502010919240329,0.0005003765136518547,7.069033217830617e-06
diagnostic,edit_length,0.6000000000000001,oracle_ipw,64,full_alpha1_population_gradient,0.0003663371872864485,0.0002202240506224791,0.0005865612379089276,0.000589282923654166,8.564674314108918e-06
diagnostic,edit_length,0.65,unweighted,64,full_alpha1_population_gradient,0.0002066306570648746,0.00023352359543171974,0.0004401542524965943,0.00043869043093104046,6.28185287752842e-06
diagnostic,edit_length,0.65,oracle_ipw,64,full_alpha1_population_gradient,0.00028047690901618724,0.0002329063326017974,0.0005133832416179846,0.0005163370333972564,7.844106351520713e-06
diagnostic,edit_length,0.7000000000000001,unweighted,64,full_alpha1_population_gradient,0.00014705547113994896,0.00024258079815818494,0.0003896362692981339,0.0003882225881605097,5.4966009445662806e-06
diagnostic,edit_length,0.7000000000000001,oracle_ipw,64,full_alpha1_population_gradient,0.0002060646678486274,0.00024670127059690696,0.00045276593844553433,0.00045583585018024644,7.086922886779551e-06
diagnostic,edit_length,0.75,unweighted,64,full_alpha1_population_gradient,9.805854075465021e-05,0.00025239842889029674,0.00035045696964494693,0.0003489729853402621,4.7248101512276945e-06
diagnostic,edit_length,0.75,oracle_ipw,64,full_alpha1_population_gradient,0.00014310046378376889,0.00026160886460780785,0.00040470932839157674,0.00040777937400313666,6.30259519210014e-06
diagnostic,edit_length,0.8,unweighted,64,full_alpha1_population_gradient,5.963986590897835e-05,0.0002629764876280555,0.00032261635353703387,0.0003209416224702981,3.995318369391769e-06
diagnostic,edit_length,0.8,oracle_ipw,64,full_alpha1_population_gradient,9.158429682161187e-05,0.0002776291146345002,0.00036921341145611204,0.00037216760486592673,5.516365875293592e-06
diagnostic,edit_length,0.8500000000000001,unweighted,64,full_alpha1_population_gradient,3.1799446602933534e-05,0.00027431497437146215,0.00030611442097439566,0.00030412849955061726,3.370994943760042e-06
diagnostic,edit_length,0.8500000000000001,oracle_ipw,64,full_alpha1_population_gradient,5.151616696215674e-05,0.00029476202067698384,0.0003462781876391406,0.0003490005427686165,4.7825500169049655e-06
diagnostic,edit_length,0.9,unweighted,64,full_alpha1_population_gradient,1.4537282836515363e-05,0.00028641388912051534,0.0003009511719570307,0.0002985336165812202,2.971400567679468e-06
diagnostic,edit_length,0.9,oracle_ipw,64,full_alpha1_population_gradient,2.289607420540295e-05,0.00031300758273525926,0.0003359036569406622,0.0003382781877112064,4.2066238972551715e-06
diagnostic,edit_length,0.9500000000000001,unweighted,64,full_alpha1_population_gradient,7.853374609724116e-06,0.0002992732318752155,0.0003071266064849396,0.0003041569735621061,2.9545208419556327e-06
diagnostic,edit_length,0.9500000000000001,oracle_ipw,64,full_alpha1_population_gradient,5.72401855135075e-06,0.00033236580080932596,0.0003380898193606767,0.0003400005396936958,3.957833542431e-06
diagnostic,edit_length,1.0,unweighted,64,full_alpha1_population_gradient,1.1747721922559702e-05,0.000312893002635563,0.0003246407245581227,0.0003209985704932755,3.391284329188256e-06
diagnostic,edit_length,1.0,oracle_ipw,64,full_alpha1_population_gradient,4.669335893172799e-37,0.0003528366748991846,0.0003528366748991846,0.0003541675987160853,4.202912807246814e-06
reporting,edit,0.0,unweighted,64,full_alpha1_population_gradient,0.0012451833970969445,0.00021126565997186113,0.0014564490570688057,0.0014527374435126502,1.3700379614227549e-05
reporting,edit,0.0,oracle_ipw,64,full_alpha1_population_gradient,0.001703645225832063,0.00014990095388015394,0.001853546179712217,0.0018538617716593532,1.382104259215274e-05
reporting,edit,0.05,unweighted,64,full_alpha1_population_gradient,0.0011157531488689319,0.00021059191305140072,0.0013263450619203326,0.0013227594155847725,1.2780215630484705e-05
reporting,edit,0.05,oracle_ipw,64,full_alpha1_population_gradient,0.0015375398163134364,0.00014957311730390377,0.0016871129336173403,0.0016881291378056838,1.2871612665134372e-05
reporting,edit,0.1,unweighted,64,full_alpha1_population_gradient,0.0009935899984018462,0.00021060360381430188,0.0012041936022161481,0.0012007173258079726,1.1909075188598656e-05
reporting,edit,0.1,oracle_ipw,64,full_alpha1_population_gradient,0.0013799526329239715,0.00015103108932373326,0.0015309837222477049,0.0015325682823538723,1.2092599937068652e-05
reporting,edit,0.15000000000000002,unweighted,64,full_alpha1_population_gradient,0.0008786939456956865,0.0002113007322605649,0.0010899946779562514,0.001086611174182251,1.108271681321549e-05
