org_code,year,field,source_cell,source_sheet,reason
RTX,2024,burnout_n,ABK96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,n_resp,AIT96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,response_rate,AIS96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,wellbeing_action,VA96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,wellbeing_action_n,ACX96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,intent_leave,WX96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,intent_leave_n,AEU96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,thinking_about_leaving_score,TV96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,thinking_about_leaving_n,AAW96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,work_related_stress,VB96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RTX,2024,work_related_stress_n,ACY96,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,burnout_score,BTN115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,burnout_n,CBD115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,n_resp,CHX115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,response_rate,CHW115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,wellbeing_action,BVI115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,wellbeing_action_n,CCQ115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,intent_leave,BWW115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,intent_leave_n,CEE115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,thinking_about_leaving_score,BUD115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,thinking_about_leaving_n,CAP115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,work_related_stress,BVJ115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2021,work_related_stress_n,CCR115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,burnout_score,BCN115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,burnout_n,BKJ115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,n_resp,BRJ115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,response_rate,BRI115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,wellbeing_action,BEI115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,wellbeing_action_n,BLW115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,intent_leave,BGB115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,intent_leave_n,BNP115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,thinking_about_leaving_score,BDD115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,thinking_about_leaving_n,BJV115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,work_related_stress,BEJ115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2022,work_related_stress_n,BLX115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,burnout_score,AKX115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,burnout_n,ATB115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,n_resp,BAJ115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,response_rate,BAI115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,wellbeing_action,AMS115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,wellbeing_action_n,AUO115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,intent_leave,AOO115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,intent_leave_n,AWK115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,thinking_about_leaving_score,ALN115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,thinking_about_leaving_n,ASN115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,work_related_stress,AMT115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2023,work_related_stress_n,AUP115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,burnout_score,TF115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,burnout_n,ABK115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,n_resp,AIT115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,response_rate,AIS115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,wellbeing_action,VA115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,wellbeing_action_n,ACX115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,intent_leave,WX115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,intent_leave_n,AEU115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,thinking_about_leaving_score,TV115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,thinking_about_leaving_n,AAW115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,work_related_stress,VB115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXL,2024,work_related_stress_n,ACY115,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,burnout_score,BTN119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,burnout_n,CBD119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,n_resp,CHX119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,response_rate,CHW119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,wellbeing_action,BVI119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,wellbeing_action_n,CCQ119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,intent_leave,BWW119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,intent_leave_n,CEE119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,thinking_about_leaving_score,BUD119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,thinking_about_leaving_n,CAP119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,work_related_stress,BVJ119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2021,work_related_stress_n,CCR119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,burnout_score,BCN119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,burnout_n,BKJ119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,n_resp,BRJ119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,response_rate,BRI119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,wellbeing_action,BEI119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,wellbeing_action_n,BLW119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,intent_leave,BGB119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,intent_leave_n,BNP119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,thinking_about_leaving_score,BDD119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,thinking_about_leaving_n,BJV119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,work_related_stress,BEJ119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2022,work_related_stress_n,BLX119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,burnout_score,AKX119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,burnout_n,ATB119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,n_resp,BAJ119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,response_rate,BAI119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,wellbeing_action,AMS119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,wellbeing_action_n,AUO119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,intent_leave,AOO119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,intent_leave_n,AWK119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,thinking_about_leaving_score,ALN119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,thinking_about_leaving_n,ASN119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,work_related_stress,AMT119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2023,work_related_stress_n,AUP119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,burnout_score,TF119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,burnout_n,ABK119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,n_resp,AIT119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,response_rate,AIS119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,wellbeing_action,VA119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,wellbeing_action_n,ACX119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,intent_leave,WX119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,intent_leave_n,AEU119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,thinking_about_leaving_score,TV119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,thinking_about_leaving_n,AAW119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,work_related_stress,VB119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
RXR,2024,work_related_stress_n,ACY119,Acute&Acute Community Trusts,Blank or suppressed in source; not imputed
G6V2S,2021,burnout_score,BTN2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,burnout_n,CBD2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,n_resp,CHX2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,response_rate,CHW2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,wellbeing_action,BVI2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,wellbeing_action_n,CCQ2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,intent_leave,BWW2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,intent_leave_n,CEE2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,thinking_about_leaving_score,BUD2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,thinking_about_leaving_n,CAP2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,work_related_stress,BVJ2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2021,work_related_stress_n,CCR2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,burnout_score,BCN2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,burnout_n,BKJ2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,n_resp,BRJ2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,response_rate,BRI2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,wellbeing_action,BEI2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,wellbeing_action_n,BLW2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,intent_leave,BGB2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,intent_leave_n,BNP2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,thinking_about_leaving_score,BDD2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,thinking_about_leaving_n,BJV2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,work_related_stress,BEJ2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2022,work_related_stress_n,BLX2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,burnout_score,AKX2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,burnout_n,ATB2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,n_resp,BAJ2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,response_rate,BAI2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,wellbeing_action,AMS2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,wellbeing_action_n,AUO2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,intent_leave,AOO2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,intent_leave_n,AWK2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,thinking_about_leaving_score,ALN2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,thinking_about_leaving_n,ASN2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,work_related_stress,AMT2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2023,work_related_stress_n,AUP2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,burnout_score,TF2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,burnout_n,ABK2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,n_resp,AIT2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,response_rate,AIS2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,wellbeing_action,VA2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,wellbeing_action_n,ACX2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,intent_leave,WX2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,intent_leave_n,AEU2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,thinking_about_leaving_score,TV2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,thinking_about_leaving_n,AAW2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,work_related_stress,VB2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
G6V2S,2024,work_related_stress_n,ACY2,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,burnout_score,BTN28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,burnout_n,CBD28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,n_resp,CHX28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,response_rate,CHW28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,wellbeing_action,BVI28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,wellbeing_action_n,CCQ28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,intent_leave,BWW28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,intent_leave_n,CEE28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,thinking_about_leaving_score,BUD28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,thinking_about_leaving_n,CAP28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,work_related_stress,BVJ28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2021,work_related_stress_n,CCR28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,burnout_score,BCN28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,burnout_n,BKJ28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,n_resp,BRJ28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,response_rate,BRI28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,wellbeing_action,BEI28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,wellbeing_action_n,BLW28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,intent_leave,BGB28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,intent_leave_n,BNP28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,thinking_about_leaving_score,BDD28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,thinking_about_leaving_n,BJV28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,work_related_stress,BEJ28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2022,work_related_stress_n,BLX28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,burnout_score,AKX28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,burnout_n,ATB28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,n_resp,BAJ28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,response_rate,BAI28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,wellbeing_action,AMS28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,wellbeing_action_n,AUO28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,intent_leave,AOO28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,intent_leave_n,AWK28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,thinking_about_leaving_score,ALN28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,thinking_about_leaving_n,ASN28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,work_related_stress,AMT28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2023,work_related_stress_n,AUP28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,burnout_score,TF28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,burnout_n,ABK28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,n_resp,AIT28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,response_rate,AIS28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,wellbeing_action,VA28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,wellbeing_action_n,ACX28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,intent_leave,WX28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,intent_leave_n,AEU28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,thinking_about_leaving_score,TV28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,thinking_about_leaving_n,AAW28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,work_related_stress,VB28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RW1,2024,work_related_stress_n,ACY28,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,burnout_score,BTN31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,burnout_n,CBD31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,n_resp,CHX31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,response_rate,CHW31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,wellbeing_action,BVI31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,wellbeing_action_n,CCQ31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,intent_leave,BWW31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,intent_leave_n,CEE31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,thinking_about_leaving_score,BUD31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,thinking_about_leaving_n,CAP31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,work_related_stress,BVJ31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2021,work_related_stress_n,CCR31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,burnout_score,BCN31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,burnout_n,BKJ31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,n_resp,BRJ31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,response_rate,BRI31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,wellbeing_action,BEI31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,wellbeing_action_n,BLW31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,intent_leave,BGB31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,intent_leave_n,BNP31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,thinking_about_leaving_score,BDD31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,thinking_about_leaving_n,BJV31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,work_related_stress,BEJ31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RWK,2022,work_related_stress_n,BLX31,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,burnout_score,BTN35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,burnout_n,CBD35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,n_resp,CHX35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,response_rate,CHW35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,wellbeing_action,BVI35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,wellbeing_action_n,CCQ35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,intent_leave,BWW35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,intent_leave_n,CEE35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,thinking_about_leaving_score,BUD35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,thinking_about_leaving_n,CAP35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,work_related_stress,BVJ35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2021,work_related_stress_n,CCR35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,burnout_score,BCN35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,burnout_n,BKJ35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,n_resp,BRJ35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,response_rate,BRI35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,wellbeing_action,BEI35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,wellbeing_action_n,BLW35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,intent_leave,BGB35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,intent_leave_n,BNP35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,thinking_about_leaving_score,BDD35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,thinking_about_leaving_n,BJV35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,work_related_stress,BEJ35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2022,work_related_stress_n,BLX35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,burnout_score,AKX35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,burnout_n,ATB35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,n_resp,BAJ35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,response_rate,BAI35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,wellbeing_action,AMS35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,wellbeing_action_n,AUO35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,intent_leave,AOO35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
RX2,2023,intent_leave_n,AWK35,"MH&LD, MH, LD&Community Trusts",Blank or suppressed in source; not imputed
