n,raw_mse,geometric_mse,posterior_mse
37.39937302478798,0.16711510098999668,0.06328542182369766,0.04938562520761268
38.72038781812555,0.16141367254266725,0.062085710243175204,0.048582062141334204
40.08806328898464,0.1559067584518948,0.060926928953771026,0.0477846162132773
41.50404757850477,0.15058772251497027,0.05980768154591615,0.04699343159450073
42.970047043208396,0.1454501549350256,0.05872661925103399,0.046208643576327604
44.487828311275855,0.14048786459679533,0.057682439316183075,0.04543037890276104
46.05922041145106,0.13569487160590651,0.056673883434152195,0.044658756112820455
47.68611697714469,0.13106540008270207,0.055699736227115174,0.04389388588950548
49.37047852839004,0.12659387120191665,0.054758823782018774,0.04313587141223954
51.11433483440165,0.12227489646981655,0.05385001223593835,0.042384808709820365
52.91978735958442,0.11810327123070061,0.05297220640969642,0.04164078701109583
54.78901179593942,0.1140739683949402,0.0521243484880982,0.04090388909079426
56.72426068491978,0.11018213238099675,0.05130541674519272,0.04017419160816618
58.72786613189483,0.10642307326411872,0.05051442431302434,0.03945176543632846
60.80224261649421,0.10279226112466652,0.049750417992390314,0.03873667598045111
62.94988990221888,0.0992853205892533,0.04901247710417139,0.03802898348316887
65.17339604882423,0.09589802555812578,0.048299712379851575,0.03732874331586074
67.47544053110693,0.09262629411242866,0.0476112648898895,0.03663600625468
69.8587974678525,0.08946618359521741,0.04694630500865044,0.03595081874046717
72.32633896483533,0.08641388586029103,0.04630403141465157,0.03527322312191586
74.88103857590023,0.08346572268311866,0.045683670124915435,0.03460325788158393
77.5259748862946,0.0806181413283318,0.04508447356226843,0.033940957844565633
80.26433522257175,0.077867710268438,0.04450571965445979,0.033286354369833654
83.09941949353396,0.07521111504859933,0.043946710964015916,0.032639475524453856
86.034644166845,0.07264515429249081,0.04340677384778121,0.03200034624103819
89.0735463861044,0.07016673584442586,0.042885257645132596,0.031368988458959135
92.21978823334327,0.06777287304310065,0.04238153389388969,0.030745421249978033
95.47716114208056,0.06546068112246561,0.04189499557297545,0.030129660929053934
98.84959046625586,0.06322737373538793,0.04142505637091488,0.02952172115119861
102.34114021054528,0.06107025959591563,0.04097114997929019,0.0289216129953158
105.9560179277616,0.05898673923609613,0.040532729410300915,0.028329345036023412
109.69857978923841,0.056974301873442615,0.04010926633760684,0.027744923404496843
113.57333583431051,0.05503052238527165,0.039700250459659095,0.027168351839396296
117.58495540521558,0.053153058386266785,0.03930518888475233,0.026599631728948053
121.7382727739662,0.05133964740574639,0.03892360553705708,0.026038762145244157
126.03829296797274,0.049588104161234325,0.03855504058291628,0.025485739871805496
130.49019780144016,0.04789631792504664,0.03819904987671465,0.02494055942542185
135.09935211980266,0.04626224998072277,0.03785520442565332,0.02440321307324189
139.87131026472386,0.044683931166234855,0.03752308987278463,0.023873690846037146
144.8118227674533,0.04315945950101457,0.03720230599768403,0.023351980548505943
149.92684327860457,0.04168699789393826,0.03689246623415747,0.022838067767422796
155.2225357427048,0.040264771929508565,0.036593197204403134,0.02233193587837405
160.70528182616385,0.038891067729563945,0.036304138269066,0.021833566051748285
166.38168860761274,0.03756422988793992,0.036024941092643065,0.021342937258586075
172.25859653987874,0.0362826594755931,0.03575526922371562,0.02086002627681953
178.34308769319094,0.03504481211378411,0.03549479768950264,0.020384807698367605
184.64249428955426,0.03384919611299672,0.0352432126042466,0.01991725393748335
191.16440753857017,0.03269437067535165,0.035000210790960024,0.019457335240689613
197.91668678535575,0.031578944158348,0.03476549941607678,0.019005019698576667
204.9074689815846,0.03050157239784021,0.03453879563656789,0.018560273259682958
212.14517849106298,0.029460957088229527,0.03431982625909659,0.018123059746626285
219.6385372416547,0.028455844217918424,0.03410832741080196,0.017693340874606084
227.39657523579274,0.02748502255814201,0.033904044221314364,0.017271076272360672
235.42864143224153,0.026547322203355643,0.033706730515619406,0.016856223505619577
243.74441501222216,0.02564161316141994,0.03351614851740049,0.016448738103066726
252.3539170434766,0.02476680399188424,0.033332068562502384,0.0160485735847955
261.26752255633266,0.023921840490726966,0.03315426882217029,0.01565568149322362
270.49597304631345,0.023105704419968925,0.032982535035731356,0.015270011426407118
280.0503894183631,0.02231741228062789,0.032816660252396095,0.01489151107368665
289.94228538828753,0.021556014127535997,0.03265644458186871,0.01452012625358276
300.1835813575589,0.020820592424591708,0.03250169495346584,0.014155800953852701
310.7866187782014,0.020110260939067096,0.03235222488345334,0.013798477373612061
321.76417502507354,0.019424163673637588,0.03220785425032084,0.013448095967424814
333.12947879346734,0.01876147383484743,0.032068409077723174,0.013104595491261486
344.896226040576,0.01812139283676797,0.03193372132482714,0.012767913050226884
357.07859649004627,0.017503149338647692,0.031803628683811,0.012437984147961337
369.6912707195025,0.016905998315394605,0.03167797438427259,0.01211474273761419
382.7494478516311,0.01632922015977081,0.0315566070043104,0.011798121274304088
396.2688638701478,0.015772119815217287,0.03143938028805003,0.011488050768968097
410.26581058271904,0.015234025938263885,0.03132615296939594,0.011184460843516333
424.75715525368986,0.01471429008951511,0.03121678860179634,0.010887279787205925
439.7603609302721,0.014212285952237048,0.031111155393815842,0.010596434614149719
455.29350748669475,0.013727408577603418,0.03100912605031794,0.010311851121879392
471.3753134116724,0.013259073655691438,0.030910577619065755,0.010033453950884216
488.02515836544336,0.012806716811349038,0.030815391342556335,0.00976116664504377
505.26310653356796,0.012369792924084733,0.030723452514909835,0.009494911712877668
523.1099308056258,0.011947775471160648,0.030634650343641198,0.009234610689530603
541.5871378079471,0.011540155893097152,0.030548877816147756,0.008980184199416041
560.7169938205458,0.011146442980824433,0.030466031570751822,0.008731552019430544
580.5225516094896,0.010766162283742421,0.030386011772142906,0.008488633142662669
601.0276782070382,0.010398855537975807,0.030308721991069425,0.008251345842505073
622.2570836730231,0.010044080114135242,0.030234069088134956,0.008019607737083975
644.236350872137,0.00970140848391905,0.030161963101559004,0.00779333585391416
666.9919663030122,0.009370427704912785,0.03009231713876697,0.007572446694689108
690.5513520162331,0.009050738922965831,0.030025047271678745,0.007356856300106435
714.9428986597577,0.00874195689154524,0.029960072435569723,0.007146480314633302
740.1959996915637,0.008443709507487674,0.029897314331382343,0.006941234051110065
766.3410868007454,0.008155637362590019,0.029836697331370437,0.006741032555089607
793.4096665797492,0.007877393310498295,0.0297781483879627,0.006545790668808657
821.4343584919421,0.007608642048372888,0.029721596945735465,0.006355423094685106
850.4489341802678,0.00734905971282598,0.029666974856388615,0.0061698444582352074
880.4883581643464,0.0070983334896444076,0.029614216296622337,0.0059889693703045616
911.5888299750818,0.006856161236827401,0.029563257688815573,0.005812712488506747
943.7878277775382,0.006622251120485099,0.02951403762441072,0.005640988577762893
977.1241535346502,0.0063963212631590795,0.029466496789912172,0.005473712569841721
1011.6379797662071,0.006178099404140991,0.029420577895409555,0.005310799621793996
1047.3708979594498,0.005967322571380034,0.029376225605539527,0.005152165173185494
1084.3659686896099,0.005763736764583956,0.029333386472802946,0.004997725002031578
1122.6677735108135,0.005567096649131525,0.02929200887315701,0.0048473952793403885
1162.322468679852,0.005377165260427818,0.029252042943804818,0.004701092622178146
1203.3778407775892,0.005193713718345872,0.029213440523107332,0.004558734145173188
1245.883364295008,0.005016520951410734,0.02917615509254537,0.0044202375103788855
1289.8902612533082,0.004845373430393415,0.029140141720661632,0.004285520975427115
1335.4515629298987,0.004680064910993764,0.029105357008915284,0.004154503439901758
1382.622173764655,0.004520396185302213,0.02907175903938378,0.004027104489875602
1431.4589375234787,0.00436617484174078,0.029039307324248944,0.003903244440555134
1482.0207057988587,0.0042172150331941825,0.02900796275700642,0.0037828443769875875
1534.3684089300116,0.004073337253051517,0.028977687565339694,0.0036658261927906693
1588.5651294280526,0.00393436811888868,0.02894844526560191,0.0035521126268693304
1644.6761779946628,0.003800140163530892,0.028920200618850617,0.003441627298099631
1702.7691722258996,0.0036704916332434266,0.028892919588382464,0.0033342947379525617
1762.914118095948,0.003545266292807486,0.02886656929871668,0.0032300404210540423
1825.1834943190424,0.0034243132372462157,0.02884111799597791,0.003128790793669234
1889.6523396912096,0.0033074867099740263,0.028816535009630634,0.0030304733001172424
1956.3983435170628,0.0031946459271501066,0.028792790715519132,0.002935016407120683
2025.5019392306665,0.0030856549080243772,0.028769856500168358,0.002842349626104468
2097.0464013232327,0.0029803823110715437,0.028747704726302784,0.0027524035334677566
2171.117945694503,0.002878701275715693,0.028726308699541618,0.002665109788846362
2247.8058335487253,0.0027804892694547408,0.028705642636230273,0.002580401151404843
2327.2024789604075,0.002685627940200527,0.02868568163236933,0.002498211494188274
2409.4035602395243,0.002594002973656548,0.028666401633603532,0.002418475816575727
2494.5081352303164,0.0025055039555615406,0.028647779406234676,0.0023411302548795865
2582.6187606826747,0.002420024238632848,0.02862979250922342,0.002266112091140221
