cell_id,seed,reps,units,n_lo,n_hi,n_min,n_max,phi,sigma2,psi,trend,error_kind,response_bias,gaussian_exact,fraction,k,method,out_of_range_fraction,hit_mean,hit_mcse,hit_p10,hit_p90,latent_regret_mean,latent_regret_mcse,latent_regret_p10,latent_regret_p90,state_mse_mean,state_mse_mcse,state_mse_p10,state_mse_p90,rebound_mean,rebound_mcse,rebound_p10,rebound_p90,predicted_rebound_mean,predicted_rebound_mcse,predicted_rebound_p10,predicted_rebound_p90,rebound_residual_mean,rebound_residual_mcse,rebound_residual_p10,rebound_residual_p90
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.2,16,raw,0.0,0.555,0.0014113684466426318,0.4375,0.6875,0.15270496278869458,0.0006811784823929794,0.09417922961715859,0.21611992788669573,0.1434590440159416,0.00035750082040173647,0.11309522990144644,0.17711422063197813,0.179159198722673,0.0019388558226928164,0.0059636358790704875,0.35563643765758673,0.17945625544711727,0.0009652791944211392,0.09363398472740594,0.26774189701196643,-0.00029705672444427494,0.001669079946341248,-0.15107392285259233,0.1524514424925637
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.2,16,equal_history,0.0,0.586075,0.001374034740934107,0.4375,0.6875,0.12920308215059284,0.0005932660806919443,0.07708042083576716,0.18386467720386537,0.06596597496854183,0.0001494270583454039,0.05298026826109329,0.07986204035297971,-0.08717598166618278,0.00204793005242598,-0.27381304718570426,0.09794619815757105,-0.08640676541854782,0.0011894776452564463,-0.19052315823731478,0.023079567299623474,-0.0007692162476349562,0.0016511755349966403,-0.1496666026678008,0.14826070972991634
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.2,16,geometric_history,0.0,0.612575,0.001361568819020833,0.5,0.75,0.11340292454753521,0.0005557641108689376,0.06481193872489999,0.16550319616427234,0.058493548902696556,0.00013381539324876614,0.04694395182248495,0.07078148396076583,-0.047199993705575934,0.0020248405796259197,-0.23037617521770218,0.13168922383816706,-0.046285169106321515,0.0011710751915263232,-0.1495062268537211,0.06066059282744462,-0.0009148245992544206,0.001647658865783006,-0.14923892890128332,0.14957591892494845
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.2,16,gaussian_posterior,0.0,0.6424625,0.0013245827164146918,0.5,0.75,0.09643756352455203,0.0004976066278780327,0.05330026374513177,0.1421016098522631,0.043891752471944066,0.00010118595882479964,0.03513730421347582,0.05330069201467492,0.022884883994385978,0.0019182685596168965,-0.15140874149095904,0.19361665901092515,0.02523297724171958,0.0010591991199747639,-0.06990085296151635,0.12086805202444559,-0.0023480932473335984,0.0015960624465553273,-0.14685005924523017,0.14489916198889768
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.2,16,independent_error_posterior,0.0,0.6424625,0.0013245827164146918,0.5,0.75,0.09643756352455203,0.0004976066278780327,0.05330026374513177,0.1421016098522631,0.043891752471944066,0.00010118595882479964,0.03513730421347582,0.05330069201467492,0.022884883994385978,0.0019182685596168965,-0.15140874149095904,0.19361665901092515,0.02523297724171958,0.0010591991199747639,-0.06990085296151635,0.12086805202444559,-0.0023480932473335984,0.0015960624465553273,-0.14685005924523017,0.14489916198889768
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.4,32,raw,0.0,0.69089375,0.0008521055665038184,0.625,0.78125,0.10248547833462546,0.00039318494011670246,0.06837879403850722,0.13958326256082568,0.1434590440159416,0.00035750082040173647,0.11309522990144644,0.17711422063197813,0.041372396541368144,0.0013462422149612147,-0.08063704364721615,0.16317191556562344,0.04169971135971352,0.0007013601160515917,-0.0216135174314646,0.1067580135366827,-0.0003273148183453845,0.0011394984119584143,-0.10237080254605235,0.10332250631010186
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.4,32,equal_history,0.0,0.7128625,0.0008404366338380897,0.625,0.78125,0.08772974118395996,0.0003550126546256828,0.056998757194640384,0.12102189118463487,0.06596597496854183,0.0001494270583454039,0.05298026826109329,0.07986204035297971,-0.1371993822741774,0.0014315878978512118,-0.26819582247668516,-0.007030904944426972,-0.1372083372016142,0.0008391406751530424,-0.2105456677441041,-0.0606522757221696,8.954927436770888e-06,0.0011553189348594312,-0.10517961123667298,0.10506874974010573
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.4,32,geometric_history,0.0,0.73161875,0.0008177839698305185,0.65625,0.8125,0.07670127933001211,0.0003205662672851485,0.0485812986297355,0.10667332056170996,0.058493548902696556,0.00013381539324876614,0.04694395182248495,0.07078148396076583,-0.11065354131513207,0.0014185125499511443,-0.23891924610545895,0.01718765371419329,-0.1101858491592025,0.0008245114894535087,-0.18483725473755908,-0.034571573015044384,-0.0004676921559295307,0.0011484676698591868,-0.10365269649552612,0.10440586114247993
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.4,32,gaussian_posterior,0.0,0.75070625,0.0007966653091546424,0.6875,0.8125,0.06702057783471721,0.0002974940640795717,0.040877155178701274,0.09476339542655286,0.043891752471944066,0.00010118595882479964,0.03513730421347582,0.05330069201467492,-0.057819514602630614,0.0013871030901929317,-0.18477556080988183,0.06779152068226431,-0.056964822936299106,0.000787270286192364,-0.12767968644798602,0.014419465983448397,-0.0008546916663315127,0.0011311667428877236,-0.10329743895742981,0.10174060728977509
1,3944979341761440703,5000,80,20,120,20,114,0.85,6.25,0.0,-0.25,gaussian,0.0,True,0.4,32,independent_error_posterior,0.0,0.75070625,0.0007966653091546424,0.6875,0.8125,0.06702057783471721,0.0002974940640795717,0.040877155178701274,0.09476339542655286,0.043891752471944066,0.00010118595882479964,0.03513730421347582,0.05330069201467492,-0.057819514602630614,0.0013871030901929317,-0.18477556080988183,0.06779152068226431,-0.056964822936299106,0.000787270286192364,-0.12767968644798602,0.014419465983448397,-0.0008546916663315127,0.0011311667428877236,-0.10329743895742981,0.10174060728977509
