setting,g,base_rate_parameter,regime,budget,method,expectation_mode,groups,coefficient_mse,coefficient_mse_se,conditional_bias_sq_mc_corrected,conditional_bias_sq_mc_corrected_se,gradient_mse,gradient_mse_se,gradient_bias_sq_mc_corrected,gradient_bias_sq_mc_corrected_se,expected_cost,expected_cost_se,complete_group_probability,complete_group_probability_se
g4_p0.05_calibrated,4,0.05,calibrated,0.75,rr_fixed,exact,256,0.12162222674966343,0.02843046372479652,5.277506767531905e-33,8.939578628184484e-34,0.03664592924984268,0.010667188531094125,1.391504131584667e-33,2.370454681837709e-34,3.0,2.939430287857247e-17,0.49827719398340053,0.003556635375502751
g4_p0.05_calibrated,4,0.05,calibrated,0.75,rr_development,exact,256,0.10733903944435279,0.03283775609153747,5.048211373146971e-33,8.067023951047647e-34,0.034998990157300854,0.013830293319776497,1.7367347180089634e-33,3.646890948183038e-34,3.0,2.331934785317918e-17,0.4020843487580204,0.005246949633774975
g4_p0.05_calibrated,4,0.05,calibrated,0.75,ht_then_normalize,exact,256,2.8403435370437378,0.10824648223246071,1.356117024259026,0.05685175925389471,0.8674261730882431,0.04437246693454172,0.21087111543647494,0.015185676896560085,3.0,0.0,0.31640625,0.0
g4_p0.05_calibrated,4,0.05,calibrated,0.75,partial_then_normalize,exact,256,1.9564964679293175,0.07289232337144036,0.5182318572637918,0.0209877831936083,0.5744013853390729,0.026747985722754726,0.04774564969909903,0.0033551541950445234,3.0,0.0,0.31640625,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.25,full,exact,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.205429026943248e-17,1.0,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.25,proxy_completion,exact,256,1.9452874768280308,0.0949632469739544,1.9452874768280308,0.0949632469739544,0.6395272123840503,0.04698528257319992,0.6395272123840503,0.04698528257319992,0.0,0.0,0.0,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.25,whole_group_cv,exact,256,5.835862430484092,0.28488974092186325,1.572557534620443e-32,1.5643312669747175e-33,1.9185816371521507,0.14095584771959976,4.368675456523372e-33,5.66243920035111e-34,1.0,0.0,0.25,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.25,rr_fixed,exact,256,6.5525641617939625,0.48393999411339983,1.8847278869617942e-32,1.6687785123624407e-33,2.2014251853598266,0.2197532615496579,5.480373909664505e-33,5.925956183547543e-34,1.0,8.841385510358432e-18,0.13474374459168675,0.0010375794972935916
g4_p0.05_overconfident,4,0.05,overconfident,0.25,rr_development,exact,256,5.679617521165302,0.33316567994798596,2.948471978977211e-32,2.5558945131584612e-33,1.885699622826817,0.1546840142593957,8.369978086230379e-33,9.678221524292655e-34,1.0,8.082732507029692e-18,0.18940567196393254,0.000697389793603517
g4_p0.05_overconfident,4,0.05,overconfident,0.25,ht_then_normalize,exact,256,3.1747910562905313,0.08338748805259132,1.4796787089580445,0.04985910111082109,1.0622305195978543,0.04993228543991594,0.3526161593490739,0.025421394300447715,1.0,0.0,0.00390625,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.25,partial_then_normalize,exact,256,3.117892143226274,0.09590461010408274,1.8094544698414103,0.0621602846037371,1.0504647469199777,0.057170928261881054,0.5226834003495198,0.03534747875085955,1.0,0.0,0.00390625,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.5,full,exact,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.205429026943248e-17,1.0,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.5,proxy_completion,exact,256,1.9452874768280308,0.0949632469739544,1.9452874768280308,0.0949632469739544,0.6395272123840503,0.04698528257319992,0.6395272123840503,0.04698528257319992,0.0,0.0,0.0,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.5,whole_group_cv,exact,256,1.9452874768280308,0.09496324697395442,1.1084911728254171e-32,1.0099463466324782e-33,0.6395272123840503,0.04698528257319993,3.599489394063825e-33,4.481305830854596e-34,2.0,0.0,0.5,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.5,rr_fixed,exact,256,2.2171059582376356,0.20006491744477511,1.9408698617861375e-32,1.8496730884040945e-33,0.7521309681318195,0.09051017509716369,5.7591819408113204e-33,6.954280314880809e-34,2.0,1.5027465748171384e-17,0.2799106456972722,0.002621185900541861
g4_p0.05_overconfident,4,0.05,overconfident,0.5,rr_development,exact,256,1.8671650221686358,0.12595801903102413,2.0556986920024805e-32,1.936438037864653e-33,0.6230862052213835,0.057239144968204786,6.149796513995423e-33,7.522529736080591e-34,2.0,1.6165465014059383e-17,0.3788113439278651,0.001394779587207034
g4_p0.05_overconfident,4,0.05,overconfident,0.5,ht_then_normalize,exact,256,2.5107541452855804,0.08699094207539768,0.9119558972691398,0.04498103219521402,0.7924588641830266,0.035529541122478935,0.12159932944253986,0.008611180305346841,2.0,0.0,0.0625,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.5,partial_then_normalize,exact,256,2.3614537728109872,0.08464562162098528,0.8836937294730312,0.04143575598089944,0.7567038191485493,0.03569449224403065,0.17169521697601997,0.010992940953898116,2.0,0.0,0.0625,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.75,full,exact,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.205429026943248e-17,1.0,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.75,proxy_completion,exact,256,1.9452874768280308,0.0949632469739544,1.9452874768280308,0.0949632469739544,0.6395272123840503,0.04698528257319992,0.6395272123840503,0.04698528257319992,0.0,0.0,0.0,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.75,whole_group_cv,exact,256,0.6484291589426769,0.031654415657984804,2.619761710521199e-32,2.460772106131482e-33,0.2131757374613501,0.015661760857733308,7.319669705532097e-33,8.687569317727085e-34,3.0,0.0,0.75,0.0
g4_p0.05_overconfident,4,0.05,overconfident,0.75,rr_fixed,exact,256,0.6339437336788762,0.07510990074436052,1.5290275361177938e-32,1.5117279627465633e-33,0.223849615784307,0.033625379653067215,4.617559421834532e-33,5.726204276757543e-34,3.0,2.8080213268981417e-17,0.5051358705103923,0.00330448532725212
