scenario,alpha,relative_bias,absolute_bias,derivative_squared,oracle_selection_bias
aligned,0.295,0.40400507018433146,0.7919595949289333,-0.1710445972762757,0.0
aligned,0.3,0.40294939505129296,0.7919595949289333,-0.1697104238349575,0.0
aligned,0.305,0.4018992031401381,0.7919595949289333,-0.16839005745777555,5.551115123125783e-17
aligned,0.31,0.4008544519925053,0.7919595949289333,-0.1670833204197536,5.551115123125783e-17
aligned,0.315,0.3998150995856957,0.7919595949289333,-0.16579003772754916,0.0
aligned,0.32,0.3987811043271196,0.7919595949289333,-0.16451003707071415,2.482534153247273e-16
aligned,0.325,0.39775242504882735,0.7919595949289333,-0.16324314877394377,0.0
aligned,0.33,0.39672902100212387,0.7919595949289333,-0.1619892057502925,5.551115123125783e-17
aligned,0.335,0.39571085185226396,0.7919595949289333,-0.16074804345533372,2.220446049250313e-16
aligned,0.34,0.39469787767322756,0.7919595949289333,-0.15951949984224387,0.0
aligned,0.34500000000000003,0.3936900589425749,0.7919595949289333,-0.15830341531778774,1.1102230246251565e-16
aligned,0.35000000000000003,0.3926873565363766,0.7919595949289332,-0.15709963269918675,0.0
aligned,0.355,0.3916897317242225,0.7919595949289332,-0.15590799717184914,5.551115123125783e-17
aligned,0.36,0.3906971461643023,0.7919595949289333,-0.15472835624794332,0.0
aligned,0.365,0.389709561898562,0.7919595949289333,-0.1535605597257954,5.551115123125783e-17
aligned,0.37,0.38872694134793057,0.7919595949289332,-0.15240445965009264,0.0
aligned,0.375,0.38774924730761834,0.7919595949289332,-0.15125991027287455,0.0
aligned,0.38,0.3867764429424846,0.7919595949289332,-0.15012676801529506,0.0
aligned,0.385,0.38580849178247395,0.7919595949289332,-0.1490048914301375,5.551115123125783e-17
aligned,0.39,0.3848453577181193,0.7919595949289332,-0.14789414116506638,0.0
aligned,0.395,0.38388700499611167,0.7919595949289333,-0.14679437992660072,0.0
aligned,0.4,0.38293339821493416,0.7919595949289333,-0.14570547244479062,2.482534153247273e-16
aligned,0.405,0.38198450232056025,0.7919595949289333,-0.1446272854385849,2.220446049250313e-16
aligned,0.41000000000000003,0.3810402826022148,0.7919595949289332,-0.1435596875818714,2.2887833992611187e-16
aligned,0.41500000000000004,0.38010070468819696,0.7919595949289333,-0.14250254947017787,0.0
aligned,0.42,0.3791657345417629,0.7919595949289333,-0.141455743588018,5.551115123125783e-17
aligned,0.425,0.37823533845706886,0.7919595949289333,-0.14041914427686822,5.551115123125783e-17
aligned,0.43,0.3773094830551734,0.7919595949289333,-0.1393926277037623,0.0
aligned,0.435,0.37638813528009546,0.7919595949289332,-0.13837607183049053,0.0
aligned,0.44,0.37547126239493134,0.7919595949289333,-0.13736935638338954,0.0
aligned,0.445,0.3745588319780254,0.7919595949289333,-0.13637236282371107,2.2887833992611187e-16
aligned,0.45,0.37365081191919713,0.7919595949289333,-0.13538497431855645,0.0
