method,horizon,seed,update,generated_training_trajectories,training_actions,purchased_reference_queries,purchased_invariant_checks,candidate_reference_labels,evaluation_episodes,reference_success,cheap_success,cheap_false_acceptance,reporting_reference_queries
rr_completion,48,2,75,600,28800,235,11280,469,256,0.13671875,0.734375,0.59765625,256
rr_completion,48,2,100,800,38400,321,15408,614,256,0.22265625,0.69921875,0.4765625,256
rr_completion,48,2,125,1000,48000,394,18912,765,256,0.25,0.73828125,0.48828125,256
rr_completion,48,2,150,1200,57600,460,22080,916,256,0.29296875,0.73828125,0.4453125,256
rr_completion,48,2,175,1400,67200,553,26544,1065,256,0.36328125,0.77734375,0.4140625,256
rr_completion,48,2,200,1600,76800,647,31056,1227,256,0.37109375,0.7890625,0.41796875,256
rr_completion,48,2,225,1800,86400,737,35376,1377,256,0.4765625,0.80859375,0.33203125,256
rr_completion,48,2,250,2000,96000,823,39504,1539,256,0.53125,0.796875,0.265625,256
rr_completion,48,2,275,2200,105600,927,44496,1701,256,0.546875,0.80078125,0.25390625,256
rr_completion,48,2,300,2400,115200,997,47856,1866,256,0.59765625,0.8515625,0.25390625,256
naive_reward_ht,48,2,0,0,0,0,0,0,256,0.046875,0.73828125,0.69140625,256
naive_reward_ht,48,2,25,200,9600,74,3552,151,256,0.0625,0.73828125,0.67578125,256
naive_reward_ht,48,2,50,400,19200,148,7104,310,256,0.0625,0.73828125,0.67578125,256
naive_reward_ht,48,2,75,600,28800,226,10848,467,256,0.09375,0.75,0.65625,256
naive_reward_ht,48,2,100,800,38400,301,14448,617,256,0.11328125,0.765625,0.65234375,256
naive_reward_ht,48,2,125,1000,48000,377,18096,776,256,0.140625,0.74609375,0.60546875,256
naive_reward_ht,48,2,150,1200,57600,441,21168,933,256,0.125,0.765625,0.640625,256
naive_reward_ht,48,2,175,1400,67200,519,24912,1086,256,0.1484375,0.765625,0.6171875,256
naive_reward_ht,48,2,200,1600,76800,605,29040,1243,256,0.1875,0.7578125,0.5703125,256
naive_reward_ht,48,2,225,1800,86400,695,33360,1392,256,0.2265625,0.77734375,0.55078125,256
naive_reward_ht,48,2,250,2000,96000,786,37728,1561,256,0.2578125,0.796875,0.5390625,256
naive_reward_ht,48,2,275,2200,105600,879,42192,1723,256,0.27734375,0.7890625,0.51171875,256
naive_reward_ht,48,2,300,2400,115200,964,46272,1885,256,0.30859375,0.75390625,0.4453125,256
partial_replacement,48,2,0,0,0,0,0,0,256,0.046875,0.73828125,0.69140625,256
partial_replacement,48,2,25,200,9600,73,3504,150,256,0.0625,0.7578125,0.6953125,256
partial_replacement,48,2,50,400,19200,149,7152,315,256,0.0390625,0.8125,0.7734375,256
partial_replacement,48,2,75,600,28800,231,11088,480,256,0.0625,0.78515625,0.72265625,256
partial_replacement,48,2,100,800,38400,314,15072,645,256,0.09375,0.8125,0.71875,256
partial_replacement,48,2,125,1000,48000,396,19008,813,256,0.1015625,0.82421875,0.72265625,256
partial_replacement,48,2,150,1200,57600,467,22416,985,256,0.1171875,0.828125,0.7109375,256
partial_replacement,48,2,175,1400,67200,553,26544,1151,256,0.125,0.84765625,0.72265625,256
partial_replacement,48,2,200,1600,76800,647,31056,1321,256,0.1171875,0.8359375,0.71875,256
partial_replacement,48,2,225,1800,86400,740,35520,1481,256,0.17578125,0.8359375,0.66015625,256
partial_replacement,48,2,250,2000,96000,835,40080,1657,256,0.19921875,0.84375,0.64453125,256
partial_replacement,48,2,275,2200,105600,931,44688,1827,256,0.25,0.8515625,0.6015625,256
partial_replacement,48,2,300,2400,115200,1022,49056,2004,256,0.27734375,0.8515625,0.57421875,256
full,48,3,0,0,0,0,0,0,256,0.04296875,0.75,0.70703125,256
full,48,3,25,200,9600,149,7152,149,256,0.0625,0.7421875,0.6796875,256
full,48,3,50,400,19200,308,14784,308,256,0.1015625,0.75,0.6484375,256
full,48,3,75,600,28800,463,22224,463,256,0.1484375,0.75390625,0.60546875,256
full,48,3,100,800,38400,621,29808,621,256,0.203125,0.76171875,0.55859375,256
full,48,3,125,1000,48000,778,37344,778,256,0.25,0.78515625,0.53515625,256
full,48,3,150,1200,57600,929,44592,929,256,0.3203125,0.828125,0.5078125,256
full,48,3,175,1400,67200,1089,52272,1089,256,0.3671875,0.83203125,0.46484375,256
full,48,3,200,1600,76800,1256,60288,1256,256,0.38671875,0.87109375,0.484375,256
full,48,3,225,1800,86400,1428,68544,1428,256,0.4453125,0.8828125,0.4375,256
full,48,3,250,2000,96000,1601,76848,1601,256,0.484375,0.8984375,0.4140625,256
full,48,3,275,2200,105600,1782,85536,1782,256,0.5390625,0.8984375,0.359375,256
full,48,3,300,2400,115200,1951,93648,1951,256,0.54296875,0.89453125,0.3515625,256
proxy,48,3,0,0,0,0,0,0,256,0.04296875,0.75,0.70703125,256
proxy,48,3,25,200,9600,0,0,154,256,0.05078125,0.77734375,0.7265625,256
proxy,48,3,50,400,19200,0,0,317,256,0.0625,0.77734375,0.71484375,256
proxy,48,3,75,600,28800,0,0,477,256,0.0390625,0.83984375,0.80078125,256
proxy,48,3,100,800,38400,0,0,646,256,0.03125,0.859375,0.828125,256
proxy,48,3,125,1000,48000,0,0,813,256,0.0234375,0.87109375,0.84765625,256
proxy,48,3,150,1200,57600,0,0,984,256,0.03125,0.87109375,0.83984375,256
proxy,48,3,175,1400,67200,0,0,1156,256,0.0703125,0.88671875,0.81640625,256
proxy,48,3,200,1600,76800,0,0,1331,256,0.06640625,0.890625,0.82421875,256
proxy,48,3,225,1800,86400,0,0,1507,256,0.05078125,0.90234375,0.8515625,256
proxy,48,3,250,2000,96000,0,0,1686,256,0.04296875,0.91015625,0.8671875,256
proxy,48,3,275,2200,105600,0,0,1871,256,0.0234375,0.91015625,0.88671875,256
proxy,48,3,300,2400,115200,0,0,2055,256,0.01171875,0.921875,0.91015625,256
whole_group_residual,48,3,0,0,0,0,0,0,256,0.04296875,0.75,0.70703125,256
whole_group_residual,48,3,25,200,9600,64,3072,146,256,0.0546875,0.734375,0.6796875,256
whole_group_residual,48,3,50,400,19200,156,7488,304,256,0.0859375,0.74609375,0.66015625,256
whole_group_residual,48,3,75,600,28800,239,11472,456,256,0.1328125,0.75390625,0.62109375,256
whole_group_residual,48,3,100,800,38400,330,15840,611,256,0.16796875,0.73046875,0.5625,256
whole_group_residual,48,3,125,1000,48000,404,19392,759,256,0.2265625,0.7890625,0.5625,256
whole_group_residual,48,3,150,1200,57600,462,22176,905,256,0.3046875,0.796875,0.4921875,256
whole_group_residual,48,3,175,1400,67200,551,26448,1059,256,0.3359375,0.78515625,0.44921875,256
whole_group_residual,48,3,200,1600,76800,640,30720,1220,256,0.39453125,0.8671875,0.47265625,256
whole_group_residual,48,3,225,1800,86400,726,34848,1389,256,0.4375,0.87890625,0.44140625,256
whole_group_residual,48,3,250,2000,96000,794,38112,1559,256,0.47265625,0.88671875,0.4140625,256
whole_group_residual,48,3,275,2200,105600,879,42192,1740,256,0.51171875,0.8984375,0.38671875,256
whole_group_residual,48,3,300,2400,115200,960,46080,1910,256,0.54296875,0.89453125,0.3515625,256
rr_completion,48,3,0,0,0,0,0,0,256,0.04296875,0.75,0.70703125,256
rr_completion,48,3,25,200,9600,72,3456,151,256,0.05859375,0.75,0.69140625,256
rr_completion,48,3,50,400,19200,163,7824,312,256,0.08203125,0.76953125,0.6875,256
rr_completion,48,3,75,600,28800,244,11712,466,256,0.12109375,0.796875,0.67578125,256
rr_completion,48,3,100,800,38400,336,16128,625,256,0.203125,0.8125,0.609375,256
rr_completion,48,3,125,1000,48000,425,20400,789,256,0.25390625,0.84375,0.58984375,256
rr_completion,48,3,150,1200,57600,497,23856,943,256,0.28125,0.875,0.59375,256
rr_completion,48,3,175,1400,67200,598,28704,1111,256,0.37109375,0.87890625,0.5078125,256
rr_completion,48,3,200,1600,76800,697,33456,1282,256,0.4453125,0.87109375,0.42578125,256
rr_completion,48,3,225,1800,86400,790,37920,1454,256,0.4921875,0.8984375,0.40625,256
rr_completion,48,3,250,2000,96000,873,41904,1625,256,0.51953125,0.90625,0.38671875,256
rr_completion,48,3,275,2200,105600,955,45840,1804,256,0.5703125,0.90234375,0.33203125,256
rr_completion,48,3,300,2400,115200,1023,49104,1973,256,0.5703125,0.8828125,0.3125,256
naive_reward_ht,48,3,0,0,0,0,0,0,256,0.04296875,0.75,0.70703125,256
naive_reward_ht,48,3,25,200,9600,82,3936,148,256,0.046875,0.7421875,0.6953125,256
naive_reward_ht,48,3,50,400,19200,179,8592,307,256,0.078125,0.75390625,0.67578125,256
naive_reward_ht,48,3,75,600,28800,261,12528,458,256,0.09765625,0.765625,0.66796875,256
naive_reward_ht,48,3,100,800,38400,344,16512,614,256,0.109375,0.76171875,0.65234375,256
naive_reward_ht,48,3,125,1000,48000,435,20880,768,256,0.12890625,0.765625,0.63671875,256
naive_reward_ht,48,3,150,1200,57600,502,24096,914,256,0.171875,0.796875,0.625,256
naive_reward_ht,48,3,175,1400,67200,580,27840,1070,256,0.20703125,0.8203125,0.61328125,256
naive_reward_ht,48,3,200,1600,76800,668,32064,1225,256,0.2265625,0.83203125,0.60546875,256
naive_reward_ht,48,3,225,1800,86400,753,36144,1394,256,0.25,0.85546875,0.60546875,256
naive_reward_ht,48,3,250,2000,96000,816,39168,1556,256,0.27734375,0.85546875,0.578125,256
naive_reward_ht,48,3,275,2200,105600,908,43584,1722,256,0.31640625,0.85546875,0.5390625,256
naive_reward_ht,48,3,300,2400,115200,995,47760,1885,256,0.33984375,0.8515625,0.51171875,256
partial_replacement,48,3,0,0,0,0,0,0,256,0.04296875,0.75,0.70703125,256
partial_replacement,48,3,25,200,9600,85,4080,150,256,0.05859375,0.76953125,0.7109375,256
partial_replacement,48,3,50,400,19200,183,8784,309,256,0.10546875,0.75390625,0.6484375,256
partial_replacement,48,3,75,600,28800,267,12816,464,256,0.14453125,0.7734375,0.62890625,256
partial_replacement,48,3,100,800,38400,352,16896,627,256,0.15625,0.82421875,0.66796875,256
partial_replacement,48,3,125,1000,48000,449,21552,788,256,0.1640625,0.84375,0.6796875,256
partial_replacement,48,3,150,1200,57600,522,25056,948,256,0.234375,0.86328125,0.62890625,256
partial_replacement,48,3,175,1400,67200,608,29184,1117,256,0.2421875,0.8671875,0.625,256
partial_replacement,48,3,200,1600,76800,707,33936,1290,256,0.23828125,0.87890625,0.640625,256
partial_replacement,48,3,225,1800,86400,794,38112,1464,256,0.25390625,0.8984375,0.64453125,256
partial_replacement,48,3,250,2000,96000,865,41520,1642,256,0.28125,0.89453125,0.61328125,256
partial_replacement,48,3,275,2200,105600,965,46320,1824,256,0.3671875,0.89453125,0.52734375,256
partial_replacement,48,3,300,2400,115200,1054,50592,1995,256,0.3828125,0.90234375,0.51953125,256
full,48,4,0,0,0,0,0,0,256,0.0546875,0.76171875,0.70703125,256
full,48,4,25,200,9600,156,7488,156,256,0.07421875,0.75390625,0.6796875,256
full,48,4,50,400,19200,308,14784,308,256,0.10546875,0.75,0.64453125,256
full,48,4,75,600,28800,461,22128,461,256,0.16015625,0.75,0.58984375,256
full,48,4,100,800,38400,605,29040,605,256,0.20703125,0.75,0.54296875,256
full,48,4,125,1000,48000,762,36576,762,256,0.2578125,0.79296875,0.53515625,256
full,48,4,150,1200,57600,930,44640,930,256,0.30078125,0.82421875,0.5234375,256
full,48,4,175,1400,67200,1071,51408,1071,256,0.36328125,0.80078125,0.4375,256
full,48,4,200,1600,76800,1230,59040,1230,256,0.42578125,0.81640625,0.390625,256
full,48,4,225,1800,86400,1395,66960,1395,256,0.453125,0.8359375,0.3828125,256
full,48,4,250,2000,96000,1569,75312,1569,256,0.48828125,0.8828125,0.39453125,256
full,48,4,275,2200,105600,1748,83904,1748,256,0.5390625,0.91015625,0.37109375,256
full,48,4,300,2400,115200,1930,92640,1930,256,0.56640625,0.890625,0.32421875,256
proxy,48,4,0,0,0,0,0,0,256,0.0546875,0.76171875,0.70703125,256
proxy,48,4,25,200,9600,0,0,159,256,0.0703125,0.77734375,0.70703125,256
proxy,48,4,50,400,19200,0,0,313,256,0.0703125,0.79296875,0.72265625,256
proxy,48,4,75,600,28800,0,0,472,256,0.08203125,0.796875,0.71484375,256
proxy,48,4,100,800,38400,0,0,629,256,0.05859375,0.84765625,0.7890625,256
proxy,48,4,125,1000,48000,0,0,797,256,0.03125,0.86328125,0.83203125,256
proxy,48,4,150,1200,57600,0,0,964,256,0.03515625,0.87109375,0.8359375,256
proxy,48,4,175,1400,67200,0,0,1128,256,0.0390625,0.88671875,0.84765625,256
proxy,48,4,200,1600,76800,0,0,1303,256,0.046875,0.9140625,0.8671875,256
proxy,48,4,225,1800,86400,0,0,1476,256,0.046875,0.921875,0.875,256
proxy,48,4,250,2000,96000,0,0,1666,256,0.046875,0.921875,0.875,256
proxy,48,4,275,2200,105600,0,0,1854,256,0.03515625,0.92578125,0.890625,256
proxy,48,4,300,2400,115200,0,0,2041,256,0.0703125,0.92578125,0.85546875,256
whole_group_residual,48,4,0,0,0,0,0,0,256,0.0546875,0.76171875,0.70703125,256
whole_group_residual,48,4,25,200,9600,100,4800,156,256,0.08203125,0.74609375,0.6640625,256
whole_group_residual,48,4,50,400,19200,170,8160,306,256,0.1015625,0.7265625,0.625,256
whole_group_residual,48,4,75,600,28800,267,12816,452,256,0.1953125,0.69140625,0.49609375,256
whole_group_residual,48,4,100,800,38400,343,16464,595,256,0.24609375,0.734375,0.48828125,256
whole_group_residual,48,4,125,1000,48000,442,21216,743,256,0.2890625,0.76171875,0.47265625,256
whole_group_residual,48,4,150,1200,57600,520,24960,904,256,0.3515625,0.80078125,0.44921875,256
whole_group_residual,48,4,175,1400,67200,584,28032,1040,256,0.37109375,0.79296875,0.421875,256
whole_group_residual,48,4,200,1600,76800,654,31392,1191,256,0.421875,0.7890625,0.3671875,256
whole_group_residual,48,4,225,1800,86400,759,36432,1343,256,0.47265625,0.7421875,0.26953125,256
whole_group_residual,48,4,250,2000,96000,819,39312,1499,256,0.51953125,0.82421875,0.3046875,256
whole_group_residual,48,4,275,2200,105600,870,41760,1671,256,0.51171875,0.8828125,0.37109375,256
whole_group_residual,48,4,300,2400,115200,951,45648,1850,256,0.578125,0.890625,0.3125,256
rr_completion,48,4,0,0,0,0,0,0,256,0.0546875,0.76171875,0.70703125,256
rr_completion,48,4,25,200,9600,102,4896,158,256,0.0703125,0.75390625,0.68359375,256
rr_completion,48,4,50,400,19200,171,8208,311,256,0.09765625,0.74609375,0.6484375,256
rr_completion,48,4,75,600,28800,266,12768,461,256,0.17578125,0.7265625,0.55078125,256
rr_completion,48,4,100,800,38400,340,16320,607,256,0.22265625,0.7265625,0.50390625,256
rr_completion,48,4,125,1000,48000,439,21072,753,256,0.27734375,0.76953125,0.4921875,256
rr_completion,48,4,150,1200,57600,526,25248,918,256,0.34765625,0.80859375,0.4609375,256
rr_completion,48,4,175,1400,67200,595,28560,1057,256,0.40625,0.8125,0.40625,256
rr_completion,48,4,200,1600,76800,669,32112,1213,256,0.41796875,0.8125,0.39453125,256
rr_completion,48,4,225,1800,86400,773,37104,1372,256,0.48046875,0.796875,0.31640625,256
rr_completion,48,4,250,2000,96000,847,40656,1537,256,0.5,0.82421875,0.32421875,256
rr_completion,48,4,275,2200,105600,909,43632,1710,256,0.51171875,0.89453125,0.3828125,256
rr_completion,48,4,300,2400,115200,987,47376,1893,256,0.5859375,0.89453125,0.30859375,256
naive_reward_ht,48,4,0,0,0,0,0,0,256,0.0546875,0.76171875,0.70703125,256
naive_reward_ht,48,4,25,200,9600,84,4032,156,256,0.0703125,0.75390625,0.68359375,256
naive_reward_ht,48,4,50,400,19200,167,8016,308,256,0.09375,0.74609375,0.65234375,256
naive_reward_ht,48,4,75,600,28800,241,11568,461,256,0.109375,0.75390625,0.64453125,256
naive_reward_ht,48,4,100,800,38400,305,14640,608,256,0.140625,0.76953125,0.62890625,256
naive_reward_ht,48,4,125,1000,48000,385,18480,764,256,0.15234375,0.78515625,0.6328125,256
naive_reward_ht,48,4,150,1200,57600,465,22320,928,256,0.1796875,0.7890625,0.609375,256
naive_reward_ht,48,4,175,1400,67200,532,25536,1071,256,0.203125,0.77734375,0.57421875,256
naive_reward_ht,48,4,200,1600,76800,607,29136,1224,256,0.2265625,0.77734375,0.55078125,256
naive_reward_ht,48,4,225,1800,86400,688,33024,1379,256,0.26953125,0.80859375,0.5390625,256
naive_reward_ht,48,4,250,2000,96000,765,36720,1546,256,0.28515625,0.8125,0.52734375,256
naive_reward_ht,48,4,275,2200,105600,848,40704,1712,256,0.296875,0.8125,0.515625,256
naive_reward_ht,48,4,300,2400,115200,913,43824,1877,256,0.35546875,0.8203125,0.46484375,256
partial_replacement,48,4,0,0,0,0,0,0,256,0.0546875,0.76171875,0.70703125,256
partial_replacement,48,4,25,200,9600,85,4080,159,256,0.07421875,0.7734375,0.69921875,256
partial_replacement,48,4,50,400,19200,168,8064,312,256,0.109375,0.76953125,0.66015625,256
partial_replacement,48,4,75,600,28800,246,11808,468,256,0.12890625,0.78515625,0.65625,256
partial_replacement,48,4,100,800,38400,313,15024,622,256,0.15234375,0.8046875,0.65234375,256
partial_replacement,48,4,125,1000,48000,398,19104,788,256,0.140625,0.83984375,0.69921875,256
partial_replacement,48,4,150,1200,57600,480,23040,959,256,0.1875,0.875,0.6875,256
partial_replacement,48,4,175,1400,67200,556,26688,1119,256,0.19140625,0.8828125,0.69140625,256
partial_replacement,48,4,200,1600,76800,637,30576,1291,256,0.22265625,0.88671875,0.6640625,256
partial_replacement,48,4,225,1800,86400,728,34944,1461,256,0.25,0.8984375,0.6484375,256
partial_replacement,48,4,250,2000,96000,808,38784,1639,256,0.29296875,0.8828125,0.58984375,256
partial_replacement,48,4,275,2200,105600,894,42912,1817,256,0.296875,0.8984375,0.6015625,256
partial_replacement,48,4,300,2400,115200,968,46464,1999,256,0.3359375,0.90625,0.5703125,256
full,48,5,0,0,0,0,0,0,256,0.05078125,0.75390625,0.703125,256
full,48,5,25,200,9600,147,7056,147,256,0.1015625,0.77734375,0.67578125,256
full,48,5,50,400,19200,294,14112,294,256,0.12890625,0.796875,0.66796875,256
full,48,5,75,600,28800,448,21504,448,256,0.171875,0.796875,0.625,256
full,48,5,100,800,38400,612,29376,612,256,0.21875,0.8125,0.59375,256
full,48,5,125,1000,48000,767,36816,767,256,0.265625,0.81640625,0.55078125,256
full,48,5,150,1200,57600,934,44832,934,256,0.328125,0.82421875,0.49609375,256
full,48,5,175,1400,67200,1107,53136,1107,256,0.3828125,0.84375,0.4609375,256
full,48,5,200,1600,76800,1275,61200,1275,256,0.42578125,0.84375,0.41796875,256
full,48,5,225,1800,86400,1445,69360,1445,256,0.47265625,0.875,0.40234375,256
full,48,5,250,2000,96000,1622,77856,1622,256,0.50390625,0.890625,0.38671875,256
full,48,5,275,2200,105600,1803,86544,1803,256,0.55078125,0.89453125,0.34375,256
full,48,5,300,2400,115200,1989,95472,1989,256,0.59765625,0.89453125,0.296875,256
proxy,48,5,0,0,0,0,0,0,256,0.05078125,0.75390625,0.703125,256
proxy,48,5,25,200,9600,0,0,153,256,0.078125,0.7890625,0.7109375,256
proxy,48,5,50,400,19200,0,0,315,256,0.1015625,0.828125,0.7265625,256
proxy,48,5,75,600,28800,0,0,484,256,0.109375,0.8359375,0.7265625,256
proxy,48,5,100,800,38400,0,0,661,256,0.09375,0.8671875,0.7734375,256
proxy,48,5,125,1000,48000,0,0,839,256,0.09375,0.8671875,0.7734375,256
proxy,48,5,150,1200,57600,0,0,1015,256,0.1015625,0.88671875,0.78515625,256
proxy,48,5,175,1400,67200,0,0,1196,256,0.11328125,0.88671875,0.7734375,256
proxy,48,5,200,1600,76800,0,0,1374,256,0.1015625,0.90625,0.8046875,256
proxy,48,5,225,1800,86400,0,0,1555,256,0.0859375,0.92578125,0.83984375,256
proxy,48,5,250,2000,96000,0,0,1738,256,0.046875,0.9296875,0.8828125,256
proxy,48,5,275,2200,105600,0,0,1931,256,0.0546875,0.9296875,0.875,256
proxy,48,5,300,2400,115200,0,0,2118,256,0.0390625,0.93359375,0.89453125,256
whole_group_residual,48,5,0,0,0,0,0,0,256,0.05078125,0.75390625,0.703125,256
whole_group_residual,48,5,25,200,9600,71,3408,148,256,0.1015625,0.76953125,0.66796875,256
whole_group_residual,48,5,50,400,19200,143,6864,294,256,0.1171875,0.796875,0.6796875,256
whole_group_residual,48,5,75,600,28800,212,10176,448,256,0.16796875,0.796875,0.62890625,256
whole_group_residual,48,5,100,800,38400,264,12672,609,256,0.20703125,0.8046875,0.59765625,256
whole_group_residual,48,5,125,1000,48000,320,15360,760,256,0.22265625,0.81640625,0.59375,256
whole_group_residual,48,5,150,1200,57600,407,19536,919,256,0.3125,0.796875,0.484375,256
whole_group_residual,48,5,175,1400,67200,513,24624,1086,256,0.359375,0.8359375,0.4765625,256
whole_group_residual,48,5,200,1600,76800,602,28896,1251,256,0.4140625,0.8515625,0.4375,256
whole_group_residual,48,5,225,1800,86400,676,32448,1422,256,0.4453125,0.87890625,0.43359375,256
whole_group_residual,48,5,250,2000,96000,766,36768,1602,256,0.48828125,0.890625,0.40234375,256
whole_group_residual,48,5,275,2200,105600,859,41232,1786,256,0.515625,0.90234375,0.38671875,256
whole_group_residual,48,5,300,2400,115200,911,43728,1973,256,0.57421875,0.890625,0.31640625,256
rr_completion,48,5,0,0,0,0,0,0,256,0.05078125,0.75390625,0.703125,256
rr_completion,48,5,25,200,9600,79,3792,147,256,0.08203125,0.75,0.66796875,256
rr_completion,48,5,50,400,19200,146,7008,290,256,0.11328125,0.78125,0.66796875,256
rr_completion,48,5,75,600,28800,218,10464,443,256,0.14453125,0.80859375,0.6640625,256
rr_completion,48,5,100,800,38400,265,12720,607,256,0.18359375,0.8125,0.62890625,256
rr_completion,48,5,125,1000,48000,329,15792,767,256,0.22265625,0.81640625,0.59375,256
rr_completion,48,5,150,1200,57600,419,20112,937,256,0.30859375,0.828125,0.51953125,256
rr_completion,48,5,175,1400,67200,524,25152,1113,256,0.34375,0.85546875,0.51171875,256
rr_completion,48,5,200,1600,76800,611,29328,1283,256,0.38671875,0.87890625,0.4921875,256
rr_completion,48,5,225,1800,86400,703,33744,1462,256,0.44921875,0.88671875,0.4375,256
rr_completion,48,5,250,2000,96000,802,38496,1644,256,0.515625,0.89453125,0.37890625,256
rr_completion,48,5,275,2200,105600,896,43008,1831,256,0.53515625,0.89453125,0.359375,256
rr_completion,48,5,300,2400,115200,958,45984,2016,256,0.58984375,0.88671875,0.296875,256
naive_reward_ht,48,5,0,0,0,0,0,0,256,0.05078125,0.75390625,0.703125,256
naive_reward_ht,48,5,25,200,9600,67,3216,147,256,0.0703125,0.75390625,0.68359375,256
naive_reward_ht,48,5,50,400,19200,139,6672,294,256,0.1015625,0.7734375,0.671875,256
naive_reward_ht,48,5,75,600,28800,215,10320,442,256,0.11328125,0.78515625,0.671875,256
naive_reward_ht,48,5,100,800,38400,298,14304,605,256,0.125,0.7890625,0.6640625,256
naive_reward_ht,48,5,125,1000,48000,367,17616,759,256,0.12890625,0.7890625,0.66015625,256
naive_reward_ht,48,5,150,1200,57600,444,21312,917,256,0.15234375,0.7890625,0.63671875,256
naive_reward_ht,48,5,175,1400,67200,522,25056,1081,256,0.16015625,0.80078125,0.640625,256
naive_reward_ht,48,5,200,1600,76800,587,28176,1231,256,0.20703125,0.796875,0.58984375,256
naive_reward_ht,48,5,225,1800,86400,673,32304,1388,256,0.234375,0.8046875,0.5703125,256
naive_reward_ht,48,5,250,2000,96000,747,35856,1548,256,0.25390625,0.81640625,0.5625,256
naive_reward_ht,48,5,275,2200,105600,836,40128,1717,256,0.2890625,0.828125,0.5390625,256
naive_reward_ht,48,5,300,2400,115200,916,43968,1886,256,0.3125,0.828125,0.515625,256
partial_replacement,48,5,0,0,0,0,0,0,256,0.05078125,0.75390625,0.703125,256
partial_replacement,48,5,25,200,9600,68,3264,146,256,0.03515625,0.7421875,0.70703125,256
partial_replacement,48,5,50,400,19200,144,6912,303,256,0.11328125,0.8046875,0.69140625,256
partial_replacement,48,5,75,600,28800,222,10656,460,256,0.11328125,0.8203125,0.70703125,256
partial_replacement,48,5,100,800,38400,308,14784,632,256,0.12890625,0.83984375,0.7109375,256
partial_replacement,48,5,125,1000,48000,384,18432,798,256,0.1484375,0.83984375,0.69140625,256
partial_replacement,48,5,150,1200,57600,466,22368,964,256,0.16015625,0.859375,0.69921875,256
partial_replacement,48,5,175,1400,67200,551,26448,1141,256,0.16796875,0.859375,0.69140625,256
partial_replacement,48,5,200,1600,76800,625,30000,1308,256,0.171875,0.87109375,0.69921875,256
partial_replacement,48,5,225,1800,86400,721,34608,1485,256,0.1953125,0.890625,0.6953125,256
partial_replacement,48,5,250,2000,96000,806,38688,1661,256,0.25390625,0.87890625,0.625,256
partial_replacement,48,5,275,2200,105600,901,43248,1843,256,0.28515625,0.890625,0.60546875,256
partial_replacement,48,5,300,2400,115200,989,47472,2029,256,0.3203125,0.890625,0.5703125,256
full,48,6,0,0,0,0,0,0,256,0.03515625,0.69140625,0.65625,256
full,48,6,25,200,9600,148,7104,148,256,0.078125,0.72265625,0.64453125,256
full,48,6,50,400,19200,294,14112,294,256,0.09375,0.74609375,0.65234375,256
full,48,6,75,600,28800,442,21216,442,256,0.12890625,0.7734375,0.64453125,256
full,48,6,100,800,38400,589,28272,589,256,0.1796875,0.78515625,0.60546875,256
full,48,6,125,1000,48000,745,35760,745,256,0.21484375,0.796875,0.58203125,256
full,48,6,150,1200,57600,907,43536,907,256,0.2734375,0.7890625,0.515625,256
full,48,6,175,1400,67200,1063,51024,1063,256,0.34765625,0.8203125,0.47265625,256
full,48,6,200,1600,76800,1223,58704,1223,256,0.3984375,0.83984375,0.44140625,256
full,48,6,225,1800,86400,1395,66960,1395,256,0.46484375,0.86328125,0.3984375,256
full,48,6,250,2000,96000,1567,75216,1567,256,0.515625,0.8671875,0.3515625,256
full,48,6,275,2200,105600,1729,82992,1729,256,0.5859375,0.890625,0.3046875,256
full,48,6,300,2400,115200,1893,90864,1893,256,0.62890625,0.89453125,0.265625,256
proxy,48,6,0,0,0,0,0,0,256,0.03515625,0.69140625,0.65625,256
proxy,48,6,25,200,9600,0,0,151,256,0.03515625,0.74609375,0.7109375,256
proxy,48,6,50,400,19200,0,0,310,256,0.03125,0.80859375,0.77734375,256
proxy,48,6,75,600,28800,0,0,468,256,0.03515625,0.8125,0.77734375,256
proxy,48,6,100,800,38400,0,0,634,256,0.01171875,0.8515625,0.83984375,256
proxy,48,6,125,1000,48000,0,0,815,256,0.0078125,0.87109375,0.86328125,256
proxy,48,6,150,1200,57600,0,0,997,256,0.0078125,0.87109375,0.86328125,256
proxy,48,6,175,1400,67200,0,0,1170,256,0.0,0.890625,0.890625,256
proxy,48,6,200,1600,76800,0,0,1346,256,0.00390625,0.8984375,0.89453125,256
proxy,48,6,225,1800,86400,0,0,1532,256,0.0,0.9140625,0.9140625,256
proxy,48,6,250,2000,96000,0,0,1719,256,0.0,0.9140625,0.9140625,256
proxy,48,6,275,2200,105600,0,0,1902,256,0.0,0.91796875,0.91796875,256
proxy,48,6,300,2400,115200,0,0,2087,256,0.0,0.921875,0.921875,256
whole_group_residual,48,6,0,0,0,0,0,0,256,0.03515625,0.69140625,0.65625,256
whole_group_residual,48,6,25,200,9600,92,4416,148,256,0.08203125,0.7265625,0.64453125,256
whole_group_residual,48,6,50,400,19200,162,7776,296,256,0.109375,0.76953125,0.66015625,256
whole_group_residual,48,6,75,600,28800,235,11280,447,256,0.12890625,0.7890625,0.66015625,256
whole_group_residual,48,6,100,800,38400,315,15120,598,256,0.16796875,0.80078125,0.6328125,256
whole_group_residual,48,6,125,1000,48000,399,19152,758,256,0.22265625,0.81640625,0.59375,256
