org_code,org_name,year,benchmark_group,benchmark_group_vintage,is_trust,reporting_unit_type,legal_org_code,result_available,historically_comparable,complete_five_year_history,official_2025_no_history,comparability_reason,burnout_score,burnout_n,n_resp,response_rate,wellbeing_action,wellbeing_action_n,intent_leave,intent_leave_n,thinking_about_leaving_score,thinking_about_leaving_n,work_related_stress,work_related_stress_n,n_eligible,n_eligible_source,n_eligible_from_org_rate,n_eligible_derivation,n_eff,burnout_se,burnout_individual_sd,precision_metadata,release_vintage,weighting,source_file,source_sheet,source_row,source_sha256,source_cells
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,2023,Acute Specialist Trusts,2025,1,trust,RBQ,1,1,1,0,All five official histories available,5.723465057218697,1206.0,1209.0,0.6353126642143984,0.7562380857494653,1200.0,0.2054555872610386,1200.0,6.556286593539092,1200.0,0.2902104778037349,1197.0,,Not directly published in this workbook,1903.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute Specialist Trusts,3,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ATB3"",""burnout_score"":""AKX3"",""intent_leave"":""AOO3"",""intent_leave_n"":""AWK3"",""n_resp"":""BAJ3"",""response_rate"":""BAI3"",""thinking_about_leaving_n"":""ASN3"",""thinking_about_leaving_score"":""ALN3"",""wellbeing_action"":""AMS3"",""wellbeing_action_n"":""AUO3"",""work_related_stress"":""AMT3"",""work_related_stress_n"":""AUP3""}"
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,2024,Acute Specialist Trusts,2025,1,trust,RBQ,1,1,1,0,All five official histories available,5.827641818439826,1154.0,1157.0,0.6180555555555556,0.7434471782731543,1152.0,0.1938113847696682,1151.0,6.666701031174297,1152.0,0.2709000257464933,1147.0,,Not directly published in this workbook,1872.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute Specialist Trusts,3,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ABK3"",""burnout_score"":""TF3"",""intent_leave"":""WX3"",""intent_leave_n"":""AEU3"",""n_resp"":""AIT3"",""response_rate"":""AIS3"",""thinking_about_leaving_n"":""AAW3"",""thinking_about_leaving_score"":""TV3"",""wellbeing_action"":""VA3"",""wellbeing_action_n"":""ACX3"",""work_related_stress"":""VB3"",""work_related_stress_n"":""ACY3""}"
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,2025,Acute Specialist Trusts,2025,1,trust,RBQ,1,1,1,0,All five official histories available,5.678241716776859,1134.0,1138.0,0.572146807440925,0.6623369247465132,1135.0,0.2188057044235127,1132.0,6.636644538108978,1131.0,0.2778781002359291,1133.0,,Not directly published in this workbook,1989.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute Specialist Trusts,3,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""IQ3"",""burnout_score"":""R3"",""intent_leave"":""DV3"",""intent_leave_n"":""MM3"",""n_resp"":""QT3"",""response_rate"":""QS3"",""thinking_about_leaving_n"":""IC3"",""thinking_about_leaving_score"":""AH3"",""wellbeing_action"":""BM3"",""wellbeing_action_n"":""KD3"",""work_related_stress"":""BO3"",""work_related_stress_n"":""KF3""}"
RBS,Alder Hey Children's NHS Foundation Trust,2021,Acute&Acute Community Trusts,2025,1,trust,RBS,1,1,1,0,All five official histories available,5.007952674495101,2023.0,2027.0,0.5189452171325684,0.6593199410373956,1983.0,0.271241648350418,2019.0,6.418464193731692,2016.0,0.4508316504046743,2011.0,,Not directly published in this workbook,3905.999965083382,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,20,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""CBD20"",""burnout_score"":""BTN20"",""intent_leave"":""BWW20"",""intent_leave_n"":""CEE20"",""n_resp"":""CHX20"",""response_rate"":""CHW20"",""thinking_about_leaving_n"":""CAP20"",""thinking_about_leaving_score"":""BUD20"",""wellbeing_action"":""BVI20"",""wellbeing_action_n"":""CCQ20"",""work_related_stress"":""BVJ20"",""work_related_stress_n"":""CCR20""}"
RBS,Alder Hey Children's NHS Foundation Trust,2022,Acute&Acute Community Trusts,2025,1,trust,RBS,1,1,1,0,All five official histories available,4.938359994321461,2184.0,2189.0,0.5396942800788954,0.6221655202038574,2168.0,0.2872121618645501,2176.0,6.243357852985958,2176.0,0.4465923859659562,2176.0,,Not directly published in this workbook,4056.000000000001,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,20,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""BKJ20"",""burnout_score"":""BCN20"",""intent_leave"":""BGB20"",""intent_leave_n"":""BNP20"",""n_resp"":""BRJ20"",""response_rate"":""BRI20"",""thinking_about_leaving_n"":""BJV20"",""thinking_about_leaving_score"":""BDD20"",""wellbeing_action"":""BEI20"",""wellbeing_action_n"":""BLW20"",""work_related_stress"":""BEJ20"",""work_related_stress_n"":""BLX20""}"
RBS,Alder Hey Children's NHS Foundation Trust,2023,Acute&Acute Community Trusts,2025,1,trust,RBS,1,1,1,0,All five official histories available,5.107386826731999,2529.0,2535.0,0.595349929544387,0.6291047639037549,2490.0,0.2430340369802177,2522.0,6.53901331332878,2522.0,0.4193638654620049,2512.0,,Not directly published in this workbook,4258.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,20,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ATB20"",""burnout_score"":""AKX20"",""intent_leave"":""AOO20"",""intent_leave_n"":""AWK20"",""n_resp"":""BAJ20"",""response_rate"":""BAI20"",""thinking_about_leaving_n"":""ASN20"",""thinking_about_leaving_score"":""ALN20"",""wellbeing_action"":""AMS20"",""wellbeing_action_n"":""AUO20"",""work_related_stress"":""AMT20"",""work_related_stress_n"":""AUP20""}"
RBS,Alder Hey Children's NHS Foundation Trust,2024,Acute&Acute Community Trusts,2025,1,trust,RBS,1,1,1,0,All five official histories available,5.21763494420137,2678.0,2696.0,0.6152441807393884,0.6673625008787937,2647.0,0.2396917100071412,2680.0,6.587271586079921,2679.0,0.3746738597073829,2672.0,,Not directly published in this workbook,4382.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,20,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ABK20"",""burnout_score"":""TF20"",""intent_leave"":""WX20"",""intent_leave_n"":""AEU20"",""n_resp"":""AIT20"",""response_rate"":""AIS20"",""thinking_about_leaving_n"":""AAW20"",""thinking_about_leaving_score"":""TV20"",""wellbeing_action"":""VA20"",""wellbeing_action_n"":""ACX20"",""work_related_stress"":""VB20"",""work_related_stress_n"":""ACY20""}"
RBS,Alder Hey Children's NHS Foundation Trust,2025,Acute&Acute Community Trusts,2025,1,trust,RBS,1,1,1,0,All five official histories available,5.03379651104725,2417.0,2426.0,0.5312021020363477,0.616103132434657,2378.0,0.2830970308494636,2411.0,6.371732496209028,2411.0,0.409036693858106,2406.0,,Not directly published in this workbook,4567.000000000001,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,20,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""IQ20"",""burnout_score"":""R20"",""intent_leave"":""DV20"",""intent_leave_n"":""MM20"",""n_resp"":""QT20"",""response_rate"":""QS20"",""thinking_about_leaving_n"":""IC20"",""thinking_about_leaving_score"":""AH20"",""wellbeing_action"":""BM20"",""wellbeing_action_n"":""KD20"",""work_related_stress"":""BO20"",""work_related_stress_n"":""KF20""}"
RBT,Mid Cheshire Hospitals NHS Foundation Trust,2021,Acute&Acute Community Trusts,2025,1,trust,RBT,1,1,1,0,All five official histories available,4.907497993798168,1775.0,1861.0,0.3995276987552643,0.6072237542358189,1743.0,0.2747201244694809,1735.0,6.243899184838719,1737.0,0.4722348683271865,1779.0,,Not directly published in this workbook,4657.99994793347,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,21,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""CBD21"",""burnout_score"":""BTN21"",""intent_leave"":""BWW21"",""intent_leave_n"":""CEE21"",""n_resp"":""CHX21"",""response_rate"":""CHW21"",""thinking_about_leaving_n"":""CAP21"",""thinking_about_leaving_score"":""BUD21"",""wellbeing_action"":""BVI21"",""wellbeing_action_n"":""CCQ21"",""work_related_stress"":""BVJ21"",""work_related_stress_n"":""CCR21""}"
RBT,Mid Cheshire Hospitals NHS Foundation Trust,2022,Acute&Acute Community Trusts,2025,1,trust,RBT,1,1,1,0,All five official histories available,4.882713182777685,1606.0,1607.0,0.3144814090019569,0.5984245016535196,1560.0,0.2895748759878867,1594.0,6.141426397291371,1597.0,0.4375759568691139,1600.0,,Not directly published in this workbook,5110.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,21,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""BKJ21"",""burnout_score"":""BCN21"",""intent_leave"":""BGB21"",""intent_leave_n"":""BNP21"",""n_resp"":""BRJ21"",""response_rate"":""BRI21"",""thinking_about_leaving_n"":""BJV21"",""thinking_about_leaving_score"":""BDD21"",""wellbeing_action"":""BEI21"",""wellbeing_action_n"":""BLW21"",""work_related_stress"":""BEJ21"",""work_related_stress_n"":""BLX21""}"
RBT,Mid Cheshire Hospitals NHS Foundation Trust,2023,Acute&Acute Community Trusts,2025,1,trust,RBT,1,1,1,0,All five official histories available,5.229420654719102,1971.0,1982.0,0.3599055747230797,0.6159059323202632,1951.0,0.2487869847969834,1969.0,6.535758275996271,1968.0,0.3963400930297052,1959.0,,Not directly published in this workbook,5507.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,21,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ATB21"",""burnout_score"":""AKX21"",""intent_leave"":""AOO21"",""intent_leave_n"":""AWK21"",""n_resp"":""BAJ21"",""response_rate"":""BAI21"",""thinking_about_leaving_n"":""ASN21"",""thinking_about_leaving_score"":""ALN21"",""wellbeing_action"":""AMS21"",""wellbeing_action_n"":""AUO21"",""work_related_stress"":""AMT21"",""work_related_stress_n"":""AUP21""}"
RBT,Mid Cheshire Hospitals NHS Foundation Trust,2024,Acute&Acute Community Trusts,2025,1,trust,RBT,1,1,1,0,All five official histories available,5.240844537773443,2442.0,2447.0,0.4265295450583929,0.5924149328247919,2412.0,0.2480612178553374,2435.0,6.473666475761614,2437.0,0.4080282226596871,2433.0,,Not directly published in this workbook,5737.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,21,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ABK21"",""burnout_score"":""TF21"",""intent_leave"":""WX21"",""intent_leave_n"":""AEU21"",""n_resp"":""AIT21"",""response_rate"":""AIS21"",""thinking_about_leaving_n"":""AAW21"",""thinking_about_leaving_score"":""TV21"",""wellbeing_action"":""VA21"",""wellbeing_action_n"":""ACX21"",""work_related_stress"":""VB21"",""work_related_stress_n"":""ACY21""}"
RBT,Mid Cheshire Hospitals NHS Foundation Trust,2025,Acute&Acute Community Trusts,2025,1,trust,RBT,1,1,1,0,All five official histories available,5.159859070401051,2321.0,2327.0,0.3936062246278755,0.5678987859234814,2297.0,0.2592783496861468,2310.0,6.40912308808482,2312.0,0.4170491401486839,2299.0,,Not directly published in this workbook,5912.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,21,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""IQ21"",""burnout_score"":""R21"",""intent_leave"":""DV21"",""intent_leave_n"":""MM21"",""n_resp"":""QT21"",""response_rate"":""QS21"",""thinking_about_leaving_n"":""IC21"",""thinking_about_leaving_score"":""AH21"",""wellbeing_action"":""BM21"",""wellbeing_action_n"":""KD21"",""work_related_stress"":""BO21"",""work_related_stress_n"":""KF21""}"
RBV,The Christie NHS Foundation Trust,2021,Acute Specialist Trusts,2025,1,trust,RBV,1,1,1,0,All five official histories available,5.046410641614504,1409.0,1416.0,0.4444444477558136,0.6102143619778998,1394.0,0.2844971288120849,1412.0,6.199366640731088,1413.0,0.4298695278335872,1407.0,,Not directly published in this workbook,3185.99997626245,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute Specialist Trusts,4,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""CBD4"",""burnout_score"":""BTN4"",""intent_leave"":""BWW4"",""intent_leave_n"":""CEE4"",""n_resp"":""CHX4"",""response_rate"":""CHW4"",""thinking_about_leaving_n"":""CAP4"",""thinking_about_leaving_score"":""BUD4"",""wellbeing_action"":""BVI4"",""wellbeing_action_n"":""CCQ4"",""work_related_stress"":""BVJ4"",""work_related_stress_n"":""CCR4""}"
RBV,The Christie NHS Foundation Trust,2022,Acute Specialist Trusts,2025,1,trust,RBV,1,1,1,0,All five official histories available,5.12229982205826,1410.0,1415.0,0.4384877595289743,0.6066934095255527,1397.0,0.2839281459346529,1404.0,6.266529744883711,1402.0,0.399610217043351,1408.0,,Not directly published in this workbook,3227.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute Specialist Trusts,4,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""BKJ4"",""burnout_score"":""BCN4"",""intent_leave"":""BGB4"",""intent_leave_n"":""BNP4"",""n_resp"":""BRJ4"",""response_rate"":""BRI4"",""thinking_about_leaving_n"":""BJV4"",""thinking_about_leaving_score"":""BDD4"",""wellbeing_action"":""BEI4"",""wellbeing_action_n"":""BLW4"",""work_related_stress"":""BEJ4"",""work_related_stress_n"":""BLX4""}"
RBV,The Christie NHS Foundation Trust,2023,Acute Specialist Trusts,2025,1,trust,RBV,1,1,1,0,All five official histories available,5.30410266396007,1672.0,1675.0,0.484944991314418,0.5726037789309972,1667.0,0.2427085981684057,1668.0,6.468063017905271,1665.0,0.3756078145479296,1665.0,,Not directly published in this workbook,3454.0000000000005,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute Specialist Trusts,4,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ATB4"",""burnout_score"":""AKX4"",""intent_leave"":""AOO4"",""intent_leave_n"":""AWK4"",""n_resp"":""BAJ4"",""response_rate"":""BAI4"",""thinking_about_leaving_n"":""ASN4"",""thinking_about_leaving_score"":""ALN4"",""wellbeing_action"":""AMS4"",""wellbeing_action_n"":""AUO4"",""work_related_stress"":""AMT4"",""work_related_stress_n"":""AUP4""}"
RBV,The Christie NHS Foundation Trust,2024,Acute Specialist Trusts,2025,1,trust,RBV,1,1,1,0,All five official histories available,5.425967185132912,1774.0,1799.0,0.4758000528960592,0.6375794798510991,1774.0,0.215683065670599,1768.0,6.740309161009286,1769.0,0.3677526874546764,1771.0,,Not directly published in this workbook,3781.000000000001,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute Specialist Trusts,4,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ABK4"",""burnout_score"":""TF4"",""intent_leave"":""WX4"",""intent_leave_n"":""AEU4"",""n_resp"":""AIT4"",""response_rate"":""AIS4"",""thinking_about_leaving_n"":""AAW4"",""thinking_about_leaving_score"":""TV4"",""wellbeing_action"":""VA4"",""wellbeing_action_n"":""ACX4"",""work_related_stress"":""VB4"",""work_related_stress_n"":""ACY4""}"
RBV,The Christie NHS Foundation Trust,2025,Acute Specialist Trusts,2025,1,trust,RBV,1,1,1,0,All five official histories available,5.371544749364454,1947.0,1963.0,0.4668252080856123,0.6376645371839927,1944.0,0.2319890771122444,1937.0,6.673741491788786,1937.0,0.3478180250984309,1931.0,,Not directly published in this workbook,4205.000000000001,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute Specialist Trusts,4,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""IQ4"",""burnout_score"":""R4"",""intent_leave"":""DV4"",""intent_leave_n"":""MM4"",""n_resp"":""QT4"",""response_rate"":""QS4"",""thinking_about_leaving_n"":""IC4"",""thinking_about_leaving_score"":""AH4"",""wellbeing_action"":""BM4"",""wellbeing_action_n"":""KD4"",""work_related_stress"":""BO4"",""work_related_stress_n"":""KF4""}"
RC9,Bedfordshire Hospitals NHS Foundation Trust,2021,Acute&Acute Community Trusts,2025,1,trust,RC9,1,1,1,0,All five official histories available,4.761036028111508,3094.0,3283.0,0.4181632995605469,0.5211487311876999,3073.0,0.3360091268410869,3041.0,5.754804195838264,3038.0,0.4595120084592817,3108.0,,Not directly published in this workbook,7850.999844917395,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,22,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""CBD22"",""burnout_score"":""BTN22"",""intent_leave"":""BWW22"",""intent_leave_n"":""CEE22"",""n_resp"":""CHX22"",""response_rate"":""CHW22"",""thinking_about_leaving_n"":""CAP22"",""thinking_about_leaving_score"":""BUD22"",""wellbeing_action"":""BVI22"",""wellbeing_action_n"":""CCQ22"",""work_related_stress"":""BVJ22"",""work_related_stress_n"":""CCR22""}"
RC9,Bedfordshire Hospitals NHS Foundation Trust,2022,Acute&Acute Community Trusts,2025,1,trust,RC9,1,1,1,0,All five official histories available,4.766217157259204,2900.0,2911.0,0.3675041030172958,0.5106442540377835,2858.0,0.362019621043699,2884.0,5.558449800884565,2879.0,0.4321422740595784,2891.0,,Not directly published in this workbook,7921.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,22,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""BKJ22"",""burnout_score"":""BCN22"",""intent_leave"":""BGB22"",""intent_leave_n"":""BNP22"",""n_resp"":""BRJ22"",""response_rate"":""BRI22"",""thinking_about_leaving_n"":""BJV22"",""thinking_about_leaving_score"":""BDD22"",""wellbeing_action"":""BEI22"",""wellbeing_action_n"":""BLW22"",""work_related_stress"":""BEJ22"",""work_related_stress_n"":""BLX22""}"
RC9,Bedfordshire Hospitals NHS Foundation Trust,2023,Acute&Acute Community Trusts,2025,1,trust,RC9,1,1,1,0,All five official histories available,5.004918845863357,3089.0,3102.0,0.3665366891173343,0.5382785516673851,3080.0,0.307812560007524,3067.0,5.882489196527684,3063.0,0.3990333292903629,3083.0,,Not directly published in this workbook,8463.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,22,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ATB22"",""burnout_score"":""AKX22"",""intent_leave"":""AOO22"",""intent_leave_n"":""AWK22"",""n_resp"":""BAJ22"",""response_rate"":""BAI22"",""thinking_about_leaving_n"":""ASN22"",""thinking_about_leaving_score"":""ALN22"",""wellbeing_action"":""AMS22"",""wellbeing_action_n"":""AUO22"",""work_related_stress"":""AMT22"",""work_related_stress_n"":""AUP22""}"
RC9,Bedfordshire Hospitals NHS Foundation Trust,2024,Acute&Acute Community Trusts,2025,1,trust,RC9,1,1,1,0,All five official histories available,5.067867818267941,3271.0,3286.0,0.3672739465742707,0.5238831814763328,3265.0,0.2998274105502896,3252.0,5.926465398691905,3251.0,0.4007187340784503,3264.0,,Not directly published in this workbook,8947.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,22,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""ABK22"",""burnout_score"":""TF22"",""intent_leave"":""WX22"",""intent_leave_n"":""AEU22"",""n_resp"":""AIT22"",""response_rate"":""AIS22"",""thinking_about_leaving_n"":""AAW22"",""thinking_about_leaving_score"":""TV22"",""wellbeing_action"":""VA22"",""wellbeing_action_n"":""ACX22"",""work_related_stress"":""VB22"",""work_related_stress_n"":""ACY22""}"
RC9,Bedfordshire Hospitals NHS Foundation Trust,2025,Acute&Acute Community Trusts,2025,1,trust,RC9,1,1,1,0,All five official histories available,4.996424718879917,3542.0,3559.0,0.3919603524229075,0.4976664000274992,3538.0,0.2947738339634311,3527.0,5.911990381343508,3522.0,0.4100739678656037,3533.0,,Not directly published in this workbook,9080.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,22,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""IQ22"",""burnout_score"":""R22"",""intent_leave"":""DV22"",""intent_leave_n"":""MM22"",""n_resp"":""QT22"",""response_rate"":""QS22"",""thinking_about_leaving_n"":""IC22"",""thinking_about_leaving_score"":""AH22"",""wellbeing_action"":""BM22"",""wellbeing_action_n"":""KD22"",""work_related_stress"":""BO22"",""work_related_stress_n"":""KF22""}"
RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,2021,Acute&Acute Community Trusts,2025,1,trust,RCB,1,1,1,0,All five official histories available,4.743934958284653,3247.0,3250.0,0.4004929065704345,0.5371743054932273,3207.0,0.3350052949860874,3243.0,5.936453888507256,3242.0,0.5008803798874946,3229.0,,Not directly published in this workbook,8115.00015775791,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,23,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""CBD23"",""burnout_score"":""BTN23"",""intent_leave"":""BWW23"",""intent_leave_n"":""CEE23"",""n_resp"":""CHX23"",""response_rate"":""CHW23"",""thinking_about_leaving_n"":""CAP23"",""thinking_about_leaving_score"":""BUD23"",""wellbeing_action"":""BVI23"",""wellbeing_action_n"":""CCQ23"",""work_related_stress"":""BVJ23"",""work_related_stress_n"":""CCR23""}"
RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,2022,Acute&Acute Community Trusts,2025,1,trust,RCB,1,1,1,0,All five official histories available,4.711582445513709,3632.0,3635.0,0.4261929886270372,0.5053267647316795,3587.0,0.3690550640676621,3616.0,5.797520182274689,3616.0,0.474030708404886,3630.0,,Not directly published in this workbook,8529.0,Published total responses / published organisation-specific rate; approximate in 2021 due to rate precision,,,,Individual weights and composite SD/SE unavailable; burnout_n is nominal,2025,Occupational group; histories reweighted to 2025 group proportions,data/raw/benchmark_2021_2025_v2.xlsx,Acute&Acute Community Trusts,23,ea21b97040a95cb3790534e7bccb447c5dcb874edf6621d4fbf790759112e1b1,"{""burnout_n"":""BKJ23"",""burnout_score"":""BCN23"",""intent_leave"":""BGB23"",""intent_leave_n"":""BNP23"",""n_resp"":""BRJ23"",""response_rate"":""BRI23"",""thinking_about_leaving_n"":""BJV23"",""thinking_about_leaving_score"":""BDD23"",""wellbeing_action"":""BEI23"",""wellbeing_action_n"":""BLW23"",""work_related_stress"":""BEJ23"",""work_related_stress_n"":""BLX23""}"
