org_code,org_name,benchmark_group,ess_factor,assumed_beta,assumed_tau,assumed_individual_sd,nominal_burnout_n,observed_burnout,posterior_mean,posterior_sd,repeat_floor_sd,selected,review_slots,ordinary_KG,validation_KG,ordinary_KG_per_cost,validation_KG_per_cost,preferred_channel,action_priority_rank,evidence_type
RTF,Northumbria Healthcare NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,6629,5.334685094112513,5.020905019833557,0.3131096535018105,0.31304951684997057,False,36,0.0,0.0006088511321490106,0.0,0.00012177022642980212,validation,188,model_conditional_scenario_no_new_NHS_observations
RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,8141,4.700766891568371,4.894302448982094,0.31309849938220874,0.31304951684997057,True,36,0.0,0.0014267810184943113,0.0,0.00028535620369886226,validation,54,model_conditional_scenario_no_new_NHS_observations
RTH,Oxford University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,6057,5.015744748237001,4.957212869906213,0.3131153224309793,0.31304951684997057,False,36,0.0,0.0011630136167663499,0.0,0.00023260272335326996,validation,112,model_conditional_scenario_no_new_NHS_observations
RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,2213,5.199553203410994,4.993763297510052,0.313229070035525,0.31304951684997057,False,36,0.0,0.0008143666000690947,0.0,0.00016287332001381895,validation,172,model_conditional_scenario_no_new_NHS_observations
RTP,Surrey and Sussex Healthcare NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,2802,5.102570717597517,4.9744865807741805,0.31319147217374027,0.31304951684997057,False,36,0.0,0.0009873452966001227,0.0,0.00019746905932002454,validation,150,model_conditional_scenario_no_new_NHS_observations
RTQ,Gloucestershire Health and Care NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2630,5.342545827403389,5.254035478034362,0.3132007178309806,0.31304951684997057,False,36,0.0,0.0010785503221175494,0.0,0.00021571006442350988,validation,133,model_conditional_scenario_no_new_NHS_observations
RTR,South Tees Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3006,4.694719841523346,4.893200215818109,0.3131818730995105,0.31304951684997057,True,36,3.201158657609249e-193,0.0014139297627621767,3.201158657609249e-193,0.00028278595255243534,validation,58,model_conditional_scenario_no_new_NHS_observations
RV3,Central and North West London NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,6209,5.267583792774409,5.239116837194432,0.3131137142793914,0.31304951684997057,False,36,0.0,0.0012382801487725924,0.0,0.00024765602975451847,validation,91,model_conditional_scenario_no_new_NHS_observations
RV5,South London and Maudsley NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,3305,5.23372767857308,5.232356231762392,0.3131699381147817,0.31304951684997057,False,36,0.0,0.0013166809588752875,0.0,0.0002633361917750575,validation,80,model_conditional_scenario_no_new_NHS_observations
RV9,Humber Teaching NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2165,5.354682762801523,5.25643321367762,0.3132330310561403,0.31304951684997057,False,36,0.0,0.0010544715169417407,0.0,0.00021089430338834813,validation,136,model_conditional_scenario_no_new_NHS_observations
RVJ,North Bristol NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,6015,5.120418105545482,4.978111915637408,0.31311578109460486,0.31304951684997057,False,36,0.0,0.0009522334189676329,0.0,0.00019044668379352656,validation,158,model_conditional_scenario_no_new_NHS_observations
RVN,Avon and Wiltshire Mental Health Partnership NHS Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2724,5.384531203179384,5.262404152504703,0.31319552085995406,0.31304951684997057,False,36,0.0,0.000995147794584197,0.0,0.00019902955891683941,validation,149,model_conditional_scenario_no_new_NHS_observations
RVR,Epsom and St Helier University Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3440,5.07888721270503,4.969785354405726,0.3131652271275353,0.31304951684997057,False,36,0.0,0.001033097153392107,0.0,0.00020661943067842137,validation,140,model_conditional_scenario_no_new_NHS_observations
RVV,East Kent Hospitals University NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,5367,4.707337575724052,4.895645328865535,0.3131237655673672,0.31304951684997057,True,36,0.0,0.0014437543088410476,0.0,0.0002887508617682095,validation,48,model_conditional_scenario_no_new_NHS_observations
RVW,North Tees and Hartlepool NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,2111,5.071682008052067,4.968300741964897,0.3132377014178653,0.31304951684997057,False,36,0.0,0.0010485779210581232,0.0,0.00020971558421162463,validation,137,model_conditional_scenario_no_new_NHS_observations
RW4,Mersey Care NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,4491,5.397887120779217,5.265113969238451,0.31313821340476267,0.31304951684997057,False,36,0.0,0.0009686655821674355,0.0,0.00019373311643348712,validation,156,model_conditional_scenario_no_new_NHS_observations
RW5,Lancashire and South Cumbria NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,3543,4.99738963698073,5.185224437063102,0.31316187352883407,0.31304951684997057,True,36,0.0,0.0013359138799163433,0.0,0.00026718277598326867,validation,75,model_conditional_scenario_no_new_NHS_observations
RWA,Hull University Teaching Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,4704,4.844735547181597,4.923078000610047,0.31313420640568773,0.31304951684997057,False,36,7.34612303735352e-88,0.0015731797946157817,7.34612303735352e-88,0.00031463595892315633,validation,16,model_conditional_scenario_no_new_NHS_observations
RWD,United Lincolnshire Teaching Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,5008,4.835903726669841,4.92131266144955,0.3131290766114775,0.31304951684997057,False,36,1.2042159098575576e-66,0.0015966066354717048,1.2042159098575576e-66,0.00031932132709434094,validation,12,model_conditional_scenario_no_new_NHS_observations
RWE,University Hospitals of Leicester NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,11467,5.088574677427709,4.971777501192129,0.31308430543305416,0.31304951684997057,False,36,0.0,0.0010127110452649616,0.0,0.0002025422090529923,validation,146,model_conditional_scenario_no_new_NHS_observations
RWF,Maidstone and Tunbridge Wells NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3394,5.028469974349294,4.959731042572019,0.3131667903934355,0.31304951684997057,False,36,0.0,0.0011365003186808052,0.0,0.00022730006373616104,validation,118,model_conditional_scenario_no_new_NHS_observations
RWG,West Hertfordshire Teaching Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3482,5.007930886258658,4.955636524890207,0.313163835758498,0.31304951684997057,False,36,0.0,0.0011805749156392595,0.0,0.0002361149831278519,validation,108,model_conditional_scenario_no_new_NHS_observations
RWH,East and North Hertfordshire Teaching NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,2744,4.985845463685876,4.951225576773576,0.3131944608787694,0.31304951684997057,False,36,0.0,0.0012296774197938733,0.0,0.00024593548395877466,validation,94,model_conditional_scenario_no_new_NHS_observations
RWJ,Stockport NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3029,5.078547348871322,4.969706708958838,0.3131808716678006,0.3130495168499705,False,36,0.0,0.0010340187593250905,0.0,0.00020680375186501809,validation,139,model_conditional_scenario_no_new_NHS_observations
RWP,Worcestershire Acute Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3862,5.084149760111752,4.970843875154032,0.3131526188822208,0.31304951684997057,False,36,0.0,0.0010225013230792614,0.0,0.00020450026461585227,validation,143,model_conditional_scenario_no_new_NHS_observations
RWR,Hertfordshire Partnership University NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2708,5.290545915746015,5.2436769886994465,0.3131963800730147,0.31304951684997057,False,36,0.0,0.0011883324190276557,0.0,0.00023766648380553116,validation,105,model_conditional_scenario_no_new_NHS_observations
RWV,Devon Partnership NHS Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,1956,5.150848773367359,5.215865751172716,0.31325253159555705,0.3130495168499705,False,36,6.47561136156081e-37,0.001521098686924645,6.47561136156081e-37,0.000304219737384929,validation,27,model_conditional_scenario_no_new_NHS_observations
RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,1812,5.022959859834748,4.9585905034215285,0.31326856926249386,0.31304951684997057,False,36,3.721932736808836e-298,0.001149598592130897,3.721932736808836e-298,0.0002299197184261794,validation,115,model_conditional_scenario_no_new_NHS_observations
RWX,Berkshire Healthcare NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,3340,5.479052857231665,5.281271835784861,0.31316868029815514,0.31304951684997057,False,36,0.0,0.0008240663765757766,0.0,0.0001648132753151553,validation,170,model_conditional_scenario_no_new_NHS_observations
RWY,Calderdale and Huddersfield NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3360,4.961405131725324,4.9463581656723425,0.3131679732732485,0.31304951684997057,False,36,0.0,0.0012848908736991355,0.0,0.0002569781747398271,validation,82,model_conditional_scenario_no_new_NHS_observations
RX1,Nottingham University Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,8970,4.792989492781167,4.912720421311924,0.31309397792192767,0.31304951684997057,True,36,2.126365952434588e-22,0.001667590291256095,2.126365952434588e-22,0.000333518058251219,validation,6,model_conditional_scenario_no_new_NHS_observations
RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust","MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,4229,5.232867226165322,5.232184785361129,0.3131436943871368,0.31304951684997057,False,36,0.0,0.0013184523195592984,0.0,0.0002636904639118597,validation,79,model_conditional_scenario_no_new_NHS_observations
RX4,"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust","MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,4582,5.183384223459021,5.222310207055353,0.3131364560207535,0.31304951684997057,False,36,0.0,0.0014380958988433712,0.0,0.00028761917976867426,validation,50,model_conditional_scenario_no_new_NHS_observations
RX6,North East Ambulance Service NHS Foundation Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,1842,4.819953405973823,4.514378702480962,0.31326502250862925,0.31304951684997057,False,36,0.0,0.0005061080099871886,0.0,0.00010122160199743772,validation,189,model_conditional_scenario_no_new_NHS_observations
RX7,North West Ambulance Service NHS Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,4117,4.631999956273279,4.477112621822772,0.31314624968965965,0.3130495168499705,False,36,0.0,0.0007613078551973997,0.0,0.00015226157103947994,validation,179,model_conditional_scenario_no_new_NHS_observations
RX8,Yorkshire Ambulance Service NHS Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,4691,4.668542754845065,4.484416999885866,0.3131344405616426,0.31304951684997057,False,36,0.0,0.0007046650507384439,0.0,0.00014093301014768877,validation,184,model_conditional_scenario_no_new_NHS_observations
RX9,East Midlands Ambulance Service NHS Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,2718,4.426384668562666,4.436094311405045,0.313195841884113,0.31304951684997057,False,36,0.0,0.0011428609442650957,0.0,0.00022857218885301913,validation,116,model_conditional_scenario_no_new_NHS_observations
RXA,Cheshire and Wirral Partnership NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2249,5.283120533762209,5.242189691646594,0.31322620969564974,0.31304951684997057,False,36,0.0,0.0012049880280644411,0.0,0.00024099760561288822,validation,99,model_conditional_scenario_no_new_NHS_observations
RXC,East Sussex Healthcare NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,4296,4.862101054215843,4.926546886592041,0.3131422293007677,0.31304951684997057,False,36,2.0107572041553415e-135,0.0015277824672831454,2.0107572041553415e-135,0.0003055564934566291,validation,26,model_conditional_scenario_no_new_NHS_observations
RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,1989,5.137412598539744,5.213190841436489,0.313249181586644,0.31304951684997057,False,36,1.1037986420001311e-26,0.0015559417427719751,1.1037986420001311e-26,0.00031118834855439504,validation,20,model_conditional_scenario_no_new_NHS_observations
RXF,Mid Yorkshire Teaching NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3671,4.906352721523762,4.935379165540334,0.3131579674252015,0.3130495168499705,False,36,1.3251573445953257e-278,0.0014160645546372039,1.3251573445953257e-278,0.00028321291092744076,validation,57,model_conditional_scenario_no_new_NHS_observations
RXG,South West Yorkshire Partnership NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2871,5.46329566174571,5.278107061813947,0.3131880733340864,0.31304951684997057,False,36,0.0,0.0008512725926051094,0.0,0.00017025451852102188,validation,169,model_conditional_scenario_no_new_NHS_observations
RXK,Sandwell and West Birmingham Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,2964,4.881423056536682,4.93041511680216,0.31318374175784364,0.31304951684997057,False,36,2.8110503733688806e-112,0.00147849147626159,2.8110503733688806e-112,0.000295698295252318,validation,37,model_conditional_scenario_no_new_NHS_observations
RXM,Derbyshire Healthcare NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2160,5.29347494412795,5.244248943388041,0.3132334537360304,0.3130495168499705,False,36,0.0,0.0011824152576677767,0.0,0.00023648305153355534,validation,106,model_conditional_scenario_no_new_NHS_observations
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,4261,4.936817949284272,4.941454877922413,0.3131429889112696,0.31304951684997057,False,36,0.0,0.0013422198692092193,0.0,0.00026844397384184385,validation,73,model_conditional_scenario_no_new_NHS_observations
RXP,County Durham and Darlington NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3096,4.798991510260922,4.913981181953491,0.3131780389605028,0.31304951684997057,True,36,1.4983259766528251e-06,0.0016857760215788923,1.4983259766528251e-06,0.00033715520431577844,validation,3,model_conditional_scenario_no_new_NHS_observations
RXQ,Buckinghamshire Healthcare NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,4557,5.262749347041431,5.006495338418076,0.31313693184269126,0.3130495168499705,False,36,0.0,0.0007121286304194703,0.0,0.00014242572608389408,validation,183,model_conditional_scenario_no_new_NHS_observations
RXV,Greater Manchester Mental Health NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2847,5.07669374944278,5.201061441591535,0.3131892369240044,0.31304951684997057,True,36,1.051092055020962e-60,0.001533219966440506,1.051092055020962e-60,0.0003066439932881012,validation,24,model_conditional_scenario_no_new_NHS_observations
RXW,The Shrewsbury and Telford Hospital NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,3797,4.889983833464849,4.932113497074031,0.3131543788377957,0.31304951684997057,False,36,9.47207338818196e-216,0.0014567388580914414,9.47207338818196e-216,0.00029134777161828827,validation,42,model_conditional_scenario_no_new_NHS_observations
RXX,Surrey and Borders Partnership NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2006,5.152875156509391,5.2162668874597715,0.3132474986082651,0.31304951684997057,False,36,2.2690234974830704e-40,0.0015158654263077072,2.2690234974830704e-40,0.00030317308526154143,validation,28,model_conditional_scenario_no_new_NHS_observations
RXY,Kent and Medway NHS and Social Care Partnership Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,1999,5.15532916409753,5.216755475444411,0.31324818815137306,0.31304951684997057,False,36,1.4945556705062564e-42,0.001509571749745591,1.4945556705062564e-42,0.0003019143499491182,validation,30,model_conditional_scenario_no_new_NHS_observations
RY2,Bridgewater Community Healthcare NHS Foundation Trust,Community Trusts,1.0,0.7,0.35,2.5,819,4.787480268060491,5.115157585536948,0.3135306905762236,0.31304951684997057,True,36,4.218353953536975e-54,0.0012126358605869783,4.218353953536975e-54,0.00024252717211739567,validation,97,model_conditional_scenario_no_new_NHS_observations
RY3,Norfolk Community Health and Care NHS Trust,Community Trusts,1.0,0.7,0.35,2.5,1677,5.162657590214402,5.189228166350814,0.31328608991115536,0.31304951684997057,False,36,2.909528453640712e-171,0.0012430759401511366,2.909528453640712e-171,0.00024861518803022734,validation,90,model_conditional_scenario_no_new_NHS_observations
RY4,Hertfordshire Community NHS Trust,Community Trusts,1.0,0.7,0.35,2.5,1662,5.428005953039109,5.241974358322861,0.3132882112096943,0.31304951684997057,False,36,0.0,0.0007413213341187417,0.0,0.00014826426682374832,validation,182,model_conditional_scenario_no_new_NHS_observations
RY5,Lincolnshire Community Health Services NHS Trust,Community Trusts,1.0,0.7,0.35,2.5,1509,4.981026326870255,5.153150343191371,0.31331224018982934,0.31304951684997057,True,36,5.931457509839307e-06,0.001683616782516423,5.931457509839307e-06,0.0003367233565032846,validation,5,model_conditional_scenario_no_new_NHS_observations
RY6,Leeds Community Healthcare NHS Trust,Community Trusts,1.0,0.7,0.35,2.5,1783,5.157750508980817,5.18824996357816,0.31327211055661763,0.31304951684997057,False,36,1.8460844987143858e-182,0.001254035820561013,1.8460844987143858e-182,0.0002508071641122026,validation,86,model_conditional_scenario_no_new_NHS_observations
RY7,Wirral Community Health and Care NHS Foundation Trust,Community Trusts,1.0,0.7,0.35,2.5,861,4.985023674415926,5.154155066620337,0.3135075105476893,0.3130495168499705,False,36,1.6343134916717564e-05,0.0016854801272487138,1.6343134916717564e-05,0.00033709602544974274,validation,4,model_conditional_scenario_no_new_NHS_observations
RY8,Derbyshire Community Health Services NHS Foundation Trust,Community Trusts,1.0,0.7,0.35,2.5,3150,5.261948301204113,5.209003490679447,0.31317584328134607,0.31304951684997057,False,36,0.0,0.001032185104750045,0.0,0.000206437020950009,validation,142,model_conditional_scenario_no_new_NHS_observations
RYA,West Midlands Ambulance Service University NHS Foundation Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,2987,4.18304018399615,4.387590295294348,0.31318271195929864,0.31304951684997057,True,36,6.879651134380492e-208,0.0014018902029594863,6.879651134380492e-208,0.00028037804059189727,validation,63,model_conditional_scenario_no_new_NHS_observations
RYC,East of England Ambulance Service NHS Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,3978,4.296127630326422,4.410106692312915,0.31314962055918594,0.31304951684997057,False,36,2.887814378140745e-263,0.0014434274003978214,2.887814378140745e-263,0.00028868548007956427,validation,49,model_conditional_scenario_no_new_NHS_observations
RYD,South East Coast Ambulance Service NHS Foundation Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,3621,4.44372913058889,4.439551200193231,0.3131594604773049,0.31304951684997057,False,36,0.0,0.001106062749220701,0.0,0.0002212125498441402,validation,127,model_conditional_scenario_no_new_NHS_observations
RYE,South Central Ambulance Service NHS Foundation Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,2091,4.199644467173298,4.390969201567134,0.3132394920816448,0.31304951684997057,True,36,4.555133045469064e-79,0.0014442780077398541,4.555133045469064e-79,0.0002888556015479708,validation,47,model_conditional_scenario_no_new_NHS_observations
RYF,South Western Ambulance Service NHS Foundation Trust,Ambulance Trusts,1.0,0.7,0.35,2.5,3329,4.312599288113916,4.413405117642992,0.31316907277123907,0.31304951684997057,False,36,3.961041912995385e-254,0.0014027487969767473,3.961041912995385e-254,0.00028054975939534945,validation,62,model_conditional_scenario_no_new_NHS_observations
RYG,Coventry and Warwickshire Partnership NHS Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2023,5.141790707081871,5.214060453745522,0.3132458437644643,0.31304951684997057,False,36,7.497321987365833e-31,0.0015445155264058254,7.497321987365833e-31,0.0003089031052811651,validation,23,model_conditional_scenario_no_new_NHS_observations
RYJ,Imperial College Healthcare NHS Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,8648,5.041157508859828,4.962296793659404,0.3130956313145629,0.31304951684997057,False,36,0.0,0.0011088112422367635,0.0,0.00022176224844735272,validation,125,model_conditional_scenario_no_new_NHS_observations
RYR,University Hospitals Sussex NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.7,0.35,2.5,8266,4.940444545937948,4.942177963589421,0.3130977596294475,0.31304951684997057,False,36,0.0,0.001333199623722908,0.0,0.0002666399247445816,validation,77,model_conditional_scenario_no_new_NHS_observations
RYV,Cambridgeshire Community Services NHS Trust,Community Trusts,1.0,0.7,0.35,2.5,1466,5.351619011670061,5.2267649496588096,0.31331988969398344,0.31304951684997057,False,36,0.0,0.0008675049622596245,0.0,0.00017350099245192488,validation,167,model_conditional_scenario_no_new_NHS_observations
RYW,Birmingham Community Healthcare NHS Foundation Trust,Community Trusts,1.0,0.7,0.35,2.5,3479,5.065094024883836,5.169751801027714,0.31316393403136095,0.31304951684997057,False,36,2.8853180153629756e-155,0.001475511875693313,2.8853180153629756e-155,0.00029510237513866264,validation,39,model_conditional_scenario_no_new_NHS_observations
RYX,Central London Community Healthcare NHS Trust,Community Trusts,1.0,0.7,0.35,2.5,3243,5.293368715678552,5.215269083558959,0.3131722326697604,0.31304951684997057,False,36,0.0,0.0009712389331210215,0.0,0.0001942477866242043,validation,155,model_conditional_scenario_no_new_NHS_observations
RYY,Kent Community Health NHS Foundation Trust,Community Trusts,1.0,0.7,0.35,2.5,3496,5.471020034607948,5.250700359511193,0.3131633793749769,0.31304951684997057,False,36,0.0,0.0006745450230000277,0.0,0.00013490900460000555,validation,187,model_conditional_scenario_no_new_NHS_observations
TAD,Bradford District Care NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,1689,5.329497592539193,5.2513941879488275,0.31328441982781324,0.31304951684997057,False,36,7.7013155134411e-309,0.0011066090240486439,7.7013155134411e-309,0.00022132180480972878,validation,126,model_conditional_scenario_no_new_NHS_observations
TAH,Sheffield Health and Social Care NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,1684,5.083478674010145,5.202486409916389,0.31328511282181165,0.31304951684997057,True,36,7.385220923082446e-22,0.0015527469372154346,7.385220923082446e-22,0.0003105493874430869,validation,21,model_conditional_scenario_no_new_NHS_observations
TAJ,Black Country Healthcare NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.7,0.35,2.5,2526,4.959776905243845,5.17778619414298,0.31320691644523596,0.31304951684997057,True,36,0.0,0.0012499650596137393,0.0,0.00024999301192274784,validation,87,model_conditional_scenario_no_new_NHS_observations
R0A,Manchester University NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,10685,5.033296606876863,5.0315969834655645,0.047915318303355395,0.0,False,36,0.0,0.0,0.0,0.0,ordinary,175,model_conditional_scenario_no_new_NHS_observations
R0B,South Tyneside and Sunderland NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,4681,5.102526485582064,5.095845761041702,0.0715375548028933,0.0,False,36,1.830625199835386e-223,1.830625199835386e-223,1.830625199835386e-223,3.6612503996707716e-224,ordinary,172,model_conditional_scenario_no_new_NHS_observations
R0D,University Hospitals Dorset NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,5519,4.99703607359645,4.995095295891255,0.06609293438178798,0.0,False,36,1.35323689450694e-131,1.35323689450694e-131,1.35323689450694e-131,2.70647378901388e-132,ordinary,154,model_conditional_scenario_no_new_NHS_observations
R1A,Herefordshire and Worcestershire Health and Care NHS Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.0,0.35,2.5,2399,5.188850693999996,5.1922347516860015,0.09800000784000101,0.0,False,36,1.7381852006520675e-12,1.7381852006520675e-12,1.7381852006520675e-12,3.4763704013041347e-13,ordinary,45,model_conditional_scenario_no_new_NHS_observations
R1D,Shropshire Community Health NHS Trust,Community Trusts,0.25,0.0,0.35,2.5,995,5.145010753504204,5.1536585136843795,0.14439283023120242,0.0,False,36,5.197431119169948e-09,5.197431119169948e-09,5.197431119169948e-09,1.0394862238339896e-09,ordinary,34,model_conditional_scenario_no_new_NHS_observations
R1F1,Isle of Wight NHS Trust (acute sector),Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,1420,4.706366986566817,4.736053297670746,0.12406979851374796,0.0,True,36,6.660249596039002e-07,6.660249596039002e-07,6.660249596039002e-07,1.3320499192078003e-07,ordinary,20,model_conditional_scenario_no_new_NHS_observations
R1F2,Isle of Wight NHS Trust (ambulance sector),Ambulance Trusts,0.25,0.0,0.35,2.5,170,4.500436279582561,4.466652375776974,0.25851563354617374,0.0,False,36,1.2223101644894936e-05,1.2223101644894936e-05,1.2223101644894936e-05,2.444620328978987e-06,ordinary,8,model_conditional_scenario_no_new_NHS_observations
R1H,Barts Health NHS Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,9566,4.912268004676804,4.912901814802157,0.05058490143710571,0.0,False,36,3.4448298665387225e-119,3.4448298665387225e-119,3.4448298665387225e-119,6.889659733077446e-120,ordinary,150,model_conditional_scenario_no_new_NHS_observations
R1K,London North West University Healthcare NHS Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,4285,5.034382577516363,5.030210462535139,0.07462618713455689,0.0,False,36,9.474678948002887e-116,9.474678948002887e-116,9.474678948002887e-116,1.8949357896005772e-116,ordinary,148,model_conditional_scenario_no_new_NHS_observations
R1L,Essex Partnership University NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.0,0.35,2.5,3632,5.268213995895022,5.266288173004729,0.08072835149291334,0.0,False,36,2.6698559013711977e-52,2.6698559013711977e-52,2.6698559013711977e-52,5.339711802742395e-53,ordinary,113,model_conditional_scenario_no_new_NHS_observations
RA2,Royal Surrey County Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,2383,5.157713239348739,5.140744896718807,0.09830258492533331,0.0,False,36,3.59354769570667e-89,3.59354769570667e-89,3.59354769570667e-89,7.18709539141334e-90,ordinary,138,model_conditional_scenario_no_new_NHS_observations
RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,8285,5.108738615013536,5.104744818307523,0.05426747931754843,0.0,False,36,0.0,0.0,0.0,0.0,ordinary,176,model_conditional_scenario_no_new_NHS_observations
RAE,Bradford Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,3212,5.09018474296827,5.081368454307411,0.08554721669255826,0.0,False,36,5.676980026972378e-103,5.676980026972378e-103,5.676980026972378e-103,1.1353960053944756e-103,ordinary,143,model_conditional_scenario_no_new_NHS_observations
RAJ,Mid and South Essex NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.0,0.35,2.5,6465,4.462888866214896,4.477568909182504,0.061226155142509196,0.0,True,36,0.0,0.0,0.0,0.0,ordinary,177,model_conditional_scenario_no_new_NHS_observations
RAN,Royal National Orthopaedic Hospital NHS Trust,Acute Specialist Trusts,0.25,0.0,0.35,2.5,773,5.375492586648612,5.342573657781514,0.15995748960094644,0.0,False,36,4.856376303979243e-20,4.856376303979243e-20,4.856376303979243e-20,9.712752607958485e-21,ordinary,70,model_conditional_scenario_no_new_NHS_observations
