org_code,org_name,benchmark_group,ess_factor,assumed_beta,assumed_tau,assumed_individual_sd,nominal_burnout_n,observed_burnout,posterior_mean,posterior_sd,repeat_floor_sd,selected,review_slots,ordinary_KG,validation_KG,ordinary_KG_per_cost,validation_KG_per_cost,preferred_channel,action_priority_rank,evidence_type
RXE,Rotherham Doncaster and South Humber NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,1989,5.137412598539744,5.153787488079804,0.145615252991991,0.13787175450270867,False,36,4.97916971978802e-26,5.9534770790376475e-05,4.97916971978802e-26,1.1906954158075295e-05,validation,21,model_conditional_scenario_no_new_NHS_observations
RXF,Mid Yorkshire Teaching NHS Trust,Acute&Acute Community Trusts,1.0,0.15,0.35,2.5,3671,4.906352721523762,4.912334443255056,0.14216073209775146,0.1378717545027087,False,36,2.433359494754009e-275,1.7315278124251525e-06,2.433359494754009e-275,3.4630556248503047e-07,validation,58,model_conditional_scenario_no_new_NHS_observations
RXG,South West Yorkshire Partnership NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,2871,5.46329566174571,5.424517120350275,0.14331571865062204,0.13787175450270867,False,36,0.0,6.031434127939511e-23,0.0,1.2062868255879022e-23,validation,171,model_conditional_scenario_no_new_NHS_observations
RXK,Sandwell and West Birmingham Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.15,0.35,2.5,2964,4.881423056536682,4.891658643747245,0.1431504568595048,0.1378717545027087,False,36,4.357732088519583e-111,1.0294121520062693e-05,4.357732088519583e-111,2.0588243040125384e-06,validation,38,model_conditional_scenario_no_new_NHS_observations
RXM,Derbyshire Healthcare NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,2160,5.29347494412795,5.282922134492155,0.1450290205791325,0.13787175450270867,False,36,0.0,2.1624561862512778e-10,0.0,4.3249123725025555e-11,validation,105,model_conditional_scenario_no_new_NHS_observations
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.15,0.35,2.5,4261,4.936817949284272,4.937765825990118,0.14158049022017655,0.13787175450270867,False,36,0.0,1.276018478239347e-07,0.0,2.5520369564786943e-08,validation,76,model_conditional_scenario_no_new_NHS_observations
RXP,County Durham and Darlington NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.15,0.35,2.5,3096,4.798991510260922,4.822943284153725,0.1429324127938182,0.13787175450270867,True,36,7.197783817077078e-06,0.00035285799835831967,7.197783817077078e-06,7.057159967166393e-05,validation,4,model_conditional_scenario_no_new_NHS_observations
RXQ,Buckinghamshire Healthcare NHS Trust,Acute&Acute Community Trusts,1.0,0.15,0.35,2.5,4557,5.262749347041431,5.210538395601349,0.14134477595361392,0.13787175450270867,False,36,0.0,2.33338065837785e-33,0.0,4.6667613167557e-34,validation,183,model_conditional_scenario_no_new_NHS_observations
RXV,Greater Manchester Mental Health NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,2847,5.07669374944278,5.102752300982575,0.14336006093642445,0.13787175450270867,True,36,6.992337776640403e-61,3.3710645459303126e-05,6.992337776640403e-61,6.742129091860625e-06,validation,25,model_conditional_scenario_no_new_NHS_observations
RXW,The Shrewsbury and Telford Hospital NHS Trust,Acute&Acute Community Trusts,1.0,0.15,0.35,2.5,3797,4.889983833464849,4.898649113921396,0.1420220590565375,0.13787175450270867,False,36,1.5122726186580222e-212,5.441160186268119e-06,1.5122726186580222e-212,1.0882320372536238e-06,validation,45,model_conditional_scenario_no_new_NHS_observations
RXX,Surrey and Borders Partnership NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,2006,5.152875156509391,5.166561831372905,0.14555270522153652,0.1378717545027087,False,36,1.1005703029991327e-39,2.7889995501489287e-05,1.1005703029991327e-39,5.577999100297858e-06,validation,28,model_conditional_scenario_no_new_NHS_observations
RXY,Kent and Medway NHS and Social Care Partnership Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,1999,5.15532916409753,5.168596105505093,0.145578337315819,0.1378717545027087,False,36,7.14805452880522e-42,2.4555791339785737e-05,7.14805452880522e-42,4.911158267957147e-06,validation,29,model_conditional_scenario_no_new_NHS_observations
RY2,Bridgewater Community Healthcare NHS Foundation Trust,Community Trusts,1.0,0.15,0.35,2.5,819,4.787480268060491,4.868091605450475,0.15550878650639902,0.13787175450270867,True,36,2.889879922239983e-53,2.0199814378836024e-08,2.889879922239983e-53,4.0399628757672045e-09,validation,87,model_conditional_scenario_no_new_NHS_observations
RY3,Norfolk Community Health and Care NHS Trust,Community Trusts,1.0,0.15,0.35,2.5,1677,5.162657590214402,5.1685056550388175,0.1469760987993175,0.13787175450270867,False,36,8.544330062823601e-170,7.76009193232233e-09,8.544330062823601e-170,1.552018386464466e-09,validation,92,model_conditional_scenario_no_new_NHS_observations
RY4,Hertfordshire Community NHS Trust,Community Trusts,1.0,0.15,0.35,2.5,1662,5.428005953039109,5.387018545070314,0.14705368970454005,0.1378717545027087,False,36,0.0,4.48162386975991e-27,0.0,8.96324773951982e-28,validation,177,model_conditional_scenario_no_new_NHS_observations
RY5,Lincolnshire Community Health Services NHS Trust,Community Trusts,1.0,0.15,0.35,2.5,1509,4.981026326870255,5.019395923267008,0.14792795097122535,0.13787175450270867,True,36,1.0875739501973739e-05,0.00033133376276981374,1.0875739501973739e-05,6.626675255396274e-05,validation,5,model_conditional_scenario_no_new_NHS_observations
RY6,Leeds Community Healthcare NHS Trust,Community Trusts,1.0,0.15,0.35,2.5,1783,5.157750508980817,5.164417118187738,0.1464630909647091,0.13787175450270867,False,36,1.9462377513756115e-180,1.109399182574462e-08,1.9462377513756115e-180,2.2187983651489242e-09,validation,91,model_conditional_scenario_no_new_NHS_observations
RY7,Wirral Community Health and Care NHS Foundation Trust,Community Trusts,1.0,0.15,0.35,2.5,861,4.985023674415926,5.026223918356993,0.15473399243135222,0.13787175450270867,False,36,4.3808437860981656e-05,0.00036883951207648813,4.3808437860981656e-05,7.376790241529763e-05,validation,1,model_conditional_scenario_no_new_NHS_observations
RY8,Derbyshire Community Health Services NHS Foundation Trust,Community Trusts,1.0,0.15,0.35,2.5,3150,5.261948301204113,5.250932980088099,0.1428483200762127,0.13787175450270867,False,36,0.0,4.224455090057908e-15,0.0,8.448910180115816e-16,validation,141,model_conditional_scenario_no_new_NHS_observations
RYA,West Midlands Ambulance Service University NHS Foundation Trust,Ambulance Trusts,1.0,0.15,0.35,2.5,2987,4.18304018399615,4.2257522848916365,0.1431111222231619,0.13787175450270867,True,36,6.799073694544418e-206,1.263078611168704e-06,6.799073694544418e-206,2.526157222337408e-07,validation,62,model_conditional_scenario_no_new_NHS_observations
RYC,East of England Ambulance Service NHS Trust,Ambulance Trusts,1.0,0.15,0.35,2.5,3978,4.296127630326422,4.319510919471794,0.14183785358319037,0.1378717545027087,False,36,1.7356020879016554e-253,4.022778339042774e-06,1.7356020879016554e-253,8.045556678085547e-07,validation,48,model_conditional_scenario_no_new_NHS_observations
RYD,South East Coast Ambulance Service NHS Foundation Trust,Ambulance Trusts,1.0,0.15,0.35,2.5,3621,4.44372913058889,4.44286745956656,0.14221836451055828,0.1378717545027087,False,36,0.0,6.609006689967563e-13,0.0,1.3218013379935126e-13,validation,129,model_conditional_scenario_no_new_NHS_observations
RYE,South Central Ambulance Service NHS Foundation Trust,Ambulance Trusts,1.0,0.15,0.35,2.5,2091,4.199644467173298,4.240785723930106,0.14525454442822386,0.13787175450270867,True,36,6.8374102200369036e-77,5.62994823386143e-06,6.8374102200369036e-77,1.125989646772286e-06,validation,44,model_conditional_scenario_no_new_NHS_observations
RYF,South Western Ambulance Service NHS Foundation Trust,Ambulance Trusts,1.0,0.15,0.35,2.5,3329,4.312599288113916,4.333496917141826,0.1425885163809921,0.1378717545027087,False,36,1.4041606714968184e-247,1.2989637044615747e-06,1.4041606714968184e-247,2.5979274089231497e-07,validation,61,model_conditional_scenario_no_new_NHS_observations
RYG,Coventry and Warwickshire Partnership NHS Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,2023,5.141790707081871,5.157381173700876,0.1454911605136415,0.1378717545027087,False,36,3.686407302106312e-30,4.830263409911809e-05,3.686407302106312e-30,9.660526819823618e-06,validation,22,model_conditional_scenario_no_new_NHS_observations
RYJ,Imperial College Healthcare NHS Trust,Acute&Acute Community Trusts,1.0,0.15,0.35,2.5,8648,5.041157508859828,5.025452852018375,0.13972074019754074,0.13787175450270867,False,36,0.0,1.8481588364866036e-13,0.0,3.696317672973207e-14,validation,135,model_conditional_scenario_no_new_NHS_observations
RYR,University Hospitals Sussex NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.15,0.35,2.5,8266,4.940444545937948,4.94079015862546,0.1398051569067138,0.13787175450270867,False,36,0.0,6.435682942045683e-08,0.0,1.2871365884091367e-08,validation,82,model_conditional_scenario_no_new_NHS_observations
RYV,Cambridgeshire Community Services NHS Trust,Community Trusts,1.0,0.15,0.35,2.5,1466,5.351619011670061,5.323683960045344,0.14820449162279836,0.13787175450270867,False,36,0.0,7.219111339415845e-20,0.0,1.443822267883169e-20,validation,164,model_conditional_scenario_no_new_NHS_observations
RYW,Birmingham Community Healthcare NHS Foundation Trust,Community Trusts,1.0,0.15,0.35,2.5,3479,5.065094024883836,5.0867307747951,0.14239082347910376,0.13787175450270867,False,36,9.859634230984426e-146,1.0357236826199321e-05,9.859634230984426e-146,2.0714473652398644e-06,validation,37,model_conditional_scenario_no_new_NHS_observations
RYX,Central London Community Healthcare NHS Trust,Community Trusts,1.0,0.15,0.35,2.5,3243,5.293368715678552,5.27715097024712,0.14270986454616974,0.13787175450270867,False,36,0.0,1.8399732315091114e-17,0.0,3.679946463018223e-18,validation,152,model_conditional_scenario_no_new_NHS_observations
RYY,Kent Community Health NHS Foundation Trust,Community Trusts,1.0,0.15,0.35,2.5,3496,5.471020034607948,5.425485069233743,0.14236945909725443,0.1378717545027087,False,36,0.0,2.819379912923927e-35,0.0,5.6387598258478546e-36,validation,186,model_conditional_scenario_no_new_NHS_observations
TAD,Bradford District Care NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,1689,5.329497592539193,5.312321497200941,0.14691496482039068,0.13787175450270867,False,36,4.404818760672968e-309,5.828148905573438e-12,4.404818760672968e-309,1.1656297811146875e-12,validation,120,model_conditional_scenario_no_new_NHS_observations
TAH,Sheffield Health and Social Care NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,1684,5.083478674010145,5.10965916223413,0.1469403371582603,0.13787175450270867,True,36,4.37638114565715e-21,6.0479823320730556e-05,4.37638114565715e-21,1.2095964664146112e-05,validation,19,model_conditional_scenario_no_new_NHS_observations
TAJ,Black Country Healthcare NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.15,0.35,2.5,2526,4.959776905243845,5.0058794515157405,0.14403110775852396,0.13787175450270867,True,36,0.0,4.24162608809218e-09,0.0,8.48325217618436e-10,validation,93,model_conditional_scenario_no_new_NHS_observations
R0A,Manchester University NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,10685,5.033296606876863,4.987845631076025,0.24778192980993805,0.24748737341529162,False,36,0.0,0.00017047658239373176,0.0,3.409531647874635e-05,validation,122,model_conditional_scenario_no_new_NHS_observations
R0B,South Tyneside and Sunderland NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,4681,5.102526485582064,5.022135180434561,0.24815718195700529,0.24748737341529162,False,36,0.0,8.286017615802248e-05,0.0,1.6572035231604496e-05,validation,151,model_conditional_scenario_no_new_NHS_observations
R0D,University Hospitals Dorset NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,5519,4.99703607359645,4.969698156706751,0.24805606278592776,0.24748737341529162,False,36,0.0,0.00024406483934041155,0.0,4.881296786808231e-05,validation,100,model_conditional_scenario_no_new_NHS_observations
R1A,Herefordshire and Worcestershire Health and Care NHS Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.35,0.35,2.5,2399,5.188850693999996,5.210659772486692,0.24878597240091224,0.24748737341529162,False,36,4.327159425726265e-116,0.0005502407628053127,4.327159425726265e-116,0.00011004815256106255,validation,54,model_conditional_scenario_no_new_NHS_observations
R1D,Shropshire Community Health NHS Trust,Community Trusts,1.0,0.35,0.35,2.5,995,5.145010753504204,5.171050771404204,0.25056156307444877,0.24748737341529162,False,36,1.6041413057218492e-55,0.00034898450752518555,1.6041413057218492e-55,6.97969015050371e-05,validation,82,model_conditional_scenario_no_new_NHS_observations
R1F1,Isle of Wight NHS Trust (acute sector),Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,1420,4.706366986566817,4.826573419463797,0.24966163746235992,0.24748737341529162,True,36,2.7448967588770542e-39,0.000596850628747337,2.7448967588770542e-39,0.00011937012574946739,validation,45,model_conditional_scenario_no_new_NHS_observations
R1F2,Isle of Wight NHS Trust (ambulance sector),Ambulance Trusts,1.0,0.35,0.35,2.5,170,4.500436279582561,4.465433281139597,0.26313857609564795,0.24748737341529164,False,36,6.882635247261702e-12,0.0001438203457188972,6.882635247261702e-12,2.876406914377944e-05,validation,133,model_conditional_scenario_no_new_NHS_observations
R1H,Barts Health NHS Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,9566,4.912268004676804,4.9274796781408225,0.24781627162447323,0.24748737341529162,False,36,0.0,0.0005047005212733924,0.0,0.00010094010425467848,validation,65,model_conditional_scenario_no_new_NHS_observations
R1K,London North West University Healthcare NHS Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,4285,5.034382577516363,4.988225054354537,0.2482186255952005,0.24748737341529162,False,36,0.0,0.0001710180506016404,0.0,3.4203610120328084e-05,validation,121,model_conditional_scenario_no_new_NHS_observations
R1L,Essex Partnership University NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.35,0.35,2.5,3632,5.268213995895022,5.249988101557478,0.24834895446269956,0.24748737341529162,False,36,0.0,0.0002822697804870701,0.0,5.645395609741402e-05,validation,93,model_conditional_scenario_no_new_NHS_observations
RA2,Royal Surrey County Hospital NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2383,5.157713239348739,5.049022794394737,0.24879457647431844,0.24748737341529162,False,36,0.0,4.4999926050174085e-05,0.0,8.999985210034817e-06,validation,165,model_conditional_scenario_no_new_NHS_observations
RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,8285,5.108738615013536,5.025419656854222,0.24786692988514566,0.24748737341529162,False,36,0.0,7.61561645545361e-05,0.0,1.523123291090722e-05,validation,155,model_conditional_scenario_no_new_NHS_observations
RAE,Bradford Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,3212,5.09018474296827,5.015816286093353,0.2484605078507891,0.24748737341529162,False,36,0.0,9.633601199613475e-05,0.0,1.926720239922695e-05,validation,146,model_conditional_scenario_no_new_NHS_observations
RAJ,Mid and South Essex NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,6465,4.462888866214896,4.703692503930545,0.247973256788926,0.24748737341529162,True,36,0.0,5.28607208073432e-05,0.0,1.0572144161468641e-05,validation,163,model_conditional_scenario_no_new_NHS_observations
RAN,Royal National Orthopaedic Hospital NHS Trust,Acute Specialist Trusts,1.0,0.35,0.35,2.5,773,5.375492586648612,5.294172070447614,0.25140956422350996,0.24748737341529164,False,36,3.461326728391017e-187,2.9470269571826447e-05,3.461326728391017e-187,5.894053914365289e-06,validation,170,model_conditional_scenario_no_new_NHS_observations
RAS,The Hillingdon Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,1970,5.002245530547993,4.972046910238108,0.2490642643426604,0.24748737341529162,False,36,2.0559661935427092e-290,0.00023858245411023988,2.0559661935427092e-290,4.771649082204798e-05,validation,102,model_conditional_scenario_no_new_NHS_observations
RAT,North East London NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.35,0.35,2.5,3955,5.163350826992319,5.19790278329458,0.24827915260755118,0.24748737341529162,False,36,3.6339459090776825e-172,0.0006628822336253149,3.6339459090776825e-172,0.00013257644672506297,validation,33,model_conditional_scenario_no_new_NHS_observations
RBD,Dorset County Hospital NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,1616,5.009444890083157,4.975508445048452,0.24940302197351247,0.24748737341529162,False,36,8.27576257247845e-213,0.0002251755746749394,8.27576257247845e-213,4.503511493498788e-05,validation,107,model_conditional_scenario_no_new_NHS_observations
RBK,Walsall Healthcare NHS Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2314,4.652547173256712,4.7991603493285115,0.24883302602070254,0.24748737341529162,True,36,1.3091581363001826e-218,0.00038044373080850974,1.3091581363001826e-218,7.608874616170195e-05,validation,81,model_conditional_scenario_no_new_NHS_observations
RBL,Wirral University Teaching Hospital NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2794,4.71875466644158,4.831695354107016,0.24860445343310103,0.24748737341529162,True,36,6.646868968923745e-104,0.0006361210243746324,6.646868968923745e-104,0.00012722420487492649,validation,40,model_conditional_scenario_no_new_NHS_observations
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Acute Specialist Trusts,1.0,0.35,0.35,2.5,1134,5.678241716776859,5.443000073438261,0.2501950274205845,0.24748737341529164,False,36,0.0,2.4524218533558967e-07,0.0,4.904843706711793e-08,validation,190,model_conditional_scenario_no_new_NHS_observations
RBS,Alder Hey Children's NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2417,5.03379651104725,4.9877273964115405,0.24877642721098106,0.24748737341529162,False,36,0.0,0.00017510829916622648,0.0,3.5021659833245296e-05,validation,120,model_conditional_scenario_no_new_NHS_observations
RBT,Mid Cheshire Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2321,5.159859070401051,5.050053946786221,0.24882902255463227,0.24748737341529162,False,36,0.0,4.3934898092615016e-05,0.0,8.786979618523002e-06,validation,166,model_conditional_scenario_no_new_NHS_observations
RBV,The Christie NHS Foundation Trust,Acute Specialist Trusts,1.0,0.35,0.35,2.5,1947,5.371544749364454,5.2937220704466315,0.24908259243466302,0.24748737341529162,False,36,0.0,2.68645587025455e-05,0.0,5.3729117405091e-06,validation,174,model_conditional_scenario_no_new_NHS_observations
RC9,Bedfordshire Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,3542,4.996424718879917,4.969325280409054,0.2483706515013539,0.24748737341529162,False,36,0.0,0.00024739745635660886,0.0,4.947949127132177e-05,validation,99,model_conditional_scenario_no_new_NHS_observations
RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,5839,4.89781742010006,4.92031145890567,0.24802506559311321,0.24748737341529162,False,36,0.0,0.0005662202890970184,0.0,0.00011324405781940369,validation,51,model_conditional_scenario_no_new_NHS_observations
RCD,Harrogate and District NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,3330,5.232869698503418,5.08663682990295,0.24842635123675819,0.24748737341529162,False,36,0.0,1.660442773359179e-05,0.0,3.320885546718358e-06,validation,180,model_conditional_scenario_no_new_NHS_observations
RCF,Airedale NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,1473,4.975561958614382,4.95880582770469,0.24958506020138632,0.24748737341529162,False,36,3.8030144726841537e-128,0.00030683048689278305,3.8030144726841537e-128,6.136609737855662e-05,validation,86,model_conditional_scenario_no_new_NHS_observations
RCU,Sheffield Children's NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2212,5.172472246752322,5.05623110452121,0.2488941960706713,0.24748737341529162,False,36,0.0,3.778996362977404e-05,0.0,7.557992725954808e-06,validation,168,model_conditional_scenario_no_new_NHS_observations
RCX,The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2188,4.693193387518781,4.819339257674924,0.24890940598192252,0.24748737341529162,True,36,1.2338834253895412e-107,0.00052897924341913,1.2338834253895412e-107,0.00010579584868382599,validation,59,model_conditional_scenario_no_new_NHS_observations
RD1,Royal United Hospitals Bath NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,3322,4.870227174391674,4.906694716934552,0.24842859098871928,0.24748737341529162,False,36,1.1415951250802593e-104,0.0006974104873488914,1.1415951250802593e-104,0.00013948209746977828,validation,31,model_conditional_scenario_no_new_NHS_observations
RD8,Milton Keynes University Hospital NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2646,5.007673109794047,4.974831239920848,0.24866619226525602,0.24748737341529162,False,36,0.0,0.00022444528392882076,0.0,4.488905678576415e-05,validation,108,model_conditional_scenario_no_new_NHS_observations
RDE,East Suffolk and North Essex NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,6181,4.826152582960841,4.884620951551801,0.2479954672597365,0.24748737341529162,False,36,1.090293356159332e-53,0.0009427406752273439,1.090293356159332e-53,0.00018854813504546878,validation,8,model_conditional_scenario_no_new_NHS_observations
RDR,Sussex Community NHS Foundation Trust,Community Trusts,1.0,0.35,0.35,2.5,4042,5.455663526627008,5.3249272692973895,0.24826224366592664,0.24748737341529162,False,36,0.0,9.400532972965783e-06,0.0,1.8801065945931564e-06,validation,185,model_conditional_scenario_no_new_NHS_observations
RDU,Frimley Health NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,5683,5.214387091389177,5.077891613254948,0.24803974307920568,0.24748737341529162,False,36,0.0,2.068612055684871e-05,0.0,4.137224111369742e-06,validation,178,model_conditional_scenario_no_new_NHS_observations
RDY,Dorset Healthcare University NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.35,0.35,2.5,3551,5.32574192241569,5.278544040791644,0.24836843274552847,0.24748737341529162,False,36,0.0,0.00016333150404941696,0.0,3.266630080988339e-05,validation,124,model_conditional_scenario_no_new_NHS_observations
REF,Royal Cornwall Hospitals NHS Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,3848,4.677182765495703,4.810770736786107,0.24830098850319957,0.24748737341529162,True,36,0.0,0.0004574877610062888,0.0,9.149755220125776e-05,validation,68,model_conditional_scenario_no_new_NHS_observations
REM,Liverpool University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,4448,4.900798593715324,4.921823838706779,0.24819201899186136,0.24748737341529162,False,36,0.0,0.0005543550552416617,0.0,0.00011087101104833234,validation,53,model_conditional_scenario_no_new_NHS_observations
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,Acute Specialist Trusts,1.0,0.35,0.35,2.5,1209,5.148985203133816,5.184147814534097,0.25003136633502876,0.24748737341529162,False,36,2.2769168146095244e-92,0.0003011906327141781,2.2769168146095244e-92,6.023812654283562e-05,validation,88,model_conditional_scenario_no_new_NHS_observations
REP,Liverpool Women's NHS Foundation Trust,Acute Specialist Trusts,1.0,0.35,0.35,2.5,772,4.870614374479285,5.049804654910766,0.2514144438581047,0.24748737341529162,True,36,9.022599012873896e-46,0.00028983760622586577,9.022599012873896e-46,5.796752124517315e-05,validation,91,model_conditional_scenario_no_new_NHS_observations
RET,The Walton Centre NHS Foundation Trust,Acute Specialist Trusts,1.0,0.35,0.35,2.5,578,5.26298595970273,5.23948312742896,0.25266384786695706,0.2474873734152916,False,36,2.111660813183517e-61,0.00010966454038484303,2.111660813183517e-61,2.1932908076968606e-05,validation,140,model_conditional_scenario_no_new_NHS_observations
RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,4158,4.72425974416934,4.834100927212521,0.248240790735493,0.24748737341529162,True,36,2.2441503961426595e-195,0.0006563844693798413,2.2441503961426595e-195,0.00013127689387596825,validation,34,model_conditional_scenario_no_new_NHS_observations
RFF,Barnsley Hospital NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2219,5.136556181678653,5.038481262386992,0.2488898209452315,0.24748737341529162,False,36,0.0,5.822051304853458e-05,0.0,1.1644102609706916e-05,validation,161,model_conditional_scenario_no_new_NHS_observations
RFR,The Rotherham NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,3137,5.104376831626352,5.022841302246588,0.24848353980110358,0.24748737341529162,False,36,0.0,8.242076283635345e-05,0.0,1.648415256727069e-05,validation,152,model_conditional_scenario_no_new_NHS_observations
RFS,Chesterfield Royal Hospital NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2972,5.003096039227562,4.972595965403236,0.24853825852091746,0.24748737341529162,False,36,0.0,0.00023349829732390931,0.0,4.669965946478186e-05,validation,104,model_conditional_scenario_no_new_NHS_observations
RGD,Leeds and York Partnership NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.35,0.35,2.5,1497,5.190906308393158,5.2118048911095896,0.24955213022487063,0.24748737341529162,False,36,3.3679067940999885e-52,0.0005461104496409416,3.3679067940999885e-52,0.00010922208992818831,validation,55,model_conditional_scenario_no_new_NHS_observations
RGM,Royal Papworth Hospital NHS Foundation Trust,Acute Specialist Trusts,1.0,0.35,0.35,2.5,1177,5.188774029843231,5.203639129584314,0.2500987110588993,0.24748737341529162,False,36,2.01206478854185e-127,0.00021070967440960068,2.01206478854185e-127,4.214193488192014e-05,validation,111,model_conditional_scenario_no_new_NHS_observations
RGN,North West Anglia NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,3216,4.459261605305287,4.702838070432521,0.24845930935872804,0.24748737341529162,True,36,0.0,5.2740518652247404e-05,0.0,1.054810373044948e-05,validation,164,model_conditional_scenario_no_new_NHS_observations
RGP,James Paget University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,1657,4.760551985153012,4.852961503637392,0.24935651571777673,0.24748737341529162,True,36,6.272527645103675e-15,0.0008667765469176776,6.272527645103675e-15,0.0001733553093835355,validation,14,model_conditional_scenario_no_new_NHS_observations
RGR,West Suffolk NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,2435,4.74071370554987,4.842708796698301,0.2487670213195412,0.24748737341529162,True,36,4.818344638047847e-47,0.0007477922297064866,4.818344638047847e-47,0.00014955844594129734,validation,25,model_conditional_scenario_no_new_NHS_observations
RGT,Cambridge University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,6990,4.925261247972768,4.933967492602625,0.24793692906377804,0.24748737341529162,False,36,0.0,0.0004554171906777251,0.0,9.108343813554501e-05,validation,69,model_conditional_scenario_no_new_NHS_observations
RHA,Nottinghamshire Healthcare NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",1.0,0.35,0.35,2.5,4456,4.874412494463094,5.054231384941873,0.24819076290265868,0.24748737341529162,True,36,0.0,0.00012694569073842796,0.0,2.5389138147685593e-05,validation,136,model_conditional_scenario_no_new_NHS_observations
RHM,University Hospital Southampton NHS Foundation Trust,Acute&Acute Community Trusts,1.0,0.35,0.35,2.5,4801,4.898579234362294,4.920711304932052,0.24814055063593782,0.24748737341529162,False,36,0.0,0.0005635858529436061,0.0,0.00011271717058872121,validation,52,model_conditional_scenario_no_new_NHS_observations
