analysis_stage,scenario,weighted,kappa,validation_kappa,audit_cost,budget,units,k,policy,state,ordinary_count_mean,validation_count_mean,mean_estimate,reference
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,validation_only,55,20.0,4.36,8.556713211562643,8.5075743170438
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,validation_only,56,20.0,4.52,8.558859219458142,8.636943744752307
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,01,39.16,0.0,8.556020931402998,8.35949741315595
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,02,39.16,0.0,8.557310705258892,8.635873229939312
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,04,40.2,0.0,8.556802462135623,8.519881085098477
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,05,41.12,0.0,8.55521750266855,8.29320987654321
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,06,40.6,0.0,8.554921047519827,8.431945521937767
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,08,40.28,0.0,8.556630100168237,8.508233957978423
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,09,38.36,0.0,8.556809014933455,8.553915436577434
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,10,39.36,0.0,8.55805990719092,8.68655574679671
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,11,39.52,0.0,8.558659772751577,8.715625586193958
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,12,41.72,0.0,8.55836216609973,8.560529336304098
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,13,40.04,0.0,8.556278401852895,8.443810730882975
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,15,39.56,0.0,8.557973310762629,8.658482845451683
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,16,42.08,0.0,8.556505292338766,8.519994162288384
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,17,39.72,0.0,8.557602966092588,8.66492682427592
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,18,39.36,0.0,8.55696030410279,8.485706993363962
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,19,39.28,0.0,8.557102307841474,8.577984966753396
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,20,40.04,0.0,8.557177684109336,8.534743722050223
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,22,40.12,0.0,8.555101019390023,8.30594265577447
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,23,39.32,0.0,8.55691969069315,8.594057633792733
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,24,40.44,0.0,8.558060345102522,8.630635650276268
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,25,41.8,0.0,8.558453435732085,8.637808611816821
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,26,39.08,0.0,8.556091812124112,8.529325204961111
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,27,39.32,0.0,8.557542876606892,8.632127728901924
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,28,40.96,0.0,8.558471047094889,8.698599093531108
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,29,40.04,0.0,8.555445584059965,8.384601691143747
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,30,39.8,0.0,8.557259843828435,8.572748028227481
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,31,41.52,0.0,8.559661110764996,8.814423125346226
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,32,39.04,0.0,8.554271609102063,8.271645021645021
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,33,40.32,0.0,8.558444584670097,8.757779437391088
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,34,39.36,0.0,8.557046450946597,8.648255191607793
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,35,41.04,0.0,8.555350213021525,8.344547053649956
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,36,40.16,0.0,8.556683514899815,8.55199342375668
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,37,40.76,0.0,8.555359674382352,8.525340283811179
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,38,41.2,0.0,8.55947990922322,8.852889474840696
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,39,39.52,0.0,8.555760111258357,8.497960372960375
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,40,39.0,0.0,8.556225406991864,8.43805003460892
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,41,39.96,0.0,8.553720482103817,8.179193899782135
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,44,40.88,0.0,8.558130252921714,8.715135738192634
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,45,40.92,0.0,8.557727953203084,8.683043063859284
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,46,40.48,0.0,8.559123290350774,8.805004409171076
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,48,38.76,0.0,8.555625775541369,8.50069498069498
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,49,40.36,0.0,8.55552935869429,8.465273829827554
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,50,39.12,0.0,8.558041089858136,8.580938833570412
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,51,40.16,0.0,8.558290913423251,8.594168096054887
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,53,39.4,0.0,8.556304145111925,8.444160681032189
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,54,40.04,0.0,8.555454973811925,8.267142457318778
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,55,38.76,0.0,8.556799422944597,8.5075743170438
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,48,48,9,uniform,56,38.8,0.0,8.558346868262117,8.636943744752307
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,01,71.72,0.0,8.554563304247939,8.35949741315595
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,02,85.12,0.0,8.557398327751198,8.635873229939312
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,04,84.68,0.0,8.556511718452516,8.519881085098477
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,05,87.4,0.0,8.554096490756088,8.29320987654321
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,06,95.76,0.0,8.55422437467959,8.431945521937767
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,08,89.4,0.0,8.556070134914679,8.508233957978423
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,09,84.16,0.0,8.55605048731367,8.553915436577434
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,10,71.4,0.0,8.55822712466255,8.68655574679671
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,11,80.08,0.0,8.557959729763832,8.715625586193958
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,12,62.28,0.0,8.55847242949142,8.560529336304098
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,13,85.52,0.0,8.555152740381386,8.443810730882975
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,15,72.92,0.0,8.557820867683375,8.658482845451683
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,16,84.76,0.0,8.55615816149665,8.519994162288384
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,17,78.64,0.0,8.557646259721698,8.66492682427592
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,18,84.24,0.0,8.556581466534734,8.485706993363962
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,19,76.8,0.0,8.55716448812,8.577984966753396
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,20,91.52,0.0,8.556622529406242,8.534743722050223
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,22,85.76,0.0,8.554468004911538,8.30594265577447
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,23,74.6,0.0,8.557050713946648,8.594057633792733
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,24,75.4,0.0,8.557951972703597,8.630635650276268
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,25,78.64,0.0,8.5580369646598,8.637808611816821
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,26,83.52,0.0,8.556047927107564,8.529325204961111
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,27,82.56,0.0,8.55699405493453,8.632127728901924
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,28,54.08,0.0,8.558647407442923,8.698599093531108
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,29,86.36,0.0,8.554655281497318,8.384601691143747
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,30,83.08,0.0,8.55708072086232,8.572748028227481
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,31,68.92,0.0,8.559972685680979,8.814423125346226
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,32,94.76,0.0,8.553113188396106,8.271645021645021
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,33,69.52,0.0,8.558543393932341,8.757779437391088
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,34,82.88,0.0,8.556460822872948,8.648255191607793
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,35,58.92,0.0,8.553760575838135,8.344547053649956
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,36,81.04,0.0,8.555442679678,8.55199342375668
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,37,94.4,0.0,8.554419378590643,8.525340283811179
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,38,66.52,0.0,8.559719947354399,8.852889474840696
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,39,95.96,0.0,8.554635453520747,8.497960372960375
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,40,89.0,0.0,8.555334169578924,8.43805003460892
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,41,76.44,0.0,8.552225826149447,8.179193899782135
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,44,72.88,0.0,8.558495183018268,8.715135738192634
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,45,76.64,0.0,8.558108872463396,8.683043063859284
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,46,65.68,0.0,8.55923444087982,8.805004409171076
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,48,87.92,0.0,8.554928578693591,8.50069498069498
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,49,95.48,0.0,8.555315352115391,8.465273829827554
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,50,78.24,0.0,8.557861548985825,8.580938833570412
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,51,77.6,0.0,8.557862840462247,8.594168096054887
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,53,84.12,0.0,8.555179760461494,8.444160681032189
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,54,81.6,0.0,8.555473374820885,8.267142457318778
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,55,79.44,0.0,8.55636371049612,8.5075743170438
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,ordinary_kg,56,71.64,0.0,8.558507870830276,8.636943744752307
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,01,21.92,11.48,8.55026005034456,8.35949741315595
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,02,20.96,12.84,8.561535673204856,8.635873229939312
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,04,21.6,12.88,8.556481179078208,8.519881085098477
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,05,23.92,11.0,8.548967510742507,8.29320987654321
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,06,21.88,14.2,8.550552104197411,8.431945521937767
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,08,21.68,12.6,8.555624272445248,8.508233957978423
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,09,21.32,13.0,8.557324768211817,8.553915436577434
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,10,21.24,10.6,8.561373751849128,8.68655574679671
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,11,20.36,14.76,8.565977442163891,8.715625586193958
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,12,22.4,7.2,8.559046072534603,8.560529336304098
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,13,21.28,12.12,8.553844746650611,8.443810730882975
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,15,21.08,11.2,8.560030293735084,8.658482845451683
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,16,22.36,11.64,8.555382333771668,8.519994162288384
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,17,21.4,12.08,8.560397479923033,8.66492682427592
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,18,21.32,12.24,8.555652954716727,8.485706993363962
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,19,21.56,11.36,8.5564574155443,8.577984966753396
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,20,21.24,11.72,8.555582393964116,8.534743722050223
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,22,23.44,10.04,8.550748311749285,8.30594265577447
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,23,21.48,11.36,8.560005862803523,8.594057633792733
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,24,20.64,11.88,8.562612398330236,8.630635650276268
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,25,21.12,12.0,8.560995554391043,8.637808611816821
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,26,21.76,12.68,8.556997277581553,8.529325204961111
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,27,20.88,13.04,8.563353265867066,8.632127728901924
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,28,21.96,8.72,8.561250008887251,8.698599093531108
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,29,22.92,9.56,8.55288523871336,8.384601691143747
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,30,21.52,11.24,8.557698487414994,8.572748028227481
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,31,20.44,11.08,8.568220652729677,8.814423125346226
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,32,24.04,9.48,8.550017170562564,8.271645021645021
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,33,20.44,12.32,8.565314630562705,8.757779437391088
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,34,20.68,12.56,8.559886143361757,8.648255191607793
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,35,21.4,11.92,8.548110587789782,8.344547053649956
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,36,20.96,13.16,8.556486082819026,8.55199342375668
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,37,22.44,13.16,8.553372140472012,8.525340283811179
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,38,20.44,12.96,8.569808600879314,8.852889474840696
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,39,21.88,13.4,8.553674099984365,8.497960372960375
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,40,22.0,12.12,8.55370617676782,8.43805003460892
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,41,22.56,12.84,8.542299558125642,8.179193899782135
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,44,20.16,12.32,8.565371111540296,8.715135738192634
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,45,21.08,11.8,8.561919741703758,8.683043063859284
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,46,20.64,10.92,8.56704730178601,8.805004409171076
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,48,21.8,13.6,8.553104689035633,8.50069498069498
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,49,22.12,12.0,8.553821059151817,8.465273829827554
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,50,20.76,12.16,8.560372153795731,8.580938833570412
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,51,20.68,10.76,8.55965940030618,8.594168096054887
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,53,21.04,13.6,8.552363216063634,8.444160681032189
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,54,29.48,1.16,8.555277067107282,8.267142457318778
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,55,21.0,11.64,8.554535778783164,8.5075743170438
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,two_channel_kg,56,20.72,11.6,8.562506596560771,8.636943744752307
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,01,51.84,5.92,8.552576318424707,8.35949741315595
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,02,50.16,6.56,8.55746479913374,8.635873229939312
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,04,49.56,5.52,8.557043117918644,8.519881085098477
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,05,51.4,5.24,8.552357555570714,8.29320987654321
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,06,51.24,5.04,8.553379187860036,8.431945521937767
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,08,50.88,5.28,8.5548928474942,8.508233957978423
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,09,51.04,5.72,8.556673993834185,8.553915436577434
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,10,49.68,5.76,8.560426115205926,8.68655574679671
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,11,49.56,6.08,8.56114924186052,8.715625586193958
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,12,51.28,5.88,8.55800133130801,8.560529336304098
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,13,52.0,6.64,8.555812160340599,8.443810730882975
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,15,48.28,5.76,8.558629907644892,8.658482845451683
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,16,51.36,6.48,8.556602625601485,8.519994162288384
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,17,51.84,6.48,8.558726287021296,8.66492682427592
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,18,50.64,6.48,8.556589239629865,8.485706993363962
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,19,50.44,6.4,8.558604482890544,8.577984966753396
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,20,49.52,6.68,8.55650203544958,8.534743722050223
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,22,51.52,5.56,8.552876231420909,8.30594265577447
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,23,50.16,5.32,8.558801659416034,8.594057633792733
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,24,51.12,5.56,8.559898723913216,8.630635650276268
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,25,50.68,4.88,8.558917345726444,8.637808611816821
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,26,51.56,5.84,8.555673262695816,8.529325204961111
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,27,51.64,5.4,8.560099637675854,8.632127728901924
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,28,49.72,5.88,8.559941965390864,8.698599093531108
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,29,51.36,5.16,8.552501068671049,8.384601691143747
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,30,51.2,5.48,8.557562621648565,8.572748028227481
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,31,51.08,7.0,8.565190909417778,8.814423125346226
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,32,49.92,5.92,8.55053033698674,8.271645021645021
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,33,52.44,5.32,8.561636942320057,8.757779437391088
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,34,52.88,6.44,8.55867705448909,8.648255191607793
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,35,49.8,6.16,8.553045706297736,8.344547053649956
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,36,49.88,5.44,8.556390546837646,8.55199342375668
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,37,51.48,6.04,8.555420240125644,8.525340283811179
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,38,52.6,5.4,8.56512838672808,8.852889474840696
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,39,51.08,5.84,8.554143872155038,8.497960372960375
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,40,48.64,5.96,8.553776984710186,8.43805003460892
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,41,51.24,6.68,8.548188415869657,8.179193899782135
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,44,51.24,5.76,8.560820298574603,8.715135738192634
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,45,50.68,5.8,8.560446184005974,8.683043063859284
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,46,51.48,5.96,8.561836188820951,8.805004409171076
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,48,49.76,5.76,8.554749078623965,8.50069498069498
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,49,49.44,5.6,8.553565736400138,8.465273829827554
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,50,51.16,5.32,8.558478884540163,8.580938833570412
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,51,48.52,5.64,8.557871585796798,8.594168096054887
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,53,50.6,5.96,8.553986567459189,8.444160681032189
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,54,50.04,5.88,8.553563558514256,8.267142457318778
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,55,52.04,5.92,8.55635695101216,8.5075743170438
post_primary_exploratory,unweighted_tilt_05,False,0.5,0.0,5,144,48,9,balanced_mix,56,50.12,6.04,8.560347511717689,8.636943744752307
